advice,prev_eps,eps,est_price,rev_yoy,gm,status,prev_eps_yoy,om,name,price,expansion,pe,date,symbol,prev_year,prev_rev_yoy,eps_yoy
⚪ 數據不足,-1.67,-1.82,-84.00000000000001,-35.31,33.80%,🧐 疑業外收益,41.15,-77.27%,樂威科-KY,11.25,92.59,0.0,2025-12,4154.TWO,2025,-47.71,57.28
✅ 穩健價值,0.07,-0.14,9.3,-3.19,19.09%,🧐 疑業外收益,107.29,-7.49%,云辰,9.5500001907,91.99,15.40322611403226,2025-12,2390.TW,2025,2.22,88.8
⚪ 數據不足,8.86,14.04,0.0,187.82,N/A,🚀 利潤擴張,914.94,N/A,倍利科,0.0,91.57999999999998,0.0,2025-12,7822.TW,2025,255.72,279.4
⚪ 數據不足,-0.98,-1.13,-48.75,-36.53,N/A,🧐 疑業外收益,33.79,N/A,鋐寶科技,18.5499992371,91.41,0.0,2025-12,6674.TW,2025,-30.23,54.88
⚪ 數據不足,-0.22,0.0,-15.0,8.81,N/A,🚀 利潤擴張,-83.33,N/A,建暐,17.9500007629,91.19,0.0,2025-12,8092.TWO,2025,9.78,100.0
⚠️ 追價風險,21.67,27.7,961.0500000000001,31.05,60.80%,🏰 高護城河,141.3,34.82%,致茂,2325.0,91.0,36.28843452473856,2025-12,2360.TW,2025,26.76,122.05
⚪ 數據不足,-0.45,0.87,-1.9500000000000004,-1.47,39.55%,🔄 轉虧為盈,-309.09,16.76%,六福,16.1000003815,90.6,0.0,2025-12,2705.TW,2025,-0.65,89.13
⚪ 中性觀察,0.78,1.39,36.45,14.16,N/A,🚀 利潤擴張,75.0,N/A,青松健康,43.7000007629,90.25,17.98353940860082,2025-12,6931.TW,2025,13.6,104.41
⚪ 數據不足,-0.14,-0.13,-9.6,-8.84,N/A,🧐 疑業外收益,51.72,N/A,四維航,15.5500001907,90.0,0.0,2025-12,5608.TW,2025,-9.27,81.16
⚪ 數據不足,-0.63,-0.77,-28.200000000000003,-47.33,-18.77%,🧐 疑業外收益,46.61,-63.16%,聯合再生,17.2000007629,88.55,0.0,2025-12,3576.TW,2025,-42.1,41.22
💎 強力關注,2.25,7.31,181.95,-6.21,N/A,🧐 疑業外收益,-16.97,N/A,瑞耘,104.0,87.6,8.573784006595218,2025-12,6532.TWO,2025,-3.06,81.39
⚪ 數據不足,-0.45,0.15,-23.549999999999997,25.43,N/A,🔄 轉虧為盈,73.81,N/A,環宇-KY,690.0,81.68,0.0,2025-12,4991.TWO,2025,18.29,107.11
⚪ 數據不足,-2.52,-3.19,-125.25,-45.74,41.62%,🧐 疑業外收益,-18.72,-45.63%,華軒,41.8499984741,81.01,0.0,2025-12,2740.TWO,2025,-40.76,35.27
⚪ 數據不足,-0.53,-0.35,-21.599999999999998,-23.83,31.45%,🧐 疑業外收益,5.36,0.98%,恩德,27.7000007629,80.62,0.0,2025-12,1528.TW,2025,-21.6,56.79
💎 強力關注,12.0,15.5,574.05,-15.01,N/A,🧐 疑業外收益,63.11,N/A,帆宣,393.0,80.56,10.269140318787564,2025-12,6196.TW,2025,-19.07,65.55
⚪ 數據不足,0.02,-0.02,-0.6,16.71,7.21%,🚀 利潤擴張,116.67,-1.47%,聚亨,8.0900001526,79.21000000000001,0.0,2025-12,2022.TW,2025,13.61,95.92
⚪ 數據不足,-0.17,0.0,-7.05,21.05,N/A,🚀 利潤擴張,-21.43,N/A,凱崴,74.5999984741,78.95,0.0,2025-12,5498.TWO,2025,14.85,100.0
💎 強力關注,1.72,2.07,79.50000000000001,-4.56,19.46%,🧐 疑業外收益,84.95,7.61%,力達-KY,20.1499996185,78.51,3.801886720471698,2025-12,4552.TW,2025,-2.45,73.95
⚪ 中性觀察,13.28,15.8,655.8,108.34,59.86%,🏰 高護城河,362.45,29.84%,牧德,816.0,77.88999999999999,18.66422689844465,2025-12,3563.TW,2025,173.02,186.23
⚪ 數據不足,-0.77,-0.92,-44.24999999999999,-26.01,15.21%,🧐 疑業外收益,54.03,-34.07%,佰研,56.0,77.02,0.0,2025-12,3205.TWO,2025,-12.38,51.01
⚪ 數據不足,-1.49,-1.45,-65.85,-42.16,-184.95%,🧐 疑業外收益,2.61,-404.30%,迎輝,12.5500001907,76.84,0.0,2025-12,3523.TWO,2025,-43.41,34.68
⚪ 數據不足,-0.9,0.48,-32.55,43.43,41.15%,🔄 轉虧為盈,58.96,17.10%,陽程,97.3000030518,76.57,0.0,2025-12,3498.TWO,2025,36.24,120.0
⚪ 數據不足,-0.14,-0.6,-16.200000000000003,-18.66,-3.42%,🧐 疑業外收益,86.73,-68.62%,西勝,15.3000001907,75.48,0.0,2025-12,3625.TWO,2025,-22.91,56.82
⚪ 數據不足,-0.37,0.01,-44.699999999999996,26.11,N/A,🔄 轉虧為盈,76.26,N/A,天正國際,90.6999969482,74.38,0.0,2025-12,6654.TWO,2025,28.6,100.49
⚪ 數據不足,-1.08,-0.66,-40.5,11.55,16.55%,🚀 利潤擴張,69.01,-1.35%,全球傳動,75.6999969482,74.10000000000001,0.0,2025-12,4540.TW,2025,7.47,85.65
✅ 穩健價值,0.68,0.6,27.900000000000006,-2.48,8.90%,🧐 疑業外收益,44.68,-6.13%,百容,23.7000007629,73.91000000000001,12.741935894032256,2025-12,2483.TW,2025,-1.32,71.43
⚪ 數據不足,-2.01,-1.49,0.0,22.72,N/A,🚀 利潤擴張,98.92,N/A,奧義賽博-KY創,90.5999984741,73.57000000000001,0.0,2025-12,7823.TW,2025,19.21,96.29
💎 強力關注,13.31,17.49,658.1999999999999,6.0,16.93%,🚀 利潤擴張,76.53,5.55%,雄獅,163.5,72.29,3.7260711030082048,2025-12,2731.TW,2025,3.94,78.29
⚪ 數據不足,-0.04,-0.15,-4.2,-16.11,7.45%,🧐 疑業外收益,69.23,-4.90%,南紡,12.3999996185,71.99000000000001,0.0,2025-12,1440.TW,2025,-15.52,55.88
⚠️ 追價風險,0.5,1.04,22.950000000000003,-5.67,N/A,🧐 疑業外收益,2.04,N/A,台塑化,52.2999992371,70.75,34.18300603732026,2025-12,6505.TW,2025,-6.34,65.08
✅ 穩健價值,5.37,12.98,316.05000000000007,69.84,61.62%,🏰 高護城河,22.99,55.59%,創見,302.5,70.49000000000001,14.356905552918839,2025-12,2451.TW,2025,36.15,140.33
⚠️ 追價風險,0.29,0.35,9.149999999999999,-3.62,N/A,🧐 疑業外收益,20.83,N/A,慕康生醫,20.0,70.29,32.786885245901644,2025-12,5398.TWO,2025,1.05,66.67
⚪ 數據不足,-0.23,-0.16,-16.950000000000003,12.69,-4.80%,🚀 利潤擴張,65.67,-14.24%,富晶通,23.25,70.11,0.0,2025-12,3623.TWO,2025,9.39,82.8
⚠️ 追價風險,2.98,4.16,152.4,12.66,N/A,🚀 利潤擴張,78.92,N/A,聯茂,299.5,70.08,29.47834645669291,2025-12,6213.TW,2025,11.37,82.74
⚪ 數據不足,-0.45,-1.32,-22.65,-16.31,N/A,🧐 疑業外收益,79.91,N/A,保銳,19.7000007629,69.83,0.0,2025-12,8093.TWO,2025,-27.43,53.52
⚪ 數據不足,-0.38,-0.16,-13.649999999999999,5.06,N/A,🚀 利潤擴張,-642.86,N/A,易通展,9.7899999619,69.53999999999999,0.0,2025-12,6241.TWO,2025,11.68,74.6
⚪ 數據不足,-0.71,-1.17,-38.85,-59.26,15.04%,🧐 疑業外收益,31.73,-86.00%,宏太-KY,21.5499992371,69.25999999999999,0.0,2025-12,2924.TWO,2025,-73.69,10.0
⚪ 數據不足,-0.25,-0.61,-11.850000000000001,-11.73,N/A,🧐 疑業外收益,83.78,N/A,特昇-KY,10.4499998093,67.61,0.0,2025-12,6616.TWO,2025,-12.86,55.88
💎 強力關注,8.22,9.42,393.00000000000006,-15.61,44.03%,🧐 疑業外收益,77.54,18.21%,璟德,173.5,67.3,6.622137404580152,2025-12,3152.TWO,2025,-12.47,51.69
⚠️ 追價風險,32.49,46.57,1597.5,31.74,31.93%,🚀 利潤擴張,107.49,18.37%,貿聯-KY,2780.0,66.97,26.103286384976524,2025-12,3665.TW,2025,29.74,98.71
⚪ 數據不足,3.14,4.94,0.0,84.7,N/A,🚀 利潤擴張,161.67,N/A,邁科,0.0,66.71,0.0,2025-12,6831.TW,2025,86.86,151.41
⚪ 數據不足,-0.34,-0.37,-15.15,-16.98,N/A,🧐 疑業外收益,33.33,N/A,商丞,7.3000001907,65.59,0.0,2025-12,8277.TWO,2025,1.19,48.61
⚪ 數據不足,-0.33,-0.2,-16.349999999999998,-2.37,13.67%,🧐 疑業外收益,36.54,4.79%,台玻,70.8000030518,65.33,0.0,2025-12,1802.TW,2025,-0.78,62.96
💎 強力關注,2.08,2.88,100.8,12.63,25.55%,🚀 利潤擴張,98.94,14.07%,大成鋼,39.0999984741,65.30000000000001,5.8184521538839284,2025-12,2027.TW,2025,11.96,77.93
💎 強力關注,1.42,1.99,68.1,-4.79,34.49%,🧐 疑業外收益,118.46,10.29%,東森,20.2000007629,65.27,4.449339375088106,2025-12,2614.TW,2025,-5.03,60.48
⚪ 數據不足,-1.9,-2.52,-88.8,-10.68,N/A,🧐 疑業外收益,-950.0,N/A,桓鼎-KY,29.5,65.14,0.0,2025-12,5543.TWO,2025,-12.8,54.46
⚪ 數據不足,-0.56,-0.24,-32.699999999999996,19.6,18.47%,🚀 利潤擴張,74.07,4.68%,日成-KY,21.1000003815,65.02000000000001,0.0,2025-12,4807.TW,2025,32.17,84.62
⚪ 數據不足,-0.56,-0.87,-24.750000000000004,-22.14,6.55%,🧐 疑業外收益,-366.67,-24.84%,大宇,12.75,64.9,0.0,2025-12,1445.TW,2025,-25.71,42.76
⚪ 數據不足,-0.57,-0.74,-28.05,-22.14,59.04%,🏰 高護城河,46.23,-1090.16%,淳紳,4.5900001526,64.78,0.0,2025-12,4529.TWO,2025,-22.27,42.64
⚪ 數據不足,-0.91,-0.2,-24.750000000000004,25.85,N/A,🚀 利潤擴張,50.27,N/A,鈺鎧,36.3499984741,64.66999999999999,0.0,2025-12,5228.TWO,2025,18.69,90.52
✅ 穩健價值,0.52,0.9,29.4,14.52,60.10%,🏰 高護城河,11.63,23.50%,友霖,26.2999992371,64.65,13.418366957704082,2025-12,4166.TWO,2025,6.08,79.17
⚠️ 追價風險,1.69,2.75,85.8,24.54,N/A,🚀 利潤擴張,52.25,N/A,尖點,425.5,64.43,74.3881118881119,2025-12,8021.TW,2025,18.57,88.97
⚪ 數據不足,-1.99,-4.65,-122.25,-21.61,N/A,🧐 疑業外收益,66.78,N/A,柏承,36.5,63.85,0.0,2025-12,6141.TW,2025,-25.86,42.24
💎 強力關注,3.51,4.35,169.04999999999998,11.14,26.65%,🚀 利潤擴張,133.33,5.06%,宏致,87.1999969482,63.75,7.737355541100266,2025-12,3605.TW,2025,15.04,74.89
⚠️ 追價風險,1.08,2.3,60.15,6.1,N/A,🚀 利潤擴張,6.93,N/A,新門,140.0,63.02,34.91271820448878,2025-12,5432.TWO,2025,-4.49,69.12
✅ 穩健價值,1.45,3.02,73.49999999999999,15.32,30.84%,🚀 利潤擴張,17.59,3.76%,偉詮電,74.0,62.74,15.102040816326532,2025-12,2436.TW,2025,17.04,78.06
⚪ 中性觀察,0.25,0.35,13.05,21.65,14.21%,🚀 利潤擴張,73.33,5.22%,佳大,15.1499996185,62.559999999999995,17.41379266494253,2025-12,2033.TW,2025,24.94,84.21
⚪ 數據不足,-0.95,-2.61,-67.8,-11.95,-118.96%,🧐 疑業外收益,59.05,-391.42%,勝悅-KY,5.8000001907,62.519999999999996,0.0,2025-12,1340.TW,2025,-7.48,50.57
⚠️ 追價風險,21.73,30.41,1083.15,33.33,N/A,🚀 利潤擴張,279.9,N/A,精測,3730.0,62.230000000000004,51.65489544384434,2025-12,6510.TWO,2025,55.92,95.56
⚪ 數據不足,-0.16,1.36,-4.049999999999999,10.25,N/A,🔄 轉虧為盈,-130.19,N/A,東捷,108.0,61.900000000000006,0.0,2025-12,8064.TWO,2025,-10.02,72.15
💎 強力關注,5.69,8.49,289.05,18.4,N/A,🚀 利潤擴張,91.16,N/A,柏文,147.5,61.470000000000006,7.654385054488843,2025-12,8462.TW,2025,17.64,79.87
⚪ 數據不足,-0.73,-0.77,-36.449999999999996,-26.07,N/A,🧐 疑業外收益,44.7,N/A,力麗店,9.8999996185,61.36,0.0,2025-12,5364.TWO,2025,-12.89,35.29
💎 強力關注,0.88,1.08,37.5,4.86,N/A,🚀 利潤擴張,300.0,N/A,倍微,27.75,61.290000000000006,11.1,2025-12,6270.TWO,2025,6.53,66.15
⚪ 數據不足,0.04,0.05,-1.3010426069826053e-16,5.6,N/A,🚀 利潤擴張,-42.86,N/A,宏齊,26.9500007629,61.07,0.0,2025-12,6168.TW,2025,5.91,66.67
⚪ 數據不足,4.08,6.82,0.0,6.51,N/A,🚀 利潤擴張,53.96,N/A,霈方,0.0,59.830000000000005,0.0,2025-12,6574.TWO,2025,5.78,66.34
⚪ 數據不足,-0.26,-0.23,-10.35,-12.43,4.12%,🧐 疑業外收益,-136.36,0.66%,太空梭,17.5,58.94,0.0,2025-12,2440.TW,2025,-9.7,46.51
⚪ 數據不足,-0.33,-0.35,-16.8,1.42,N/A,🚀 利潤擴張,53.52,N/A,無敵,12.6999998093,58.809999999999995,0.0,2025-12,8201.TW,2025,-7.02,60.23
⚪ 數據不足,-1.33,-0.96,-62.699999999999996,-0.05,15.28%,🧐 疑業外收益,11.92,2.18%,兆赫,67.6999969482,57.57,0.0,2025-12,2485.TW,2025,-24.95,57.52
⚪ 數據不足,-1.02,-1.16,-52.8,-9.71,5.19%,🧐 疑業外收益,-14.61,-15.57%,勝昱,30.2000007629,57.160000000000004,0.0,2025-12,4304.TWO,2025,-6.96,47.45
💎 強力關注,7.94,10.39,384.9,1.7,20.24%,🚀 利潤擴張,85.95,12.03%,卜蜂,138.0,56.93,5.378020265003897,2025-12,1215.TW,2025,1.07,58.63
⚪ 中性觀察,0.23,0.68,16.5,-88.36,23.48%,🌑 雙重衰退,-68.06,-362.94%,聯德,21.3500003815,56.36,19.40909125590909,2025-12,3308.TW,2025,-92.54,-32.0
⚠️ 追價風險,3.11,5.59,162.3,26.42,N/A,🚀 利潤擴張,42.52,N/A,南俊國際,711.0,56.05,65.71164510166358,2025-12,6584.TWO,2025,23.53,82.47
💎 強力關注,0.7,1.72,38.25,-0.65,N/A,🧐 疑業外收益,-30.0,N/A,福邦證,16.7000007629,55.6,6.549019907019608,2025-12,6026.TWO,2025,-23.52,54.95
💎 強力關注,1.37,1.81,61.949999999999996,3.4,25.38%,🚀 利潤擴張,55.68,12.75%,錩新,27.6000003815,55.370000000000005,6.682808809079903,2025-12,2415.TW,2025,-1.03,58.77
⚪ 數據不足,-0.06,-0.1,-11.25,23.71,4.92%,🚀 利潤擴張,78.57,-68.47%,唐鋒,4.7600002289,55.01,0.0,2025-12,4609.TWO,2025,22.29,78.72
⚠️ 追價風險,0.12,0.15,4.3500000000000005,-4.5,14.61%,🧐 疑業外收益,500.0,2.47%,永純,15.5500001907,54.5,53.62069031275862,2025-12,4711.TWO,2025,-6.49,50.0
⚠️ 追價風險,1.37,2.66,64.05000000000001,2.24,N/A,🚀 利潤擴張,44.21,N/A,立積,119.5,54.23,27.985948477751755,2025-12,4968.TW,2025,1.01,56.47
⚪ 數據不足,-0.56,-1.17,-33.6,-19.85,1.59%,🧐 疑業外收益,63.82,-3.51%,聯成,11.1000003815,52.61,0.0,2025-12,1313.TW,2025,-20.09,32.76
⚪ 數據不足,-0.11,-0.11,-10.200000000000001,-0.02,N/A,🧐 疑業外收益,21.43,N/A,沈氏,18.0,52.190000000000005,0.0,2025-12,8921.TWO,2025,0.3,52.17
⚪ 數據不足,-0.8,-0.19,-31.8,2.69,56.31%,🏰 高護城河,-144.44,8.42%,圓剛,51.5999984741,51.86,0.0,2025-12,2417.TW,2025,-1.52,54.55
✅ 穩健價值,1.65,2.22,74.55000000000001,1.66,52.35%,🏰 高護城河,54.21,13.25%,寶齡富錦,65.9000015259,51.440000000000005,13.259557651086517,2025-12,1760.TW,2025,0.67,53.1
💎 強力關注,0.88,1.14,44.1,3.13,N/A,🚀 利潤擴張,46.67,N/A,達輝-KY,21.1499996185,50.919999999999995,7.193877421258504,2025-12,5276.TWO,2025,10.12,54.05
⚪ 數據不足,-0.46,-0.76,-27.450000000000003,5.03,N/A,🚀 利潤擴張,60.71,N/A,三貝德,25.2000007629,50.8,0.0,2025-12,8489.TWO,2025,-3.97,55.83
⚪ 數據不足,-0.19,-0.07,-7.95,-0.73,N/A,🧐 疑業外收益,-5.56,N/A,秋雨,12.6000003815,50.73,0.0,2025-12,9929.TW,2025,-3.83,50.0
⚪ 數據不足,-0.6,-0.7,-28.349999999999994,14.02,14.37%,🚀 利潤擴張,47.37,-1.87%,艾姆勒,30.7000007629,50.63000000000001,0.0,2025-12,2241.TW,2025,-2.54,64.65
💎 強力關注,1.86,2.45,97.05000000000001,-16.65,N/A,🧐 疑業外收益,40.91,N/A,台汽電,46.75,49.08,7.22565687789799,2025-12,8926.TW,2025,-13.81,32.43
⚪ 數據不足,-0.69,-1.18,-40.49999999999999,3.23,15.39%,🚀 利潤擴張,36.7,-3.96%,聯穎,22.0,48.510000000000005,0.0,2025-12,3550.TW,2025,6.33,51.74
💎 強力關注,1.62,5.02,112.8,-4.42,N/A,🧐 疑業外收益,-50.61,N/A,至上,86.9000015259,47.74,11.555851266742021,2025-12,8112.TW,2025,-16.18,43.32
⚪ 數據不足,-0.45,-0.6,-21.750000000000004,2.65,N/A,🚀 利潤擴張,48.28,N/A,九暘,80.0,46.5,0.0,2025-12,8040.TWO,2025,7.0,49.15
⚪ 數據不足,-0.41,-0.44,-21.299999999999997,12.25,100.00%,🏰 高護城河,26.09,-377.43%,富榮綱,9.75,45.28,0.0,2025-12,3115.TWO,2025,84.76,57.53
⚪ 數據不足,-0.11,-0.84,-9.6,-24.51,-21.68%,🧐 疑業外收益,84.06,-98.59%,巨鎧精密-創,68.1999969482,45.260000000000005,0.0,2025-12,2254.TW,2025,-11.14,20.75
✅ 穩健價值,0.99,2.03,55.349999999999994,16.06,25.49%,🚀 利潤擴張,65.0,17.54%,晟田,50.2000007629,45.05,13.604336250108402,2025-12,4541.TWO,2025,14.71,61.11
⚪ 數據不足,-0.24,-0.88,-1.9500000000000017,1.86,29.42%,🚀 利潤擴張,70.73,-21.05%,喬鼎,21.2999992371,44.480000000000004,0.0,2025-12,3057.TW,2025,-0.45,46.34
⚪ 數據不足,-0.27,-0.27,-9.9,-9.38,16.50%,🧐 疑業外收益,33.33,1.12%,宏遠,7.2800002098,44.38,0.0,2025-12,1460.TW,2025,-5.8,35.0
⚪ 中性觀察,0.89,1.0,38.70000000000001,4.89,8.38%,🚀 利潤擴張,64.81,2.16%,亞航,49.75,44.36,19.282945736434105,2025-12,2630.TW,2025,4.46,49.25
⚪ 數據不足,-0.28,-0.36,-15.3,-7.24,N/A,🧐 疑業外收益,-12.0,N/A,得利影,14.6000003815,44.080000000000005,0.0,2025-12,6144.TWO,2025,-11.26,36.84
✅ 穩健價值,17.33,30.51,874.6500000000001,19.04,N/A,🚀 利潤擴張,33.18,N/A,亞翔,721.0,43.99,12.364945978391356,2025-12,6139.TW,2025,-5.05,63.03
⚪ 數據不足,-0.46,-0.75,-30.6,14.78,N/A,🚀 利潤擴張,65.89,N/A,彩晶,9.3999996185,43.78,0.0,2025-12,6116.TW,2025,22.03,58.56
💎 強力關注,2.63,2.42,113.85,-1.2,N/A,🧐 疑業外收益,34.87,N/A,羅麗芬-KY,41.3499984741,43.550000000000004,5.447957638221344,2025-12,6666.TW,2025,-3.85,42.35
⚪ 數據不足,-0.93,-1.56,-64.95,-9.63,-2.30%,🧐 疑業外收益,43.83,-60.61%,柏騰,37.8499984741,42.96,0.0,2025-12,3518.TW,2025,-8.43,33.33
⚪ 數據不足,-0.37,-0.26,-13.2,7.33,N/A,🚀 利潤擴張,9.76,N/A,劍湖山,3.4200000763,42.67,0.0,2025-12,5701.TWO,2025,2.46,50.0
💎 強力關注,5.11,6.6,235.05,-6.1,N/A,🧐 疑業外收益,35.9,N/A,金益鼎,94.4000015259,42.46,6.024250256917676,2025-12,8390.TWO,2025,-8.18,36.36
⚪ 數據不足,-0.17,-0.28,0.0,-3.71,N/A,🧐 疑業外收益,45.16,N/A,光鼎,0.0,42.35,0.0,2025-12,6226.TW,2025,-0.95,38.64
💎 強力關注,0.44,1.18,37.199999999999996,-12.15,6.94%,🧐 疑業外收益,-53.62,33.56%,宜進,14.5500001907,42.0,5.86693556076613,2025-12,1457.TW,2025,-8.45,29.85
💎 強力關注,2.16,3.02,113.55,6.92,33.75%,🚀 利潤擴張,61.19,16.61%,強信-KY,35.6500015259,41.12,4.70937932970938,2025-12,4560.TW,2025,8.82,48.04
⚪ 數據不足,-0.66,-0.64,-30.15,1.22,-12.51%,🚀 利潤擴張,26.67,-21.51%,精金,13.1000003815,40.06,0.0,2025-12,3049.TW,2025,-1.71,41.28
💎 強力關注,4.31,4.96,159.29999999999998,-12.79,N/A,🧐 疑業外收益,130.48,N/A,隆大,33.1500015259,39.97,3.1214690702354053,2025-12,5519.TW,2025,22.52,27.18
💎 強力關注,1.74,2.32,86.69999999999999,0.73,10.75%,🚀 利潤擴張,50.0,7.04%,春源,24.8500003815,39.88,4.299308024480969,2025-12,2010.TW,2025,3.17,40.61
💎 強力關注,1.84,1.85,71.4,8.31,N/A,🚀 利潤擴張,91.67,N/A,潤泰材,22.25,39.69,4.674369747899159,2025-12,8463.TW,2025,11.83,48.0
⚪ 數據不足,0.67,2.72,0.0,-41.11,30.54%,🌑 雙重衰退,-75.81,-0.34%,富田-創,79.0,39.66,0.0,2025-12,4590.TW,2025,-44.8,-1.45
⚪ 中性觀察,0.17,0.74,15.3,-4.85,20.98%,🧐 疑業外收益,-61.36,7.12%,正隆,17.5499992371,39.4,17.205881605,2025-12,1904.TW,2025,-5.08,34.55
💎 強力關注,4.65,5.62,245.55,27.6,N/A,🚀 利潤擴張,145.74,N/A,創惟,102.0,39.27,6.230910201588271,2025-12,6104.TWO,2025,37.32,66.87
💎 強力關注,2.0,3.15,111.75,13.76,7.68%,🚀 利潤擴張,69.49,3.25%,增你強,76.0,39.15,10.201342281879194,2025-12,3028.TW,2025,8.99,52.91
⚠️ 追價風險,16.47,23.14,792.9,31.76,34.59%,🚀 利潤擴張,52.5,16.35%,台達電,2280.0,38.89,43.1328036322361,2025-12,2308.TW,2025,28.12,70.65
💎 強力關注,3.37,4.4,163.95,-7.74,N/A,🧐 疑業外收益,42.19,N/A,乙盛-KY,107.0,38.69,9.78956999085087,2025-12,5243.TW,2025,-2.65,30.95
⚠️ 追價風險,0.24,0.89,14.999999999999996,9.79,N/A,🚀 利潤擴張,-53.85,N/A,金山電,85.0,38.54,85.00000000000001,2025-12,8042.TWO,2025,8.7,48.33
⚪ 數據不足,4.58,6.13,0.0,24.46,N/A,🚀 利潤擴張,92.37,N/A,萊德光電-KY,661.0,38.53,0.0,2025-12,7717.TWO,2025,29.16,62.99
💎 強力關注,1.12,1.36,54.900000000000006,1.74,N/A,🚀 利潤擴張,55.56,N/A,統一實,17.25,38.47,4.713114754098361,2025-12,9907.TW,2025,7.48,40.21
💎 強力關注,0.72,1.05,40.05,18.28,N/A,🚀 利潤擴張,-83.78,N/A,尚凡*,23.1499996185,38.44,8.670411842134833,2025-12,5278.TWO,2025,23.06,56.72
💎 強力關注,2.77,3.61,136.95,17.84,N/A,🚀 利潤擴張,69.94,N/A,廣明,86.4000015259,37.099999999999994,9.46330794369113,2025-12,6188.TWO,2025,20.72,54.94
⚠️ 追價風險,0.78,1.19,39.15,15.66,N/A,🚀 利潤擴張,59.18,N/A,建榮,116.5,36.900000000000006,44.6360153256705,2025-12,5340.TWO,2025,16.6,52.56
✅ 穩健價值,1.73,2.37,92.69999999999999,9.44,53.43%,🏰 高護城河,20.98,14.28%,泓格,87.5999984741,36.86,14.174757034644015,2025-12,3577.TWO,2025,7.11,46.3
⚪ 數據不足,-0.64,-0.7,-31.200000000000003,-61.43,24.23%,🌑 雙重衰退,-64.1,-460.25%,晟楠,39.1500015259,36.43,0.0,2025-12,3631.TWO,2025,-14.57,-25.0
⚪ 數據不足,-0.46,-0.56,-22.35,5.58,73.88%,🏰 高護城河,16.36,-74.64%,新零售,11.8000001907,36.09,0.0,2025-12,3085.TWO,2025,3.93,41.67
⚠️ 追價風險,3.53,4.48,138.45000000000002,-1.54,N/A,🧐 疑業外收益,180.65,N/A,眾達-KY,228.0,35.99,24.702058504875406,2025-12,4977.TW,2025,17.84,34.45
💎 強力關注,2.87,6.04,193.35000000000002,1.41,N/A,🚀 利潤擴張,25.33,N/A,洛��,40.3499984741,35.86000000000001,3.130333473553142,2025-12,8077.TWO,2025,0.34,37.27
💎 強力關注,3.74,5.98,203.7,4.88,N/A,🚀 利潤擴張,16.15,N/A,精拓科,132.0,35.83,9.720176730486008,2025-12,4951.TWO,2025,5.17,40.71
⚠️ 追價風險,-0.05,0.57,1.7999999999999983,0.12,9.25%,🔄 轉虧為盈,-113.16,2.06%,南亞,90.3000030518,35.59,752.5000254316674,2025-12,1303.TW,2025,2.08,35.71
⚪ 中性觀察,1.97,2.59,98.1,5.3,N/A,🚀 利潤擴張,21.38,N/A,均豪,125.0,35.260000000000005,19.1131498470948,2025-12,5443.TWO,2025,16.83,40.56
💎 強力關注,7.56,7.81,346.49999999999994,3.72,N/A,🚀 利潤擴張,253.27,N/A,新潤,40.5,35.0,1.7532467532467535,2025-12,6186.TWO,2025,97.22,38.72
⚪ 數據不足,-0.98,-0.94,-47.1,8.46,N/A,🚀 利潤擴張,-13.95,N/A,亞元,12.5,34.57,0.0,2025-12,6109.TWO,2025,0.2,43.03
⚠️ 追價風險,2.03,3.36,100.94999999999999,-7.61,N/A,🧐 疑業外收益,-21.01,N/A,宏捷科,155.0,34.4,23.031203566121842,2025-12,8086.TWO,2025,-22.52,26.79
⚪ 數據不足,-0.65,1.06,-11.099999999999996,12.09,22.41%,🔄 轉虧為盈,-3300.0,9.68%,興采,19.9500007629,34.39,0.0,2025-12,4433.TWO,2025,5.85,46.48
⚠️ 追價風險,32.25,49.17,1624.2,94.59,26.39%,🚀 利潤擴張,113.86,20.96%,奇鋐,2415.0,34.25,22.303287772441816,2025-12,3017.TW,2025,80.63,128.84
⚪ 數據不足,-0.21,-0.29,-11.25,-12.36,18.27%,🧐 疑業外收益,25.0,-127.15%,懷特,12.0,33.980000000000004,0.0,2025-12,4108.TW,2025,-12.96,21.62
💎 強力關注,0.85,1.14,40.64999999999999,2.49,16.43%,🚀 利潤擴張,1.28,9.95%,中櫃,22.6499996185,33.41,8.357933438560888,2025-12,2613.TW,2025,2.72,35.9
⚠️ 追價風險,0.28,0.29,11.55,-42.44,12.15%,🌑 雙重衰退,-12.5,-5.24%,昱捷,21.1000003815,33.059999999999995,27.402597898051948,2025-12,3232.TWO,2025,-42.87,-9.38
⚪ 中性觀察,2.68,3.08,124.95,29.59,N/A,🚀 利潤擴張,72.73,N/A,正淩,157.0,32.44,18.84753901560624,2025-12,8147.TWO,2025,29.97,62.03
⚠️ 追價風險,0.21,0.29,10.95,20.45,14.69%,🚀 利潤擴張,-56.25,4.41%,大詠城,18.4500007629,32.18000000000001,25.27397364780822,2025-12,4538.TWO,2025,14.08,52.63
⚠️ 追價風險,0.06,-0.78,7.2,15.28,56.72%,🏰 高護城河,109.23,-48.58%,基亞,33.0999984741,31.659999999999997,68.95833015437499,2025-12,3176.TWO,2025,20.51,46.94
💎 強力關注,6.13,9.52,322.8,25.24,N/A,🚀 利潤擴張,35.03,N/A,大中,222.0,31.640000000000004,10.315985130111525,2025-12,6435.TWO,2025,24.71,56.88
