Combination,Impact_Score
LendingSellVolK + MainHoldPercent,0.983461
LendingSellVolK + TotalDifferenceVolK,0.983461
LendingSellVolK + TotalOverbuyVolK,0.983461
LendingSellVolK + MainHolderCount,0.983461
DMA_Golden_Cross + DealerSellVolK,0.981612
DMA_Golden_Cross + ATR_20,0.981612
DMA_Golden_Cross + ForeignBuyVolK,0.981612
DMA_Golden_Cross + ForeignDiffVolK,0.981612
DMA_Golden_Cross + ForeignHoldPercent,0.981612
DMA_Golden_Cross + ForeignSellVolK,0.981612
DMA_Golden_Cross + DealerBuyVolK,0.981612
DMA_Golden_Cross + InvestmentTrustBuyVolK,0.981612
DMA_Golden_Cross + ChangePercent,0.981612
DMA_Golden_Cross + InvestmentTrustDiffVolK,0.981612
DMA_Golden_Cross + InvestmentTrustSellVolK,0.981612
DMA_Golden_Cross + DealerDiffVolK,0.981612
DMA_Golden_Cross + DirSupHoldPercent,0.981612
DMA_Golden_Cross + TotalDiffVolK,0.981612
DMA_Golden_Cross + MA_60,0.981612
DMA_Golden_Cross + V_MA20,0.981612
DMA_Golden_Cross + Bias_Ratio,0.981612
DMA_Golden_Cross + MA20,0.981612
DMA_Golden_Cross + High_120,0.981612
DMA_Golden_Cross + MA200,0.981612
DMA_Golden_Cross + DMA_Momentum_Up,0.981612
DMA_Golden_Cross + DMA_Diff,0.981612
DMA_Golden_Cross + DMA_Bullish,0.981612
DMA_Golden_Cross + DMA_Death_Cross,0.981612
DMA_Golden_Cross + TotalBuyVolK,0.981612
DMA_Golden_Cross + Foreign_LayoutScore,0.981612
DMA_Golden_Cross + TotalSellVolK,0.981612
DMA_Golden_Cross + ShortTotalVolK,0.981612
DMA_Golden_Cross + MainHoldPercent,0.981612
DMA_Golden_Cross + TotalDifferenceVolK,0.981612
DMA_Golden_Cross + TotalOverbuyVolK,0.981612
DMA_Golden_Cross + TotalOversellVolK,0.981612
DMA_Golden_Cross + TradeVolumeRate,0.981612
DMA_Golden_Cross + BIAS_Accel,0.981612
DMA_Golden_Cross + BB_Pos,0.981612
DMA_Golden_Cross + LendingTotalVolK,0.981612
DMA_Golden_Cross + LendingRepayVolK,0.981612
DMA_Golden_Cross + LendingSellVolK,0.981612
DMA_Golden_Cross + ShortUsageRatio,0.981612
DMA_Golden_Cross + ShortLimitVolK,0.981612
DMA_Golden_Cross + ShortSellVolK,0.981612
DMA_Golden_Cross + Foreign_VolumeK,0.981612
DMA_Golden_Cross + ShortBuyVolK,0.981612
DMA_Golden_Cross + FinancingUsageRatio,0.981612
DMA_Golden_Cross + FinancingLimitVolK,0.981612
DMA_Golden_Cross + FinancingTotalVolK,0.981612
DMA_Golden_Cross + FinancingPaybackVolK,0.981612
DMA_Golden_Cross + FinancingSellVolK,0.981612
DMA_Golden_Cross + FinancingBuyVolK,0.981612
DMA_Golden_Cross + ShortFinancingPercent,0.981612
DMA_Golden_Cross + DayTradingVolK,0.981612
DMA_Golden_Cross + Foreign_Hold_Increasing,0.981612
DMA_Golden_Cross + Foreign_Consecutive_BuyDays,0.981612
DMA_Golden_Cross + MainHolderCount,0.981612
DMA_Golden_Cross + ShortRepayVolK,0.981612
MACD_Death_Cross + BOLL,0.981612
Vol_Spike + BB_Pos,0.981612
MACD_Death_Cross + Foreign_LayoutScore,0.981612
MACD_Death_Cross + V_MA20,0.981612
MACD_Death_Cross + MA_60,0.981612
MACD_Death_Cross + ATR_20,0.981612
MACD_Death_Cross + ChangePercent,0.981612
MACD_Death_Cross + DealerBuyVolK,0.981612
MACD_Death_Cross + DealerDiffVolK,0.981612
MACD_Death_Cross + DealerSellVolK,0.981612
MACD_Death_Cross + ForeignBuyVolK,0.981612
MACD_Death_Cross + ForeignDiffVolK,0.981612
MACD_Death_Cross + ForeignHoldPercent,0.981612
MACD_Death_Cross + ForeignSellVolK,0.981612
MACD_Death_Cross + InvestmentTrustBuyVolK,0.981612
MACD_Death_Cross + InvestmentTrustDiffVolK,0.981612
MACD_Death_Cross + InvestmentTrustSellVolK,0.981612
MACD_Death_Cross + TotalBuyVolK,0.981612
MACD_Death_Cross + TotalDiffVolK,0.981612
MACD_Death_Cross + TotalSellVolK,0.981612
MACD_Death_Cross + Bias_Ratio,0.981612
MACD_Death_Cross + MA20,0.981612
MACD_Death_Cross + High_120,0.981612
MACD_Death_Cross + MA_Short,0.981612
MACD_Death_Cross + BIAS_20,0.981612
MACD_Death_Cross + Bullish_Align,0.981612
MACD_Death_Cross + Williams,0.981612
MACD_Death_Cross + Short_Term_Rebound,0.981612
MACD_Death_Cross + Strong_Trend,0.981612
MACD_Death_Cross + Bias_Divergence,0.981612
MACD_Death_Cross + Golden_Cross,0.981612
MACD_Death_Cross + MA_Long,0.981612
MACD_Death_Cross + MA200,0.981612
MACD_Death_Cross + DMA,0.981612
MACD_Death_Cross + AMA,0.981612
MACD_Death_Cross + DMA_Golden_Cross,0.981612
MACD_Death_Cross + DMA_Death_Cross,0.981612
MACD_Death_Cross + DMA_Bullish,0.981612
MACD_Death_Cross + DMA_Diff,0.981612
MACD_Death_Cross + DMA_Momentum_Up,0.981612
MACD_Death_Cross + Foreign_VolumeK,0.981612
MACD_Death_Cross + Foreign_Consecutive_BuyDays,0.981612
MACD_Death_Cross + MACD_Bullish_Zone,0.981612
MACD_Death_Cross + Foreign_Hold_Increasing,0.981612
MACD_Death_Cross + MainHoldPercent,0.981612
MACD_Death_Cross + TotalDifferenceVolK,0.981612
MACD_Death_Cross + TotalOverbuyVolK,0.981612
MACD_Death_Cross + TotalOversellVolK,0.981612
MACD_Death_Cross + TradeVolumeRate,0.981612
MACD_Death_Cross + BIAS_Accel,0.981612
MACD_Death_Cross + BB_Pos,0.981612
MACD_Death_Cross + Lower_Band,0.981612
MACD_Death_Cross + Upper_Band,0.981612
MACD_Death_Cross + SMA,0.981612
MACD_Death_Cross + RSI,0.981612
MACD_Death_Cross + MACD_Momentum_Ratio,0.981612
MACD_Death_Cross + MACD_Bearish_Strong,0.981612
MACD_Death_Cross + MACD_Bullish_Strong,0.981612
MACD_Death_Cross + MACD_Momentum_Down,0.981612
MACD_Death_Cross + MACD_Momentum_Up,0.981612
MACD_Death_Cross + MACD_Diff,0.981612
MACD_Death_Cross + MainHolderCount,0.981612
MACD_Death_Cross + DirSupHoldPercent,0.981612
MACD_Death_Cross + LendingTotalVolK,0.981612
MACD_Death_Cross + FinancingLimitVolK,0.981612
MACD_Death_Cross + DayTradingVolK,0.981612
MACD_Death_Cross + ShortFinancingPercent,0.981612
MACD_Death_Cross + FinancingBuyVolK,0.981612
MACD_Death_Cross + FinancingSellVolK,0.981612
Vol_Spike + BIAS_Accel,0.981612
MACD_Death_Cross + FinancingPaybackVolK,0.981612
MACD_Death_Cross + FinancingTotalVolK,0.981612
MACD_Death_Cross + FinancingUsageRatio,0.981612
MACD_Death_Cross + LendingRepayVolK,0.981612
MACD_Death_Cross + ShortBuyVolK,0.981612
MACD_Death_Cross + ShortSellVolK,0.981612
MACD_Death_Cross + ShortRepayVolK,0.981612
MACD_Death_Cross + ShortTotalVolK,0.981612
MACD_Death_Cross + ShortLimitVolK,0.981612
MACD_Death_Cross + ShortUsageRatio,0.981612
MACD_Death_Cross + LendingSellVolK,0.981612
MACD_Death_Cross + BIAS_6,0.981612
MACD_Death_Cross + BIAS_Short_Col,0.981612
MACD_Death_Cross + Vol_Spike,0.981612
MACD_Death_Cross + Vol_Ratio,0.981612
Vol_Spike + FinancingSellVolK,0.981612
Vol_Spike + FinancingBuyVolK,0.981612
Vol_Spike + ShortFinancingPercent,0.981612
Vol_Spike + DayTradingVolK,0.981612
Vol_Spike + Foreign_Hold_Increasing,0.981612
Vol_Spike + Foreign_Consecutive_BuyDays,0.981612
Vol_Spike + Foreign_LayoutScore,0.981612
Vol_Spike + Foreign_VolumeK,0.981612
Vol_Spike + TotalSellVolK,0.981612
Vol_Spike + TotalDiffVolK,0.981612
Vol_Spike + TotalBuyVolK,0.981612
Vol_Spike + InvestmentTrustSellVolK,0.981612
Vol_Spike + InvestmentTrustDiffVolK,0.981612
Vol_Spike + InvestmentTrustBuyVolK,0.981612
Vol_Spike + ForeignSellVolK,0.981612
Vol_Spike + ForeignHoldPercent,0.981612
Vol_Spike + ForeignDiffVolK,0.981612
Vol_Spike + FinancingPaybackVolK,0.981612
Vol_Spike + FinancingTotalVolK,0.981612
Vol_Spike + FinancingLimitVolK,0.981612
Vol_Spike + LendingTotalVolK,0.981612
Vol_Spike + TradeVolumeRate,0.981612
Vol_Spike + TotalOversellVolK,0.981612
Vol_Spike + TotalOverbuyVolK,0.981612
Vol_Spike + TotalDifferenceVolK,0.981612
Vol_Spike + MainHoldPercent,0.981612
Vol_Spike + MainHolderCount,0.981612
Vol_Spike + DirSupHoldPercent,0.981612
Vol_Spike + LendingRepayVolK,0.981612
Vol_Spike + FinancingUsageRatio,0.981612
Vol_Spike + LendingSellVolK,0.981612
Vol_Spike + ShortUsageRatio,0.981612
Vol_Spike + ShortLimitVolK,0.981612
Vol_Spike + ShortTotalVolK,0.981612
Vol_Spike + ShortRepayVolK,0.981612
Vol_Spike + ShortSellVolK,0.981612
Vol_Spike + ShortBuyVolK,0.981612
Vol_Spike + ForeignBuyVolK,0.981612
Vol_Spike + DealerSellVolK,0.981612
Vol_Spike + DealerDiffVolK,0.981612
MACD_Death_Cross + KDJ_J,0.981612
Vol_Spike + Short_Term_Rebound,0.981612
Vol_Spike + Bullish_Align,0.981612
Vol_Spike + BIAS_20,0.981612
Vol_Spike + BIAS_6,0.981612
Vol_Spike + BIAS_Short_Col,0.981612
MACD_Death_Cross + KDJ_K,0.981612
MACD_Death_Cross + KDJ_D,0.981612
MACD_Death_Cross + OBV,0.981612
Vol_Spike + Bias_Divergence,0.981612
MACD_Death_Cross + OBV_MA,0.981612
MACD_Death_Cross + CCI,0.981612
MACD_Death_Cross + +DI,0.981612
MACD_Death_Cross + -DI,0.981612
MACD_Death_Cross + ADX,0.981612
MACD_Death_Cross + ADX_5,0.981612
MACD_Death_Cross + Vol_MA6,0.981612
Vol_Spike + Strong_Trend,0.981612
Vol_Spike + Golden_Cross,0.981612
Vol_Spike + DealerBuyVolK,0.981612
Vol_Spike + MA200,0.981612
Vol_Spike + ChangePercent,0.981612
Vol_Spike + ATR_20,0.981612
Vol_Spike + MA_60,0.981612
Vol_Spike + V_MA20,0.981612
Vol_Spike + Bias_Ratio,0.981612
Vol_Spike + MA20,0.981612
Vol_Spike + High_120,0.981612
Vol_Spike + DMA_Momentum_Up,0.981612
Vol_Spike + MA_Short,0.981612
Vol_Spike + DMA_Diff,0.981612
Vol_Spike + DMA_Bullish,0.981612
Vol_Spike + DMA_Death_Cross,0.981612
Vol_Spike + DMA_Golden_Cross,0.981612
Vol_Spike + AMA,0.981612
Vol_Spike + DMA,0.981612
Vol_Spike + MA_Long,0.981612
MACD_Death_Cross + MACD_Bearish_Zone,0.981612
MACD_Golden_Cross + InvestmentTrustDiffVolK,0.977015
MACD_Golden_Cross + BB_Pos,0.977015
MACD_Golden_Cross + Golden_Cross,0.977015
MACD_Golden_Cross + Vol_Ratio,0.977015
MACD_Golden_Cross + Vol_Spike,0.977015
MACD_Golden_Cross + BIAS_Short_Col,0.977015
MACD_Golden_Cross + BIAS_6,0.977015
MACD_Golden_Cross + BIAS_20,0.977015
MACD_Golden_Cross + Bullish_Align,0.977015
MACD_Golden_Cross + Short_Term_Rebound,0.977015
MACD_Golden_Cross + Strong_Trend,0.977015
MACD_Golden_Cross + Bias_Divergence,0.977015
MACD_Golden_Cross + MA_Short,0.977015
MACD_Golden_Cross + ADX_5,0.977015
MACD_Golden_Cross + MA_Long,0.977015
MACD_Golden_Cross + DMA,0.977015
MACD_Golden_Cross + AMA,0.977015
MACD_Golden_Cross + DMA_Golden_Cross,0.977015
MACD_Golden_Cross + DMA_Death_Cross,0.977015
MACD_Golden_Cross + DMA_Bullish,0.977015
MACD_Golden_Cross + DMA_Diff,0.977015
MACD_Golden_Cross + DMA_Momentum_Up,0.977015
MACD_Golden_Cross + MA200,0.977015
MACD_Golden_Cross + Vol_MA6,0.977015
MACD_Golden_Cross + ADX,0.977015
MACD_Golden_Cross + BIAS_Accel,0.977015
MACD_Golden_Cross + Upper_Band,0.977015
MACD_Golden_Cross + MACD_Bearish_Zone,0.977015
MACD_Golden_Cross + MACD_Diff,0.977015
MACD_Golden_Cross + MACD_Momentum_Up,0.977015
MACD_Golden_Cross + MACD_Momentum_Down,0.977015
MACD_Golden_Cross + MACD_Bullish_Strong,0.977015
MACD_Golden_Cross + MACD_Bearish_Strong,0.977015
MACD_Golden_Cross + MACD_Momentum_Ratio,0.977015
MACD_Golden_Cross + RSI,0.977015
MACD_Golden_Cross + SMA,0.977015
MACD_Golden_Cross + Lower_Band,0.977015
MACD_Golden_Cross + -DI,0.977015
MACD_Golden_Cross + BOLL,0.977015
MACD_Golden_Cross + MACD_Death_Cross,0.977015
MACD_Golden_Cross + Williams,0.977015
MACD_Golden_Cross + KDJ_K,0.977015
MACD_Golden_Cross + KDJ_D,0.977015
MACD_Golden_Cross + KDJ_J,0.977015
MACD_Golden_Cross + OBV_MA,0.977015
MACD_Golden_Cross + CCI,0.977015
MACD_Golden_Cross + +DI,0.977015
MACD_Golden_Cross + High_120,0.977015
MACD_Golden_Cross + MA20,0.977015
MACD_Golden_Cross + Bias_Ratio,0.977015
MACD_Golden_Cross + ShortUsageRatio,0.977015
MACD_Golden_Cross + FinancingPaybackVolK,0.977015
MACD_Golden_Cross + FinancingTotalVolK,0.977015
MACD_Golden_Cross + FinancingLimitVolK,0.977015
MACD_Golden_Cross + FinancingUsageRatio,0.977015
MACD_Golden_Cross + ShortBuyVolK,0.977015
MACD_Golden_Cross + ShortSellVolK,0.977015
MACD_Golden_Cross + ShortRepayVolK,0.977015
MACD_Golden_Cross + ShortTotalVolK,0.977015
MACD_Golden_Cross + ShortLimitVolK,0.977015
MACD_Golden_Cross + LendingSellVolK,0.977015
MACD_Golden_Cross + V_MA20,0.977015
MACD_Golden_Cross + LendingRepayVolK,0.977015
MACD_Golden_Cross + LendingTotalVolK,0.977015
MACD_Golden_Cross + DirSupHoldPercent,0.977015
MACD_Golden_Cross + MainHolderCount,0.977015
MACD_Golden_Cross + MainHoldPercent,0.977015
MACD_Golden_Cross + TotalDifferenceVolK,0.977015
MACD_Golden_Cross + TotalOverbuyVolK,0.977015
MACD_Golden_Cross + TotalOversellVolK,0.977015
MACD_Golden_Cross + TradeVolumeRate,0.977015
MACD_Golden_Cross + FinancingSellVolK,0.977015
MACD_Golden_Cross + FinancingBuyVolK,0.977015
MACD_Golden_Cross + ShortFinancingPercent,0.977015
MACD_Golden_Cross + DayTradingVolK,0.977015
MACD_Golden_Cross + MA_60,0.977015
MACD_Golden_Cross + ATR_20,0.977015
MACD_Golden_Cross + ChangePercent,0.977015
MACD_Golden_Cross + DealerBuyVolK,0.977015
MACD_Golden_Cross + DealerDiffVolK,0.977015
MACD_Golden_Cross + DealerSellVolK,0.977015
MACD_Golden_Cross + ForeignBuyVolK,0.977015
MACD_Golden_Cross + ForeignDiffVolK,0.977015
MACD_Golden_Cross + ForeignHoldPercent,0.977015
MACD_Golden_Cross + ForeignSellVolK,0.977015
MACD_Golden_Cross + InvestmentTrustBuyVolK,0.977015
MACD_Golden_Cross + InvestmentTrustSellVolK,0.977015
MACD_Golden_Cross + TotalBuyVolK,0.977015
MACD_Golden_Cross + TotalDiffVolK,0.977015
MACD_Golden_Cross + TotalSellVolK,0.977015
MACD_Golden_Cross + Foreign_VolumeK,0.977015
MACD_Golden_Cross + Foreign_LayoutScore,0.977015
MACD_Golden_Cross + Foreign_Consecutive_BuyDays,0.977015
MACD_Golden_Cross + Foreign_Hold_Increasing,0.977015
MACD_Golden_Cross + OBV,0.977015
MACD_Golden_Cross + MACD_Bullish_Zone,0.977015
ShortBuyVolK + LendingRepayVolK,0.975222
ShortBuyVolK + ShortRepayVolK,0.975222
ShortBuyVolK + ShortTotalVolK,0.975222
ShortBuyVolK + ShortLimitVolK,0.975222
ShortBuyVolK + ShortUsageRatio,0.975222
ShortBuyVolK + LendingSellVolK,0.975222
ShortBuyVolK + LendingTotalVolK,0.975222
ShortBuyVolK + DirSupHoldPercent,0.975222
ShortBuyVolK + MainHolderCount,0.975222
ShortBuyVolK + MainHoldPercent,0.975222
ShortBuyVolK + TotalDifferenceVolK,0.975222
ShortBuyVolK + TotalOverbuyVolK,0.975222
ShortBuyVolK + TotalOversellVolK,0.975222
ShortBuyVolK + TradeVolumeRate,0.975222
ShortBuyVolK + BIAS_Accel,0.975222
ShortBuyVolK + BB_Pos,0.975222
ShortBuyVolK + ShortSellVolK,0.975222
FinancingPaybackVolK + LendingRepayVolK,0.97521
FinancingPaybackVolK + LendingTotalVolK,0.97521
FinancingPaybackVolK + FinancingUsageRatio,0.97521
FinancingPaybackVolK + FinancingLimitVolK,0.97521
FinancingPaybackVolK + DirSupHoldPercent,0.97521
FinancingPaybackVolK + BB_Pos,0.97521
FinancingPaybackVolK + ShortSellVolK,0.97521
FinancingPaybackVolK + ShortBuyVolK,0.97521
FinancingPaybackVolK + MainHolderCount,0.97521
FinancingPaybackVolK + ShortTotalVolK,0.97521
FinancingPaybackVolK + ShortLimitVolK,0.97521
FinancingPaybackVolK + ShortUsageRatio,0.97521
FinancingPaybackVolK + LendingSellVolK,0.97521
FinancingPaybackVolK + BIAS_Accel,0.97521
FinancingPaybackVolK + TradeVolumeRate,0.97521
FinancingPaybackVolK + TotalOversellVolK,0.97521
FinancingPaybackVolK + TotalOverbuyVolK,0.97521
FinancingPaybackVolK + FinancingTotalVolK,0.97521
FinancingPaybackVolK + TotalDifferenceVolK,0.97521
FinancingPaybackVolK + MainHoldPercent,0.97521
FinancingPaybackVolK + ShortRepayVolK,0.97521
TradeVolumeRate + BB_Pos,0.973412
TradeVolumeRate + BIAS_Accel,0.973412
TotalOverbuyVolK + BB_Pos,0.972747
TotalOverbuyVolK + TotalOversellVolK,0.972747
TotalOverbuyVolK + TradeVolumeRate,0.972747
TotalOverbuyVolK + BIAS_Accel,0.972747
ShortSellVolK + BB_Pos,0.970444
ShortSellVolK + MainHoldPercent,0.970444
ShortSellVolK + BIAS_Accel,0.970444
ShortSellVolK + TradeVolumeRate,0.970444
ShortSellVolK + TotalOversellVolK,0.970444
ShortSellVolK + TotalOverbuyVolK,0.970444
ShortSellVolK + TotalDifferenceVolK,0.970444
ShortSellVolK + ShortUsageRatio,0.970444
ShortSellVolK + MainHolderCount,0.970444
ShortSellVolK + LendingTotalVolK,0.970444
ShortSellVolK + LendingRepayVolK,0.970444
ShortSellVolK + LendingSellVolK,0.970444
ShortSellVolK + ShortLimitVolK,0.970444
ShortSellVolK + ShortTotalVolK,0.970444
ShortSellVolK + ShortRepayVolK,0.970444
ShortSellVolK + DirSupHoldPercent,0.970444
FinancingBuyVolK + MainHoldPercent,0.969219
FinancingBuyVolK + ShortUsageRatio,0.969219
FinancingBuyVolK + LendingSellVolK,0.969219
FinancingBuyVolK + LendingRepayVolK,0.969219
FinancingBuyVolK + DirSupHoldPercent,0.969219
FinancingBuyVolK + MainHolderCount,0.969219
FinancingBuyVolK + TotalOversellVolK,0.969219
FinancingBuyVolK + TotalDifferenceVolK,0.969219
FinancingBuyVolK + TotalOverbuyVolK,0.969219
FinancingBuyVolK + ShortTotalVolK,0.969219
FinancingBuyVolK + TradeVolumeRate,0.969219
FinancingBuyVolK + BIAS_Accel,0.969219
FinancingBuyVolK + BB_Pos,0.969219
FinancingBuyVolK + ShortLimitVolK,0.969219
FinancingBuyVolK + ShortSellVolK,0.969219
FinancingBuyVolK + ShortRepayVolK,0.969219
FinancingBuyVolK + ShortBuyVolK,0.969219
FinancingBuyVolK + FinancingUsageRatio,0.969219
FinancingBuyVolK + FinancingLimitVolK,0.969219
FinancingBuyVolK + FinancingTotalVolK,0.969219
FinancingBuyVolK + FinancingPaybackVolK,0.969219
FinancingBuyVolK + FinancingSellVolK,0.969219
FinancingBuyVolK + LendingTotalVolK,0.969219
DealerBuyVolK + DirSupHoldPercent,0.967388
DealerBuyVolK + MainHolderCount,0.967388
DealerBuyVolK + LendingTotalVolK,0.967388
DealerBuyVolK + TotalOversellVolK,0.967388
DealerBuyVolK + TradeVolumeRate,0.967388
DealerBuyVolK + BIAS_Accel,0.967388
DealerBuyVolK + BB_Pos,0.967388
DealerBuyVolK + MainHoldPercent,0.967388
DealerBuyVolK + DealerDiffVolK,0.967388
DealerBuyVolK + TotalOverbuyVolK,0.967388
DealerBuyVolK + LendingSellVolK,0.967388
DealerBuyVolK + ShortLimitVolK,0.967388
DealerBuyVolK + DealerSellVolK,0.967388
DealerBuyVolK + ShortRepayVolK,0.967388
DealerBuyVolK + ShortSellVolK,0.967388
DealerBuyVolK + ShortBuyVolK,0.967388
DealerBuyVolK + FinancingUsageRatio,0.967388
DealerBuyVolK + FinancingLimitVolK,0.967388
DealerBuyVolK + FinancingTotalVolK,0.967388
DealerBuyVolK + FinancingPaybackVolK,0.967388
DealerBuyVolK + FinancingSellVolK,0.967388
DealerBuyVolK + FinancingBuyVolK,0.967388
DealerBuyVolK + ShortFinancingPercent,0.967388
DealerBuyVolK + DayTradingVolK,0.967388
DealerBuyVolK + Foreign_Hold_Increasing,0.967388
DealerBuyVolK + Foreign_Consecutive_BuyDays,0.967388
DealerBuyVolK + Foreign_LayoutScore,0.967388
DealerBuyVolK + Foreign_VolumeK,0.967388
DealerBuyVolK + TotalSellVolK,0.967388
DealerBuyVolK + TotalDiffVolK,0.967388
DealerBuyVolK + TotalBuyVolK,0.967388
DealerBuyVolK + InvestmentTrustSellVolK,0.967388
DealerBuyVolK + InvestmentTrustDiffVolK,0.967388
DealerBuyVolK + InvestmentTrustBuyVolK,0.967388
DealerBuyVolK + ForeignSellVolK,0.967388
DealerBuyVolK + ForeignHoldPercent,0.967388
DealerBuyVolK + ForeignDiffVolK,0.967388
DealerBuyVolK + ForeignBuyVolK,0.967388
DealerBuyVolK + ShortUsageRatio,0.967388
DealerBuyVolK + ShortTotalVolK,0.967388
DealerBuyVolK + TotalDifferenceVolK,0.967388
DealerBuyVolK + LendingRepayVolK,0.967388
InvestmentTrustBuyVolK + TotalDifferenceVolK,0.967289
InvestmentTrustBuyVolK + TotalOversellVolK,0.967289
InvestmentTrustBuyVolK + TradeVolumeRate,0.967289
InvestmentTrustBuyVolK + BIAS_Accel,0.967289
InvestmentTrustBuyVolK + BB_Pos,0.967289
InvestmentTrustBuyVolK + ShortTotalVolK,0.967289
InvestmentTrustBuyVolK + InvestmentTrustDiffVolK,0.967289
InvestmentTrustBuyVolK + ShortLimitVolK,0.967289
InvestmentTrustBuyVolK + ShortUsageRatio,0.967289
InvestmentTrustBuyVolK + LendingSellVolK,0.967289
InvestmentTrustBuyVolK + LendingRepayVolK,0.967289
InvestmentTrustBuyVolK + LendingTotalVolK,0.967289
InvestmentTrustBuyVolK + DirSupHoldPercent,0.967289
InvestmentTrustBuyVolK + MainHolderCount,0.967289
InvestmentTrustBuyVolK + MainHoldPercent,0.967289
InvestmentTrustBuyVolK + TotalOverbuyVolK,0.967289
InvestmentTrustBuyVolK + ShortSellVolK,0.967289
InvestmentTrustBuyVolK + ShortBuyVolK,0.967289
InvestmentTrustBuyVolK + ShortFinancingPercent,0.967289
InvestmentTrustBuyVolK + FinancingUsageRatio,0.967289
InvestmentTrustBuyVolK + FinancingLimitVolK,0.967289
InvestmentTrustBuyVolK + FinancingTotalVolK,0.967289
InvestmentTrustBuyVolK + FinancingPaybackVolK,0.967289
InvestmentTrustBuyVolK + FinancingSellVolK,0.967289
InvestmentTrustBuyVolK + FinancingBuyVolK,0.967289
InvestmentTrustBuyVolK + DayTradingVolK,0.967289
InvestmentTrustBuyVolK + TotalBuyVolK,0.967289
InvestmentTrustBuyVolK + Foreign_Hold_Increasing,0.967289
InvestmentTrustBuyVolK + Foreign_Consecutive_BuyDays,0.967289
InvestmentTrustBuyVolK + Foreign_LayoutScore,0.967289
InvestmentTrustBuyVolK + Foreign_VolumeK,0.967289
InvestmentTrustBuyVolK + TotalSellVolK,0.967289
InvestmentTrustBuyVolK + TotalDiffVolK,0.967289
InvestmentTrustBuyVolK + InvestmentTrustSellVolK,0.967289
InvestmentTrustBuyVolK + ShortRepayVolK,0.967289
FinancingLimitVolK + FinancingUsageRatio,0.958627
FinancingLimitVolK + LendingSellVolK,0.958627
Foreign_Hold_Increasing + FinancingLimitVolK,0.958627
Foreign_Hold_Increasing + FinancingTotalVolK,0.958627
Foreign_Hold_Increasing + FinancingPaybackVolK,0.958627
Foreign_Hold_Increasing + FinancingSellVolK,0.958627
Foreign_Hold_Increasing + ShortFinancingPercent,0.958627
Foreign_Hold_Increasing + DayTradingVolK,0.958627
FinancingLimitVolK + ShortLimitVolK,0.958627
FinancingLimitVolK + ShortUsageRatio,0.958627
FinancingLimitVolK + LendingRepayVolK,0.958627
FinancingLimitVolK + BB_Pos,0.958627
FinancingLimitVolK + LendingTotalVolK,0.958627
FinancingLimitVolK + DirSupHoldPercent,0.958627
FinancingLimitVolK + MainHolderCount,0.958627
FinancingLimitVolK + MainHoldPercent,0.958627
FinancingLimitVolK + TotalDifferenceVolK,0.958627
FinancingLimitVolK + TotalOverbuyVolK,0.958627
FinancingLimitVolK + TotalOversellVolK,0.958627
FinancingLimitVolK + TradeVolumeRate,0.958627
Foreign_Hold_Increasing + FinancingUsageRatio,0.958627
Foreign_Hold_Increasing + ShortBuyVolK,0.958627
Foreign_Hold_Increasing + ShortSellVolK,0.958627
Foreign_Hold_Increasing + ShortRepayVolK,0.958627
FinancingLimitVolK + ShortBuyVolK,0.958627
FinancingLimitVolK + ShortTotalVolK,0.958627
Foreign_Hold_Increasing + BB_Pos,0.958627
Foreign_Hold_Increasing + BIAS_Accel,0.958627
Foreign_Hold_Increasing + TradeVolumeRate,0.958627
Foreign_Hold_Increasing + TotalOversellVolK,0.958627
Foreign_Hold_Increasing + TotalOverbuyVolK,0.958627
Foreign_Hold_Increasing + TotalDifferenceVolK,0.958627
