eps,price,prev_year,est_price,expansion,eps_yoy,pe,name,gm,om,rev_yoy,date,advice,prev_eps,prev_eps_yoy,symbol,prev_rev_yoy,status
-1.82,12.8999996185,2025,-84.00000000000001,92.59,57.28,0.0,樂威科-KY,33.80%,-77.27%,-35.31,2025-12,⚪ 數據不足,-1.67,41.15,4154.TWO,-47.71,🧐 疑業外收益
-0.14,11.25,2025,9.3,91.99,88.8,18.14516129032258,云辰,19.09%,-7.49%,-3.19,2025-12,⚪ 中性觀察,0.07,107.29,2390.TW,2.22,🧐 疑業外收益
14.04,0.0,2025,0.0,91.57999999999998,279.4,0.0,倍利科,N/A,N/A,187.82,2025-12,⚪ 數據不足,8.86,914.94,7822.TW,255.72,🚀 利潤擴張
-1.13,18.1499996185,2025,-48.75,91.41,54.88,0.0,鋐寶科技,N/A,N/A,-36.53,2025-12,⚪ 數據不足,-0.98,33.79,6674.TW,-30.23,🧐 疑業外收益
0.0,17.1000003815,2025,-15.0,91.19,100.0,0.0,建暐,N/A,N/A,8.81,2025-12,⚪ 數據不足,-0.22,-83.33,8092.TWO,9.78,🚀 利潤擴張
27.7,2580.0,2025,961.0500000000001,91.0,122.05,40.26845637583892,致茂,60.80%,34.82%,31.05,2025-12,⚠️ 追價風險,21.67,141.3,2360.TW,26.76,🏰 高護城河
0.87,15.3000001907,2025,-1.9500000000000004,90.6,89.13,0.0,六福,39.55%,16.76%,-1.47,2025-12,⚪ 數據不足,-0.45,-309.09,2705.TW,-0.65,🔄 轉虧為盈
1.39,40.0,2025,36.45,90.25,104.41,16.46090534979424,青松健康,N/A,N/A,14.16,2025-12,⚪ 中性觀察,0.78,75.0,6931.TW,13.6,🚀 利潤擴張
-0.13,15.0,2025,-9.6,90.0,81.16,0.0,四維航,N/A,N/A,-8.84,2025-12,⚪ 數據不足,-0.14,51.72,5608.TW,-9.27,🧐 疑業外收益
-0.77,18.5,2025,-28.200000000000003,88.55,41.22,0.0,聯合再生,-18.77%,-63.16%,-47.33,2025-12,⚪ 數據不足,-0.63,46.61,3576.TW,-42.1,🧐 疑業外收益
7.31,101.0,2025,181.95,87.6,81.39,8.32646331409728,瑞耘,N/A,N/A,-6.21,2025-12,💎 強力關注,2.25,-16.97,6532.TWO,-3.06,🧐 疑業外收益
0.15,735.0,2025,-23.549999999999997,81.68,107.11,0.0,環宇-KY,N/A,N/A,25.43,2025-12,⚪ 數據不足,-0.45,73.81,4991.TWO,18.29,🔄 轉虧為盈
-3.19,34.3499984741,2025,-125.25,81.01,35.27,0.0,華軒,41.62%,-45.63%,-45.74,2025-12,⚪ 數據不足,-2.52,-18.72,2740.TWO,-40.76,🧐 疑業外收益
-0.35,27.3500003815,2025,-21.599999999999998,80.62,56.79,0.0,恩德,31.45%,0.98%,-23.83,2025-12,⚪ 數據不足,-0.53,5.36,1528.TW,-21.6,🧐 疑業外收益
15.5,513.0,2025,574.05,80.56,65.55,13.404755683302849,帆宣,N/A,N/A,-15.01,2025-12,✅ 穩健價值,12.0,63.11,6196.TW,-19.07,🧐 疑業外收益
-0.02,7.8400001526,2025,-0.6,79.21000000000001,95.92,0.0,聚亨,7.21%,-1.47%,16.71,2025-12,⚪ 數據不足,0.02,116.67,2022.TW,13.61,🚀 利潤擴張
0.0,66.0,2025,-7.05,78.95,100.0,0.0,凱崴,N/A,N/A,21.05,2025-12,⚪ 數據不足,-0.17,-21.43,5498.TWO,14.85,🚀 利潤擴張
2.07,20.5499992371,2025,79.50000000000001,78.51,73.95,3.877358346622641,力達-KY,19.46%,7.61%,-4.56,2025-12,💎 強力關注,1.72,84.95,4552.TW,-2.45,🧐 疑業外收益
15.8,825.0,2025,655.8,77.88999999999999,186.23,18.870082342177493,牧德,59.86%,29.84%,108.34,2025-12,⚪ 中性觀察,13.28,362.45,3563.TW,173.02,🏰 高護城河
-0.92,53.2999992371,2025,-44.24999999999999,77.02,51.01,0.0,佰研,15.21%,-34.07%,-26.01,2025-12,⚪ 數據不足,-0.77,54.03,3205.TWO,-12.38,🧐 疑業外收益
-1.45,17.5,2025,-65.85,76.84,34.68,0.0,迎輝,-184.95%,-404.30%,-42.16,2025-12,⚪ 數據不足,-1.49,2.61,3523.TWO,-43.41,🧐 疑業外收益
0.48,144.0,2025,-32.55,76.57,120.0,0.0,陽程,41.15%,17.10%,43.43,2025-12,⚪ 數據不足,-0.9,58.96,3498.TWO,36.24,🔄 轉虧為盈
-0.6,15.5,2025,-16.200000000000003,75.48,56.82,0.0,西勝,-3.42%,-68.62%,-18.66,2025-12,⚪ 數據不足,-0.14,86.73,3625.TWO,-22.91,🧐 疑業外收益
0.01,169.0,2025,-44.699999999999996,74.38,100.49,0.0,天正國際,N/A,N/A,26.11,2025-12,⚪ 數據不足,-0.37,76.26,6654.TWO,28.6,🔄 轉虧為盈
-0.66,75.4000015259,2025,-40.5,74.10000000000001,85.65,0.0,全球傳動,16.55%,-1.35%,11.55,2025-12,⚪ 數據不足,-1.08,69.01,4540.TW,7.47,🚀 利潤擴張
0.6,25.5,2025,27.900000000000006,73.91000000000001,71.43,13.709677419354836,百容,8.90%,-6.13%,-2.48,2025-12,✅ 穩健價值,0.68,44.68,2483.TW,-1.32,🧐 疑業外收益
-1.49,98.9000015259,2025,0.0,73.57000000000001,96.29,0.0,奧義賽博-KY創,N/A,N/A,22.72,2025-12,⚪ 數據不足,-2.01,98.92,7823.TW,19.21,🚀 利潤擴張
17.49,169.5,2025,658.1999999999999,72.29,78.29,3.862807657247038,雄獅,16.93%,5.55%,6.0,2025-12,💎 強力關注,13.31,76.53,2731.TW,3.94,🚀 利潤擴張
-0.15,12.9499998093,2025,-4.2,71.99000000000001,55.88,0.0,南紡,7.45%,-4.90%,-16.11,2025-12,⚪ 數據不足,-0.04,69.23,1440.TW,-15.52,🧐 疑業外收益
1.04,53.2999992371,2025,22.950000000000003,70.75,65.08,34.83660080856209,台塑化,N/A,N/A,-5.67,2025-12,⚠️ 追價風險,0.5,2.04,6505.TW,-6.34,🧐 疑業外收益
12.98,357.5,2025,316.05000000000007,70.49000000000001,140.33,16.9672520170859,創見,61.62%,55.59%,69.84,2025-12,⚪ 中性觀察,5.37,22.99,2451.TW,36.15,🏰 高護城河
0.35,17.0,2025,9.149999999999999,70.29,66.67,27.8688524590164,慕康生醫,N/A,N/A,-3.62,2025-12,⚠️ 追價風險,0.29,20.83,5398.TWO,1.05,🧐 疑業外收益
-0.16,23.25,2025,-16.950000000000003,70.11,82.8,0.0,富晶通,-4.80%,-14.24%,12.69,2025-12,⚪ 數據不足,-0.23,65.67,3623.TWO,9.39,🚀 利潤擴張
4.16,295.0,2025,152.4,70.08,82.74,29.03543307086614,聯茂,N/A,N/A,12.66,2025-12,⚠️ 追價風險,2.98,78.92,6213.TW,11.37,🚀 利潤擴張
-1.32,18.6000003815,2025,-22.65,69.83,53.52,0.0,保銳,N/A,N/A,-16.31,2025-12,⚪ 數據不足,-0.45,79.91,8093.TWO,-27.43,🧐 疑業外收益
-0.16,10.1999998093,2025,-13.649999999999999,69.53999999999999,74.6,0.0,鑫永洋,N/A,N/A,5.06,2025-12,⚪ 數據不足,-0.38,-642.86,6241.TWO,11.68,🚀 利潤擴張
-1.17,15.8000001907,2025,-38.85,69.25999999999999,10.0,0.0,宏太-KY,15.04%,-86.00%,-59.26,2025-12,⚪ 數據不足,-0.71,31.73,2924.TWO,-73.69,🧐 疑業外收益
-0.61,8.9899997711,2025,-11.850000000000001,67.61,55.88,0.0,特昇-KY,N/A,N/A,-11.73,2025-12,⚪ 數據不足,-0.25,83.78,6616.TWO,-12.86,🧐 疑業外收益
9.42,186.5,2025,393.00000000000006,67.3,51.69,7.1183206106870225,璟德,44.03%,18.21%,-15.61,2025-12,💎 強力關注,8.22,77.54,3152.TWO,-12.47,🧐 疑業外收益
46.57,2120.0,2025,1597.5,66.97,98.71,19.906103286384976,貿聯-KY,31.93%,18.37%,31.74,2025-12,⚪ 中性觀察,32.49,107.49,3665.TW,29.74,🚀 利潤擴張
4.94,0.0,2025,0.0,66.71,151.41,0.0,邁科,N/A,N/A,84.7,2025-12,⚪ 數據不足,3.14,161.67,6831.TW,86.86,🚀 利潤擴張
-0.37,9.470000267,2025,-15.15,65.59,48.61,0.0,商丞,N/A,N/A,-16.98,2025-12,⚪ 數據不足,-0.34,33.33,8277.TWO,1.19,🧐 疑業外收益
-0.2,74.8000030518,2025,-16.349999999999998,65.33,62.96,0.0,台玻,13.67%,4.79%,-2.37,2025-12,⚪ 數據不足,-0.33,36.54,1802.TW,-0.78,🧐 疑業外收益
2.88,43.2000007629,2025,100.8,65.30000000000001,77.93,6.428571542098214,大成鋼,25.55%,14.07%,12.63,2025-12,💎 強力關注,2.08,98.94,2027.TW,11.96,🚀 利潤擴張
1.99,18.7000007629,2025,68.1,65.27,60.48,4.11894289931718,東森,34.49%,10.29%,-4.79,2025-12,💎 強力關注,1.42,118.46,2614.TW,-5.03,🧐 疑業外收益
-2.52,29.9500007629,2025,-88.8,65.14,54.46,0.0,桓鼎-KY,N/A,N/A,-10.68,2025-12,⚪ 數據不足,-1.9,-950.0,5543.TWO,-12.8,🧐 疑業外收益
-0.24,28.7000007629,2025,-32.699999999999996,65.02000000000001,84.62,0.0,日成-KY,18.47%,4.68%,19.6,2025-12,⚪ 數據不足,-0.56,74.07,4807.TW,32.17,🚀 利潤擴張
-0.87,11.6000003815,2025,-24.750000000000004,64.9,42.76,0.0,大宇,6.55%,-24.84%,-22.14,2025-12,⚪ 數據不足,-0.56,-366.67,1445.TW,-25.71,🧐 疑業外收益
-0.74,4.7100000381,2025,-28.05,64.78,42.64,0.0,淳紳,59.04%,-1090.16%,-22.14,2025-12,⚪ 數據不足,-0.57,46.23,4529.TWO,-22.27,🏰 高護城河
-0.2,64.6999969482,2025,-24.750000000000004,64.66999999999999,90.52,0.0,鈺鎧,N/A,N/A,25.85,2025-12,⚪ 數據不足,-0.91,50.27,5228.TWO,18.69,🚀 利潤擴張
0.9,23.5,2025,29.4,64.65,79.17,11.989795918367347,友霖,60.10%,23.50%,14.52,2025-12,💎 強力關注,0.52,11.63,4166.TWO,6.08,🏰 高護城河
2.75,464.0,2025,85.8,64.43,88.97,81.11888111888112,尖點,N/A,N/A,24.54,2025-12,⚠️ 追價風險,1.69,52.25,8021.TW,18.57,🚀 利潤擴張
-4.65,44.4000015259,2025,-122.25,63.85,42.24,0.0,柏承,N/A,N/A,-21.61,2025-12,⚪ 數據不足,-1.99,66.78,6141.TW,-25.86,🧐 疑業外收益
4.35,79.1999969482,2025,169.04999999999998,63.75,74.89,7.0275063840461405,宏致,26.65%,5.06%,11.14,2025-12,💎 強力關注,3.51,133.33,3605.TW,15.04,🚀 利潤擴張
2.3,135.5,2025,60.15,63.02,69.12,33.79052369077307,新門,N/A,N/A,6.1,2025-12,⚠️ 追價風險,1.08,6.93,5432.TWO,-4.49,🚀 利潤擴張
3.02,75.9000015259,2025,73.49999999999999,62.74,78.06,15.48979622977551,偉詮電,30.84%,3.76%,15.32,2025-12,✅ 穩健價值,1.45,17.59,2436.TW,17.04,🚀 利潤擴張
0.35,15.3500003815,2025,13.05,62.559999999999995,84.21,17.643678599425286,佳大,14.21%,5.22%,21.65,2025-12,⚪ 中性觀察,0.25,73.33,2033.TW,24.94,🚀 利潤擴張
-2.61,5.4699997902,2025,-67.8,62.519999999999996,50.57,0.0,勝悅-KY,-118.96%,-391.42%,-11.95,2025-12,⚪ 數據不足,-0.95,59.05,1340.TW,-7.48,🧐 疑業外收益
30.41,3290.0,2025,1083.15,62.230000000000004,95.56,45.56155657111203,精測,N/A,N/A,33.33,2025-12,⚠️ 追價風險,21.73,279.9,6510.TWO,55.92,🚀 利潤擴張
1.36,157.0,2025,-4.049999999999999,61.900000000000006,72.15,0.0,東捷,N/A,N/A,10.25,2025-12,⚪ 數據不足,-0.16,-130.19,8064.TWO,-10.02,🔄 轉虧為盈
8.49,141.5,2025,289.05,61.470000000000006,79.87,7.3430202387130254,柏文,N/A,N/A,18.4,2025-12,💎 強力關注,5.69,91.16,8462.TW,17.64,🚀 利潤擴張
-0.77,8.8400001526,2025,-36.449999999999996,61.36,35.29,0.0,力麗店,N/A,N/A,-26.07,2025-12,⚪ 數據不足,-0.73,44.7,5364.TWO,-12.89,🧐 疑業外收益
1.08,28.1499996185,2025,37.5,61.290000000000006,66.15,11.2599998474,倍微,N/A,N/A,4.86,2025-12,💎 強力關注,0.88,300.0,6270.TWO,6.53,🚀 利潤擴張
0.05,28.2000007629,2025,-1.3010426069826053e-16,61.07,66.67,0.0,宏齊,N/A,N/A,5.6,2025-12,⚪ 數據不足,0.04,-42.86,6168.TW,5.91,🚀 利潤擴張
6.82,0.0,2025,0.0,59.830000000000005,66.34,0.0,霈方,N/A,N/A,6.51,2025-12,⚪ 數據不足,4.08,53.96,6574.TWO,5.78,🚀 利潤擴張
-0.23,18.1499996185,2025,-10.35,58.94,46.51,0.0,太空梭,4.12%,0.66%,-12.43,2025-12,⚪ 數據不足,-0.26,-136.36,2440.TW,-9.7,🧐 疑業外收益
-0.35,13.6999998093,2025,-16.8,58.809999999999995,60.23,0.0,無敵,N/A,N/A,1.42,2025-12,⚪ 數據不足,-0.33,53.52,8201.TW,-7.02,🚀 利潤擴張
-0.96,72.5999984741,2025,-62.699999999999996,57.57,57.52,0.0,兆赫,15.28%,2.18%,-0.05,2025-12,⚪ 數據不足,-1.33,11.92,2485.TW,-24.95,🧐 疑業外收益
-1.16,27.0,2025,-52.8,57.160000000000004,47.45,0.0,勝昱,5.19%,-15.57%,-9.71,2025-12,⚪ 數據不足,-1.02,-14.61,4304.TWO,-6.96,🧐 疑業外收益
10.39,121.5,2025,384.9,56.93,58.63,4.734996102883866,卜蜂,20.24%,12.03%,1.7,2025-12,💎 強力關注,7.94,85.95,1215.TW,1.07,🚀 利潤擴張
0.68,21.1000003815,2025,16.5,56.36,-32.0,19.181818528636363,聯德,23.48%,-362.94%,-88.36,2025-12,⚪ 中性觀察,0.23,-68.06,3308.TW,-92.54,🌑 雙重衰退
5.59,731.0,2025,162.3,56.05,82.47,67.56007393715342,南俊國際,N/A,N/A,26.42,2025-12,⚠️ 追價風險,3.11,42.52,6584.TWO,23.53,🚀 利潤擴張
1.72,17.2999992371,2025,38.25,55.6,54.95,6.784313426313726,福邦證,N/A,N/A,-0.65,2025-12,💎 強力關注,0.7,-30.0,6026.TWO,-23.52,🧐 疑業外收益
1.81,27.1499996185,2025,61.949999999999996,55.370000000000005,58.77,6.573849786561744,錩新,25.38%,12.75%,3.4,2025-12,💎 強力關注,1.37,55.68,2415.TW,-1.03,🚀 利潤擴張
-0.1,5.5100002289,2025,-11.25,55.01,78.72,0.0,唐鋒,4.92%,-68.47%,23.71,2025-12,⚪ 數據不足,-0.06,78.57,4609.TWO,22.29,🚀 利潤擴張
0.15,16.6000003815,2025,4.3500000000000005,54.5,50.0,57.24138062586206,永純,14.61%,2.47%,-4.5,2025-12,⚠️ 追價風險,0.12,500.0,4711.TWO,-6.49,🧐 疑業外收益
2.66,117.0,2025,64.05000000000001,54.23,56.47,27.400468384074937,立積,N/A,N/A,2.24,2025-12,⚠️ 追價風險,1.37,44.21,4968.TW,1.01,🚀 利潤擴張
-1.17,10.9499998093,2025,-33.6,52.61,32.76,0.0,聯成,1.59%,-3.51%,-19.85,2025-12,⚪ 數據不足,-0.56,63.82,1313.TW,-20.09,🧐 疑業外收益
-0.11,18.0,2025,-10.200000000000001,52.190000000000005,52.17,0.0,沈氏,N/A,N/A,-0.02,2025-12,⚪ 數據不足,-0.11,21.43,8921.TWO,0.3,🧐 疑業外收益
-0.19,53.9000015259,2025,-31.8,51.86,54.55,0.0,圓剛,56.31%,8.42%,2.69,2025-12,⚪ 數據不足,-0.8,-144.44,2417.TW,-1.52,🏰 高護城河
2.22,60.7000007629,2025,74.55000000000001,51.440000000000005,53.1,12.213279831569414,寶齡富錦,52.35%,13.25%,1.66,2025-12,✅ 穩健價值,1.65,54.21,1760.TW,0.67,🏰 高護城河
1.14,19.7000007629,2025,44.1,50.919999999999995,54.05,6.70068053159864,達輝-KY,N/A,N/A,3.13,2025-12,💎 強力關注,0.88,46.67,5276.TWO,10.12,🚀 利潤擴張
-0.76,23.2999992371,2025,-27.450000000000003,50.8,55.83,0.0,三貝德,N/A,N/A,5.03,2025-12,⚪ 數據不足,-0.46,60.71,8489.TWO,-3.97,🚀 利潤擴張
-0.07,11.6000003815,2025,-7.95,50.73,50.0,0.0,秋雨,N/A,N/A,-0.73,2025-12,⚪ 數據不足,-0.19,-5.56,9929.TW,-3.83,🧐 疑業外收益
-0.7,34.6500015259,2025,-28.349999999999994,50.63000000000001,64.65,0.0,艾姆勒,14.37%,-1.87%,14.02,2025-12,⚪ 數據不足,-0.6,47.37,2241.TW,-2.54,🚀 利潤擴張
2.45,67.1999969482,2025,97.05000000000001,49.08,32.43,10.386398291839257,台汽電,N/A,N/A,-16.65,2025-12,💎 強力關注,1.86,40.91,8926.TW,-13.81,🧐 疑業外收益
-1.18,21.4500007629,2025,-40.49999999999999,48.510000000000005,51.74,0.0,聯穎,15.39%,-3.96%,3.23,2025-12,⚪ 數據不足,-0.69,36.7,3550.TW,6.33,🚀 利潤擴張
5.02,91.4000015259,2025,112.8,47.74,43.32,12.15425552206117,至上,N/A,N/A,-4.42,2025-12,✅ 穩健價值,1.62,-50.61,8112.TW,-16.18,🧐 疑業外收益
-0.6,112.5,2025,-21.750000000000004,46.5,49.15,0.0,九暘,N/A,N/A,2.65,2025-12,⚪ 數據不足,-0.45,48.28,8040.TWO,7.0,🚀 利潤擴張
-0.44,8.6300001144,2025,-21.299999999999997,45.28,57.53,0.0,富榮綱,100.00%,-377.43%,12.25,2025-12,⚪ 數據不足,-0.41,26.09,3115.TWO,84.76,🏰 高護城河
-0.84,67.0,2025,-9.6,45.260000000000005,20.75,0.0,巨鎧精密-創,-21.68%,-98.59%,-24.51,2025-12,⚪ 數據不足,-0.11,84.06,2254.TW,-11.14,🧐 疑業外收益
2.03,46.7000007629,2025,55.349999999999994,45.05,61.11,12.65582676501355,晟田,25.49%,17.54%,16.06,2025-12,✅ 穩健價值,0.99,65.0,4541.TWO,14.71,🚀 利潤擴張
-0.88,22.3999996185,2025,-1.9500000000000017,44.480000000000004,46.34,0.0,喬鼎,29.42%,-21.05%,1.86,2025-12,⚪ 數據不足,-0.24,70.73,3057.TW,-0.45,🚀 利潤擴張
-0.27,7.0,2025,-9.9,44.38,35.0,0.0,宏遠,16.50%,1.12%,-9.38,2025-12,⚪ 數據不足,-0.27,33.33,1460.TW,-5.8,🧐 疑業外收益
1.0,43.7000007629,2025,38.70000000000001,44.36,49.25,16.9379847918217,亞航,8.38%,2.16%,4.89,2025-12,⚪ 中性觀察,0.89,64.81,2630.TW,4.46,🚀 利潤擴張
-0.36,14.3999996185,2025,-15.3,44.080000000000005,36.84,0.0,得利影,N/A,N/A,-7.24,2025-12,⚪ 數據不足,-0.28,-12.0,6144.TWO,-11.26,🧐 疑業外收益
30.51,777.0,2025,874.6500000000001,43.99,63.03,13.325330132052821,亞翔,N/A,N/A,19.04,2025-12,✅ 穩健價值,17.33,33.18,6139.TW,-5.05,🚀 利潤擴張
-0.75,18.7999992371,2025,-30.6,43.78,58.56,0.0,彩晶,N/A,N/A,14.78,2025-12,⚪ 數據不足,-0.46,65.89,6116.TW,22.03,🚀 利潤擴張
2.42,39.9500007629,2025,113.85,43.550000000000004,42.35,5.263504711844532,羅麗芬-KY,N/A,N/A,-1.2,2025-12,💎 強力關注,2.63,34.87,6666.TW,-3.85,🧐 疑業外收益
-1.56,31.8999996185,2025,-64.95,42.96,33.33,0.0,柏騰,-2.30%,-60.61%,-9.63,2025-12,⚪ 數據不足,-0.93,43.83,3518.TW,-8.43,🧐 疑業外收益
-0.26,4.4000000954,2025,-13.2,42.67,50.0,0.0,劍湖山,N/A,N/A,7.33,2025-12,⚪ 數據不足,-0.37,9.76,5701.TWO,2.46,🚀 利潤擴張
6.6,120.5,2025,235.05,42.46,36.36,7.68985322271857,金益鼎,N/A,N/A,-6.1,2025-12,💎 強力關注,5.11,35.9,8390.TWO,-8.18,🧐 疑業外收益
-0.28,0.0,2025,0.0,42.35,38.64,0.0,光鼎,N/A,N/A,-3.71,2025-12,⚪ 數據不足,-0.17,45.16,6226.TW,-0.95,🧐 疑業外收益
1.18,14.0,2025,37.199999999999996,42.0,29.85,5.645161290322582,宜進,6.94%,33.56%,-12.15,2025-12,💎 強力關注,0.44,-53.62,1457.TW,-8.45,🧐 疑業外收益
3.02,32.3499984741,2025,113.55,41.12,48.04,4.273447618771466,強信-KY,33.75%,16.61%,6.92,2025-12,💎 強力關注,2.16,61.19,4560.TW,8.82,🚀 利潤擴張
-0.64,13.1000003815,2025,-30.15,40.06,41.28,0.0,精金,-12.51%,-21.51%,1.22,2025-12,⚪ 數據不足,-0.66,26.67,3049.TW,-1.71,🚀 利潤擴張
4.96,31.9500007629,2025,159.29999999999998,39.97,27.18,3.0084746481073448,隆大,N/A,N/A,-12.79,2025-12,💎 強力關注,4.31,130.48,5519.TW,22.52,🧐 疑業外收益
2.32,23.75,2025,86.69999999999999,39.88,40.61,4.108996539792388,春源,10.75%,7.04%,0.73,2025-12,💎 強力關注,1.74,50.0,2010.TW,3.17,🚀 利潤擴張
1.85,21.7000007629,2025,71.4,39.69,48.0,4.558823689684873,潤泰材,N/A,N/A,8.31,2025-12,💎 強力關注,1.84,91.67,8463.TW,11.83,🚀 利潤擴張
2.72,73.0,2025,0.0,39.66,-1.45,0.0,富田-創,30.54%,-0.34%,-41.11,2025-12,⚪ 數據不足,0.67,-75.81,4590.TW,-44.8,🌑 雙重衰退
0.74,19.6499996185,2025,15.3,39.4,34.55,19.264705508333332,正隆,20.98%,7.12%,-4.85,2025-12,⚪ 中性觀察,0.17,-61.36,1904.TW,-5.08,🧐 疑業外收益
5.62,101.5,2025,245.55,39.27,66.87,6.200366524129505,創惟,N/A,N/A,27.6,2025-12,💎 強力關注,4.65,145.74,6104.TWO,37.32,🚀 利潤擴張
3.15,81.0999984741,2025,111.75,39.15,52.91,10.885905835449664,增你強,7.68%,3.25%,13.76,2025-12,💎 強力關注,2.0,69.49,3028.TW,8.99,🚀 利潤擴張
23.14,2420.0,2025,792.9,38.89,70.65,45.78130911842603,台達電,34.59%,16.35%,31.76,2025-12,⚠️ 追價風險,16.47,52.5,2308.TW,28.12,🚀 利潤擴張
4.4,124.0,2025,163.95,38.69,30.95,11.344922232387923,乙盛-KY,N/A,N/A,-7.74,2025-12,💎 強力關注,3.37,42.19,5243.TW,-2.65,🧐 疑業外收益
0.89,169.0,2025,14.999999999999996,38.54,48.33,169.00000000000003,金山電,N/A,N/A,9.79,2025-12,⚠️ 追價風險,0.24,-53.85,8042.TWO,8.7,🚀 利潤擴張
6.13,669.0,2025,0.0,38.53,62.99,0.0,萊德光電-KY,N/A,N/A,24.46,2025-12,⚪ 數據不足,4.58,92.37,7717.TWO,29.16,🚀 利潤擴張
1.36,16.2000007629,2025,54.900000000000006,38.47,40.21,4.4262297166393445,統一實,N/A,N/A,1.74,2025-12,💎 強力關注,1.12,55.56,9907.TW,7.48,🚀 利潤擴張
1.05,22.6499996185,2025,40.05,38.44,56.72,8.483145924531836,尚凡*,N/A,N/A,18.28,2025-12,💎 強力關注,0.72,-83.78,5278.TWO,23.06,🚀 利潤擴張
3.61,87.4000015259,2025,136.95,37.099999999999994,54.94,9.572836968882804,廣明,N/A,N/A,17.84,2025-12,💎 強力關注,2.77,69.94,6188.TWO,20.72,🚀 利潤擴張
1.19,105.0,2025,39.15,36.900000000000006,52.56,40.229885057471265,建榮,N/A,N/A,15.66,2025-12,⚠️ 追價風險,0.78,59.18,5340.TWO,16.6,🚀 利潤擴張
2.37,153.0,2025,92.69999999999999,36.86,46.3,24.75728155339806,泓格,53.43%,14.28%,9.44,2025-12,⚠️ 追價風險,1.73,20.98,3577.TWO,7.11,🏰 高護城河
-0.7,36.4000015259,2025,-31.200000000000003,36.43,-25.0,0.0,晟楠,24.23%,-460.25%,-61.43,2025-12,⚪ 數據不足,-0.64,-64.1,3631.TWO,-14.57,🌑 雙重衰退
-0.56,12.5,2025,-22.35,36.09,41.67,0.0,新零售,73.88%,-74.64%,5.58,2025-12,⚪ 數據不足,-0.46,16.36,3085.TWO,3.93,🏰 高護城河
4.48,217.0,2025,138.45000000000002,35.99,34.45,23.51029252437703,眾達-KY,N/A,N/A,-1.54,2025-12,⚠️ 追價風險,3.53,180.65,4977.TW,17.84,🧐 疑業外收益
6.04,48.6500015259,2025,193.35000000000002,35.86000000000001,37.27,3.77424371806827,洛��,N/A,N/A,1.41,2025-12,💎 強力關注,2.87,25.33,8077.TWO,0.34,🚀 利潤擴張
5.98,123.5,2025,203.7,35.83,40.71,9.094256259204712,精拓科,N/A,N/A,4.88,2025-12,💎 強力關注,3.74,16.15,4951.TWO,5.17,🚀 利潤擴張
0.57,107.5,2025,1.7999999999999983,35.59,35.71,895.8333333333342,南亞,9.25%,2.06%,0.12,2025-12,⚠️ 追價風險,-0.05,-113.16,1303.TW,2.08,🔄 轉虧為盈
2.59,127.0,2025,98.1,35.260000000000005,40.56,19.418960244648318,均豪,N/A,N/A,5.3,2025-12,⚪ 中性觀察,1.97,21.38,5443.TWO,16.83,🚀 利潤擴張
7.81,39.4000015259,2025,346.49999999999994,35.0,38.72,1.705627771683983,新潤,N/A,N/A,3.72,2025-12,💎 強力關注,7.56,253.27,6186.TWO,97.22,🚀 利潤擴張
-0.94,11.1499996185,2025,-47.1,34.57,43.03,0.0,亞元,N/A,N/A,8.46,2025-12,⚪ 數據不足,-0.98,-13.95,6109.TWO,0.2,🚀 利潤擴張
3.36,166.0,2025,100.94999999999999,34.4,26.79,24.665676077265974,宏捷科,N/A,N/A,-7.61,2025-12,⚠️ 追價風險,2.03,-21.01,8086.TWO,-22.52,🧐 疑業外收益
1.06,21.1000003815,2025,-11.099999999999996,34.39,46.48,0.0,興采,22.41%,9.68%,12.09,2025-12,⚪ 數據不足,-0.65,-3300.0,4433.TWO,5.85,🔄 轉虧為盈
49.17,2785.0,2025,1624.2,34.25,128.84,25.720354636128555,奇鋐,26.39%,20.96%,94.59,2025-12,⚠️ 追價風險,32.25,113.86,3017.TW,80.63,🚀 利潤擴張
-0.29,12.1499996185,2025,-11.25,33.980000000000004,21.62,0.0,懷特,18.27%,-127.15%,-12.36,2025-12,⚪ 數據不足,-0.21,25.0,4108.TW,-12.96,🧐 疑業外收益
1.14,22.7999992371,2025,40.64999999999999,33.41,35.9,8.413283851328414,中櫃,16.43%,9.95%,2.49,2025-12,💎 強力關注,0.85,1.28,2613.TW,2.72,🚀 利潤擴張
0.29,23.2000007629,2025,11.55,33.059999999999995,-9.38,30.12987112064935,昱捷,12.15%,-5.24%,-42.44,2025-12,⚠️ 追價風險,0.28,-12.5,3232.TWO,-42.87,🌑 雙重衰退
3.08,171.5,2025,124.95,32.44,62.03,20.58823529411765,正淩,N/A,N/A,29.59,2025-12,⚪ 中性觀察,2.68,72.73,8147.TWO,29.97,🚀 利潤擴張
0.29,17.6000003815,2025,10.95,32.18000000000001,52.63,24.10958956369863,大詠城,14.69%,4.41%,20.45,2025-12,⚠️ 追價風險,0.21,-56.25,4538.TWO,14.08,🚀 利潤擴張
-0.78,32.4500007629,2025,7.2,31.659999999999997,46.94,67.60416825604166,基亞,56.72%,-48.58%,15.28,2025-12,⚠️ 追價風險,0.06,109.23,3176.TWO,20.51,🏰 高護城河
9.52,289.0,2025,322.8,31.640000000000004,56.88,13.429368029739777,大中,N/A,N/A,25.24,2025-12,✅ 穩健價值,6.13,35.03,6435.TWO,24.71,🚀 利潤擴張
