eps,prev_eps_yoy,prev_rev_yoy,name,symbol,pe,price,expansion,est_price,eps_yoy,rev_yoy,om,advice,prev_eps,gm,date,status,prev_year
1.71,40.71,4.88,精拓科,4951.TWO,5.773342836778332,81.0,0.6000000000000014,210.45,35.71,35.11,N/A,✅ 穩健價值,5.98,N/A,2026-03,🚀 利潤擴張,2025
0.35,8.94,4.5,聯邦銀,2838.TW,7.105263283388157,21.6000003815,0.5700000000000003,45.6,17.86,17.29,35.36%,✅ 穩健價值,1.29,94.34%,2026-03,🏰 高護城河,2025
11.18,19.82,19.01,鈊象,3293.TWO,7.3124803849775075,699.0,0.28999999999999915,1433.8500000000001,19.96,19.67,59.33%,✅ 穩健價值,38.51,97.58%,2026-03,🏰 高護城河,2025
0.7,-68.78,-1.96,享溫馨,7760.TW,0.0,33.0,-0.07999999999999985,0.0,-1.41,-1.33,N/A,⚪ 數據不足,0.68,N/A,2026-03,🌑 雙重衰退,2025
0.7,-68.78,-1.96,未知,7760.TWO,0.0,0.0,-0.07999999999999985,0.0,-1.41,-1.33,N/A,⚪ 數據不足,0.68,N/A,2026-03,🌑 雙重衰退,2025
0.6,-48.45,-11.58,現觀科,6906.TW,25.304878048780488,83.0,-0.3099999999999987,49.2,16.0,16.31,N/A,❌ 暫避觀望,1.87,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.72,19.44,-8.49,順藥,6535.TWO,0.0,75.8000030518,-0.9000000000000004,-90.0,-14.52,-13.62,N/A,⚪ 數據不足,-2.05,N/A,2026-03,🌑 雙重衰退,2025
0.57,3.31,7.59,第一金,2892.TW,8.099593185792683,39.8499984741,-1.0600000000000005,73.8,11.76,12.82,35.12%,⚪ 中性觀察,1.87,78.99%,2026-03,🏰 高護城河,2025
-0.42,53.38,51.85,鑽石投資,6901.TW,0.0,15.0500001907,-1.1400000000000006,-65.25,37.31,38.45,N/A,⚪ 數據不足,-1.38,N/A,2026-03,⚠️ 獲利稀釋,2025
0.36,7.94,13.01,合庫金,5880.TW,8.07352963614706,27.4500007629,-1.7799999999999994,51.0,12.5,14.28,N/A,⚪ 中性觀察,1.36,N/A,2026-03,⚠️ 獲利稀釋,2025
0.44,13.53,8.35,彰銀,2801.TW,7.264630849134861,28.5499992371,-1.8699999999999974,58.949999999999996,18.92,20.79,38.59%,⚪ 中性觀察,1.51,88.90%,2026-03,🏰 高護城河,2025
1.05,10.11,3.7,上海商銀,5876.TW,6.026570232596619,49.9000015259,-1.9099999999999984,124.19999999999999,9.38,11.29,N/A,⚪ 中性觀察,3.06,N/A,2026-03,⚠️ 獲利稀釋,2025
0.79,4.79,58.62,立盈,7820.TWO,0.0,110.0,-2.0799999999999983,0.0,61.22,63.3,N/A,⚪ 數據不足,1.76,N/A,2026-03,⚠️ 獲利稀釋,2025
0.35,2.44,2.85,臺企銀,2834.TW,5.5945123114329265,18.3500003815,-3.9000000000000004,49.2,9.37,13.27,41.10%,⚪ 中性觀察,1.26,97.54%,2026-03,🏰 高護城河,2025
0.15,422.95,327.05,宏普,2536.TW,3.442478011132743,19.4500007629,-4.2900000000000205,84.75,400.0,404.29,N/A,⚪ 中性觀察,3.19,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.33,-174.64,0.59,雅茗-KY,2726.TWO,0.0,8.0399999619,-5.049999999999997,-105.6,51.52,56.57,-51.18%,⚪ 數據不足,-3.55,54.90%,2026-03,🏰 高護城河,2025
1.98,8.14,1.94,矽力*-KY,6415.TW,27.147540983606554,414.0,-5.090000000000003,228.75000000000003,115.22,120.31,N/A,❌ 暫避觀望,6.4,N/A,2026-03,⚠️ 獲利稀釋,2025
0.62,30.06,20.44,玉山金,2884.TW,8.583333050759258,46.3499984741,-6.640000000000001,81.0,12.73,19.37,40.48%,⚪ 中性觀察,2.12,91.14%,2026-03,🏰 高護城河,2025
-0.09,8.21,12.71,瑞基,4171.TWO,0.0,16.1499996185,-6.729999999999997,-79.95,50.0,56.73,-9.23%,⚪ 數據不足,-1.93,73.67%,2026-03,🏰 高護城河,2025
1.18,11.73,29.29,中信金,2891.TW,6.742574106346535,68.0999984741,-7.1,151.5,15.15,22.25,31.38%,⚪ 中性觀察,4.08,70.98%,2026-03,🏰 高護城河,2025
2.4,-21.56,9.74,富邦金,2881.TW,7.51586139580283,154.0,-9.66,307.35,-20.07,-10.41,22.46%,⚪ 中性觀察,8.37,42.21%,2026-03,🌑 雙重衰退,2025
0.23,26.01,24.13,德英,4911.TWO,5.317164179104478,28.5,-10.07,80.39999999999999,-62.9,-52.83,42.63%,⚪ 中性觀察,2.18,85.36%,2026-03,🏰 高護城河,2025
-0.11,12.42,130.3,皇普,2528.TW,2.222222178522337,19.3999996185,-10.710000000000008,130.95000000000002,-109.26,-98.55,10.37%,⚪ 中性觀察,3.65,15.63%,2026-03,🌑 雙重衰退,2025
4.15,-2.59,11.21,正瀚-創,6534.TW,5.323529411764706,90.5,-10.719999999999999,255.0,6.68,17.4,N/A,⚪ 中性觀察,4.51,N/A,2026-03,⚠️ 獲利稀釋,2025
0.2,-280.56,-7.09,日盛台駿,6958.TW,0.0,17.3500003815,-11.030000000000001,-70.65,163.33,174.36,N/A,⚪ 數據不足,-2.38,N/A,2026-03,🔄 轉虧為盈,2025
0.4,0.0,6.96,台中銀,2812.TW,5.091623236361256,19.4500007629,-11.209999999999999,57.300000000000004,2.56,13.77,51.96%,⚪ 中性觀察,1.53,93.02%,2026-03,🏰 高護城河,2025
0.2,22.83,38.52,ABC-KY,6598.TW,0.0,27.75,-11.850000000000023,-61.349999999999994,157.14,168.99,N/A,⚪ 數據不足,-1.96,N/A,2026-03,🔄 轉虧為盈,2025
0.84,-54.31,7.08,晶宏,3141.TWO,80.18018018018019,89.0,-12.140000000000015,16.65,137.14,149.28,-3.65%,❌ 暫避觀望,0.54,38.56%,2026-03,⚠️ 獲利稀釋,2025
-0.05,100.0,7.27,大將,1453.TW,0.0,10.8999996185,-13.820000000000007,-1.05,58.33,72.15,-2853.40%,⚪ 數據不足,0.04,912.85%,2026-03,🏰 高護城河,2025
2.15,-2.94,-2.04,國泰金,2882.TW,6.641086186540733,112.5,-13.85,254.09999999999997,-1.52,12.33,30.59%,⚪ 中性觀察,7.06,62.29%,2026-03,🏰 高護城河,2025
0.76,4.57,15.47,永豐金,2890.TW,8.468808929508507,44.7999992371,-14.090000000000003,79.35,33.33,47.42,37.14%,⚪ 中性觀察,1.97,91.41%,2026-03,🏰 高護城河,2025
-5.06,65.91,18.73,永冠-KY,1589.TW,0.0,5.5399999619,-15.41,-222.15,1.36,16.77,-5.22%,⚪ 數據不足,-2.71,7.87%,2025-09,⚠️ 獲利稀釋,2025
0.25,-14.85,0.06,遠東銀,2845.TW,5.926724137931034,13.75,-15.84,34.800000000000004,-3.85,11.99,38.22%,⚪ 中性觀察,0.93,102.49%,2026-03,🏰 高護城河,2025
-1.01,-73.66,-14.95,大洋-KY,5907.TW,0.0,4.7600002289,-15.91,-159.0,-7.45,8.46,N/A,⚪ 數據不足,-4.55,N/A,2026-03,📉 獲利侵蝕,2025
0.48,31.37,33.06,華票,2820.TW,4.846796551114206,17.3999996185,-16.08,53.849999999999994,60.0,76.08,65.42%,⚪ 中性觀察,1.34,87.03%,2026-03,🏰 高護城河,2025
1.34,-9.05,18.91,訊連,5203.TW,6.820331059444444,57.7000007629,-16.12,126.89999999999999,3.88,20.0,N/A,⚪ 中性觀察,3.63,N/A,2026-03,⚠️ 獲利稀釋,2025
0.6,53.1,1.66,寶齡富錦,1760.TW,10.286259833187023,53.9000015259,-16.340000000000003,78.60000000000001,81.82,98.16,13.25%,⚪ 中性觀察,2.22,52.35%,2026-03,🏰 高護城河,2025
0.43,-15.24,9.81,直得,1597.TW,68.65671641791045,138.0,-17.090000000000003,30.150000000000002,180.0,197.09,9.16%,❌ 暫避觀望,0.91,38.83%,2026-03,⚠️ 獲利稀釋,2025
0.13,1276.65,-30.75,上緯投控,3708.TW,2.665016543616611,96.9000015259,-18.21,545.4000000000001,-72.34,-54.13,-95.04%,⚪ 中性觀察,35.57,24.80%,2026-03,🌑 雙重衰退,2025
0.04,-99.01,10.22,隆中,6542.TWO,0.0,43.0999984741,-21.590000000000003,-8.100000000000001,33.33,54.92,N/A,⚪ 數據不足,0.02,N/A,2026-03,⚠️ 獲利稀釋,2025
0.29,8.85,-14.47,統領,2910.TW,8.286219350848057,23.4500007629,-21.689999999999998,42.45,-3.33,18.36,51.79%,⚪ 中性觀察,1.23,87.61%,2026-03,🏰 高護城河,2025
0.46,5.26,0.74,雃博,4106.TW,8.052805154620462,24.3999996185,-22.47,45.45,100.0,122.47,N/A,⚪ 中性觀察,1.2,N/A,2026-03,⚠️ 獲利稀釋,2025
1.97,146.97,50.49,IET-KY,4971.TWO,174.67105263157896,531.0,-22.839999999999975,45.6,231.33,254.17,N/A,❌ 暫避觀望,1.65,N/A,2026-03,⚠️ 獲利稀釋,2025
1.69,-17.37,-10.06,敘豐,3485.TWO,0.0,190.0,-23.32,0.0,-30.17,-6.85,N/A,⚪ 數據不足,5.9,N/A,2026-03,🌑 雙重衰退,2025
5.79,53.11,60.61,藥華藥,6446.TW,33.62531788640859,1190.0,-23.950000000000003,530.85,52.97,76.92,N/A,❌ 暫避觀望,13.64,N/A,2026-03,⚠️ 獲利稀釋,2025
1.39,7.69,8.96,長聖,6712.TWO,13.039796782387809,154.0,-25.2,177.14999999999998,24.77,49.97,N/A,⚪ 中性觀察,4.88,N/A,2026-03,⚠️ 獲利稀釋,2025
0.56,-36.41,19.24,鑫傳,6856.TWO,7.360861759425493,41.0,-26.030000000000005,83.55000000000001,21.74,47.77,N/A,⚪ 中性觀察,2.62,N/A,2026-03,⚠️ 獲利稀釋,2025
0.16,-90.28,-11.54,伍豐,8076.TWO,33.2307698176923,21.6000003815,-26.439999999999998,9.750000000000002,300.0,326.44,N/A,❌ 暫避觀望,0.14,N/A,2026-03,⚠️ 獲利稀釋,2025
0.23,-57.74,-62.17,名軒,1442.TW,3.8318357357509627,29.8500003815,-27.14,116.85,-82.31,-55.17,34.02%,⚪ 中性觀察,3.03,49.04%,2026-03,🌑 雙重衰退,2025
-0.78,-67.15,91.93,雲象科技-創,7803.TW,0.0,0.0,-27.559999999999995,0.0,-34.48,-6.92,N/A,⚪ 數據不足,-2.29,N/A,2026-03,🌑 雙重衰退,2025
-0.78,-67.15,91.93,未知,7803.TWO,0.0,0.0,-27.559999999999995,0.0,-34.48,-6.92,N/A,⚪ 數據不足,-2.29,N/A,2026-03,🌑 雙重衰退,2025
0.19,-234.62,-2.27,華園,2702.TW,0.0,12.75,-28.31,-24.3,-9.52,18.79,10.47%,⚪ 數據不足,-0.35,89.24%,2026-03,🔄 轉虧為盈,2025
4.07,6.9,11.45,雙美,4728.TWO,11.504170261719874,400.0,-28.85,521.55,-0.73,28.12,41.97%,⚪ 中性觀察,13.33,77.03%,2026-03,🏰 高護城河,2025
1.05,-66.05,-20.5,森鉅,8942.TWO,7.9462574905758165,41.4000015259,-28.87,78.15,-7.89,20.98,N/A,⚪ 中性觀察,1.83,N/A,2026-03,📉 獲利侵蝕,2025
1.31,-175.3,-4.59,美食-KY,2723.TW,0.0,78.0,-28.88,-53.400000000000006,11.02,39.9,7.94%,⚪ 數據不足,-2.47,59.54%,2026-03,🔄 轉虧為盈,2025
0.76,10.4,-18.16,和潤企業,6592.TW,5.653409163153409,59.7000007629,-30.67,158.4,24.75,55.42,N/A,⚪ 中性觀察,4.72,N/A,2026-03,⚠️ 獲利稀釋,2025
1.17,-102.7,29.21,廣閎科,6693.TWO,0.0,179.0,-31.44999999999999,-26.700000000000003,510.71,542.16,N/A,⚪ 數據不足,-0.09,N/A,2026-03,🔄 轉虧為盈,2025
0.31,-85.43,-17.82,泓瀚,4741.TWO,75.71428260020407,37.0999984741,-34.69,7.35,210.0,244.69,3.21%,❌ 暫避觀望,0.29,33.55%,2026-03,⚠️ 獲利稀釋,2025
-0.08,-51.85,-43.98,中福,1435.TW,0.0,22.3500003815,-34.92,-14.1,20.0,54.92,-1427.47%,⚪ 數據不足,-0.41,64.71%,2026-03,🏰 高護城河,2025
0.4,-17.7,27.85,御嵿,3522.TWO,0.0,12.8500003815,-35.099999999999994,-81.6,90.0,125.1,N/A,⚪ 數據不足,-2.66,N/A,2026-03,🔄 轉虧為盈,2025
0.01,-82.6,-68.21,富華新,3056.TW,3.7193459450953683,13.6499996185,-36.16,55.05,-99.32,-63.16,-1.56%,⚪ 中性觀察,1.07,21.31%,2026-03,🌑 雙重衰退,2025
0.16,876.92,32.89,樂事綠能,1529.TW,5.1986754335430465,15.6999998093,-37.59000000000003,45.3,433.33,470.92,7.13%,⚪ 中性觀察,1.01,16.87%,2026-03,⚠️ 獲利稀釋,2025
-0.01,-95.82,23.84,強盛新,1463.TW,15.360359673063062,17.0499992371,-37.72999999999999,16.650000000000002,-102.13,-64.4,N/A,❌ 暫避觀望,0.13,N/A,2026-03,🌑 雙重衰退,2025
1.1,40.48,20.33,騰雲,6870.TWO,21.657183499288763,304.5,-37.95,210.89999999999998,66.67,104.62,N/A,❌ 暫避觀望,7.08,N/A,2026-03,⚠️ 獲利稀釋,2025
0.28,-34.28,-10.07,弘煜科,6482.TWO,4.616104797471911,24.6499996185,-38.26,80.1,-71.72,-33.46,N/A,⚪ 中性觀察,2.32,N/A,2026-03,🌑 雙重衰退,2025
1.53,-45.05,-6.16,光焱科技,7728.TWO,67.6842105263158,643.0,-38.51,142.5,56.12,94.63,N/A,❌ 暫避觀望,4.92,N/A,2026-03,⚠️ 獲利稀釋,2025
1.33,112.83,123.22,天能綠電,7842.TWO,0.0,99.5,-39.09,0.0,47.78,86.87,N/A,⚪ 數據不足,4.01,N/A,2026-03,⚠️ 獲利稀釋,2025
0.88,-28.57,-4.14,溢泰實業,7818.TW,0.0,60.2000007629,-39.849999999999994,0.0,-52.69,-12.84,N/A,⚪ 數據不足,5.65,N/A,2026-03,🌑 雙重衰退,2025
0.88,-28.57,-4.14,未知,7818.TWO,0.0,0.0,-39.849999999999994,0.0,-52.69,-12.84,N/A,⚪ 數據不足,5.65,N/A,2026-03,🌑 雙重衰退,2025
1.47,46.3,9.44,泓格,3577.TWO,16.20639534883721,111.5,-39.860000000000014,103.20000000000002,90.91,130.77,14.28%,❌ 暫避觀望,2.37,53.43%,2026-03,🏰 高護城河,2025
-0.08,-74.29,-10.15,點晶,3288.TWO,0.0,20.6000003815,-39.879999999999995,-25.049999999999997,83.67,123.55,6.07%,⚪ 數據不足,-0.64,71.52%,2026-03,🏰 高護城河,2025
1.76,-6.01,9.98,群益期,6024.TW,4.424330085018102,61.0999984741,-40.22,207.15,57.14,97.36,N/A,⚪ 中性觀察,5.48,N/A,2026-03,⚠️ 獲利稀釋,2025
-1.18,44.38,60.07,沛爾生醫-創,6949.TW,0.0,55.7999992371,-40.43,-235.35000000000002,10.08,50.51,N/A,⚪ 數據不足,-7.23,N/A,2026-03,⚠️ 獲利稀釋,2025
0.28,-39.36,2.34,億而得,6423.TWO,44.590163100601096,81.5999984741,-40.510000000000005,27.450000000000003,-47.06,-6.55,N/A,❌ 暫避觀望,0.58,N/A,2026-03,🌑 雙重衰退,2025
1.9,16.53,-8.56,旅天下,6961.TWO,0.0,49.0999984741,-40.620000000000005,0.0,-40.13,0.49,N/A,⚪ 數據不足,4.23,N/A,2026-03,📉 獲利侵蝕,2025
-0.17,42.64,-22.14,淳紳,4529.TWO,0.0,3.5499999523,-40.9,-28.05,0.0,40.9,-1090.16%,⚪ 數據不足,-0.74,59.04%,2026-03,🏰 高護城河,2025
36.58,59.82,72.77,川湖,2059.TW,50.17576163374624,11990.0,-42.38999999999999,3584.3999999999996,38.82,81.21,69.19%,❌ 暫避觀望,103.23,76.10%,2026-03,🏰 高護城河,2025
4.49,31.09,19.97,華景電,6788.TWO,7.800909308446997,326.0,-44.06000000000001,626.85,33.23,77.29,N/A,⚪ 中性觀察,17.36,N/A,2026-03,⚠️ 獲利稀釋,2025
1.3,-56.22,2.72,寒舍,2739.TW,6.4397908422164045,36.9000015259,-44.18000000000001,85.95,109.68,153.86,12.46%,⚪ 中性觀察,2.36,44.04%,2026-03,⚠️ 獲利稀釋,2025
0.4,-34.98,-55.31,理銘,6212.TWO,3.057929797046533,32.2000007629,-44.419999999999995,157.95000000000002,-82.38,-37.96,N/A,⚪ 中性觀察,3.96,N/A,2026-03,🌑 雙重衰退,2025
4.93,279.4,187.82,倍利科,7822.TW,0.0,810.0,-46.32000000000001,0.0,78.66,124.98,N/A,⚪ 數據不足,14.04,N/A,2026-03,⚠️ 獲利稀釋,2025
2.48,-34.17,5.26,公勝保經,6028.TWO,0.0,95.0,-46.75,0.0,-35.1,11.65,N/A,⚪ 數據不足,7.86,N/A,2026-03,📉 獲利侵蝕,2025
1.7,-9.63,4.64,系微,6231.TWO,13.256851497769281,208.0,-47.19,235.35,0.0,47.19,N/A,⚪ 中性觀察,6.66,N/A,2026-03,📉 獲利侵蝕,2025
3.26,-13.92,-4.62,中租-KY,5871.TW,3.9478260869565216,113.5,-47.68,431.25,-0.66,47.02,N/A,⚪ 中性觀察,11.24,N/A,2026-03,📉 獲利侵蝕,2025
1.3,20.66,5.54,固緯,2423.TW,9.811321166010782,72.8000030518,-48.0,111.3,94.03,142.03,18.42%,⚪ 中性觀察,2.92,51.76%,2026-03,🏰 高護城河,2025
0.21,-82.84,-36.07,微程式,7721.TW,40.06802824891156,58.9000015259,-48.8,22.050000000000004,40.0,88.8,N/A,❌ 暫避觀望,0.55,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.09,48.61,-16.98,商丞,8277.TWO,0.0,18.6737194061,-48.970000000000006,-14.85,18.18,67.15,N/A,⚪ 數據不足,-0.37,N/A,2026-03,⚠️ 獲利稀釋,2025
1.07,41.22,-47.33,聯合再生,3576.TW,0.0,16.6000003815,-49.61999999999989,-10.5,1072.73,1122.35,-63.16%,⚪ 數據不足,-0.77,-18.77%,2026-03,🔄 轉虧為盈,2025
0.35,43.08,12.72,耀穎,7772.TWO,0.0,126.0,-52.29,0.0,-72.0,-19.71,N/A,⚪ 數據不足,1.86,N/A,2026-03,🌑 雙重衰退,2025
1.88,-26.4,-5.92,達爾膚,6523.TWO,4.769475357710651,90.0,-54.99,283.05,-45.35,9.64,N/A,⚪ 中性觀察,7.78,N/A,2026-03,📉 獲利侵蝕,2025
1.09,-10.5,18.06,民盛,7811.TWO,0.0,72.1999969482,-55.010000000000005,0.0,-73.26,-18.25,N/A,⚪ 數據不足,8.1,N/A,2026-03,🌑 雙重衰退,2025
2.97,4.12,10.0,凌陽創新,5236.TWO,5.900900900900901,131.0,-55.470000000000006,333.00000000000006,42.79,98.26,N/A,⚪ 中性觀察,8.59,N/A,2026-03,⚠️ 獲利稀釋,2025
0.26,183.87,12.23,長佳智能,6841.TWO,22.707423580786024,52.0,-55.730000000000004,34.35,44.44,100.17,N/A,❌ 暫避觀望,0.89,N/A,2026-03,⚠️ 獲利稀釋,2025
0.0,3600.0,128.22,台生材,6649.TWO,10.76347328230539,35.9500007629,-55.77,50.099999999999994,-100.0,-44.23,N/A,⚪ 中性觀察,1.4,N/A,2026-03,🌑 雙重衰退,2025
0.39,-5.49,-2.68,遠百,2903.TW,5.975609549349593,22.0499992371,-55.970000000000006,55.35000000000001,18.18,74.15,14.06%,⚪ 中性觀察,1.56,54.41%,2026-03,🏰 高護城河,2025
0.28,-90.0,16.02,泰藝,8289.TWO,0.0,40.8499984741,-56.31,-4.65,300.0,356.31,N/A,⚪ 數據不足,0.04,N/A,2026-03,⚠️ 獲利稀釋,2025
0.95,-28.2,-2.7,龍巖,5530.TWO,7.351631934287834,49.5499992371,-56.580000000000005,101.10000000000001,3.26,59.84,N/A,⚪ 中性觀察,2.75,N/A,2026-03,⚠️ 獲利稀釋,2025
0.01,721.43,-0.57,泰豐,2102.TW,10.529411540294117,17.8999996185,-57.19,25.500000000000004,105.56,162.75,-167.95%,⚪ 中性觀察,6.28,20.10%,2026-03,⚠️ 獲利稀釋,2025
-0.05,36.07,297.52,浩泰,4131.TWO,0.0,32.0,-57.69,-19.05,83.87,141.56,-26.13%,⚪ 數據不足,-0.78,34.86%,2026-03,⚠️ 獲利稀釋,2025
0.36,-77.57,-60.41,京城,2524.TW,6.390977443609022,34.0,-57.870000000000005,79.80000000000001,-75.84,-17.97,N/A,⚪ 中性觀察,1.71,N/A,2026-03,🌑 雙重衰退,2025
0.09,60.8,-6.86,台微醫,6767.TWO,0.0,24.6499996185,-58.480000000000004,-6.75,-30.77,27.71,N/A,⚪ 數據不足,-0.49,N/A,2026-03,🔄 轉虧為盈,2025
0.43,4.62,6.61,美吾華,1731.TW,5.679347722418478,20.8999996185,-58.480000000000004,55.2,7.5,65.98,N/A,⚪ 中性觀察,1.36,N/A,2026-03,⚠️ 獲利稀釋,2025
1.78,7.55,9.49,東洋,4105.TWO,4.9367887783881175,78.0999984741,-58.529999999999994,237.29999999999998,13.38,71.91,21.51%,⚪ 中性觀察,6.27,56.36%,2026-03,🏰 高護城河,2025
1.39,-1.21,8.61,愛派司,6918.TW,5.455223766723882,73.0999984741,-59.980000000000004,200.99999999999997,-4.2,55.78,N/A,⚪ 中性觀察,5.16,N/A,2026-03,📉 獲利侵蝕,2025
0.21,-26.3,-15.04,長廣,7795.TW,0.0,491.0,-60.09,0.0,-77.53,-17.44,N/A,⚪ 數據不足,3.11,N/A,2026-03,🌑 雙重衰退,2025
0.53,169.31,18.71,宏�硒撥s,7794.TWO,0.0,31.8999996185,-61.379999999999995,0.0,-14.52,46.86,N/A,⚪ 數據不足,2.72,N/A,2026-03,📉 獲利侵蝕,2025
1.87,-2.0,-8.29,軒郁,6703.TWO,4.55989110707804,100.5,-62.099999999999994,330.59999999999997,12.73,74.83,N/A,⚪ 中性觀察,9.9,N/A,2026-03,⚠️ 獲利稀釋,2025
1.01,23.05,19.79,東生華,8432.TWO,5.504386048563597,50.2000007629,-62.29,136.79999999999998,27.85,90.14,N/A,⚪ 中性觀察,3.63,N/A,2026-03,⚠️ 獲利稀釋,2025
0.39,8.39,14.61,意藍,6925.TWO,8.023255924840116,55.2000007629,-62.51,103.2,-30.36,32.15,N/A,⚪ 中性觀察,3.11,N/A,2026-03,📉 獲利侵蝕,2025
-0.25,57.28,-35.31,樂威科-KY,4154.TWO,0.0,11.8000001907,-62.719999999999985,-76.65,68.92,131.64,-77.27%,⚪ 數據不足,-1.82,33.80%,2026-03,⚠️ 獲利稀釋,2025
0.19,14.65,24.42,華洋精機,6983.TWO,0.0,349.0,-62.94,0.0,-71.64,-8.7,N/A,⚪ 數據不足,4.46,N/A,2026-03,🌑 雙重衰退,2025
1.08,-25.6,-1.49,宏正,6277.TW,9.695817490494296,76.5,-63.88999999999999,118.35000000000001,18.68,82.57,N/A,⚪ 中性觀察,3.08,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.1,57.53,12.25,富榮綱,3115.TWO,0.0,8.3699998856,-64.41,-20.4,-11.11,53.3,-377.43%,⚪ 數據不足,-0.44,100.00%,2026-03,🏰 高護城河,2025
10.43,95.56,33.33,精測,6510.TWO,44.472262485175904,3375.0,-64.5,1138.3500000000001,54.52,119.02,N/A,❌ 暫避觀望,30.41,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.02,-181.82,-2.04,凌陽,2401.TW,0.0,24.25,-64.8,-11.55,66.67,131.47,-9.00%,⚪ 數據不足,-0.37,45.66%,2026-03,⚠️ 獲利稀釋,2025
-0.55,-491.18,-27.25,金麗科,3228.TWO,0.0,165.5,-65.32,-77.55,-12.24,53.08,-58.74%,⚪ 數據不足,-2.03,58.46%,2026-03,🏰 高護城河,2025
0.03,-129.28,2.06,大億金茂,8107.TWO,0.0,12.3000001907,-65.49999999999999,-25.8,111.54,177.04,N/A,⚪ 數據不足,-0.53,N/A,2026-03,🔄 轉虧為盈,2025
0.14,-50.0,-1.99,昆盈,2365.TW,39.154928502957745,27.7999992371,-65.56,10.65,100.0,165.56,1.38%,❌ 暫避觀望,0.32,39.89%,2026-03,⚠️ 獲利稀釋,2025
14.54,209.22,41.93,宇瞻,8271.TW,7.642830117290958,202.0,-65.57999999999993,396.44999999999993,1919.44,1985.02,N/A,⚪ 中性觀察,6.7,N/A,2026-03,⚠️ 獲利稀釋,2025
-3.28,-20600.0,7.0,晶心科,6533.TW,0.0,232.0,-65.58,-405.15,-45.13,20.45,N/A,⚪ 數據不足,-8.2,N/A,2026-03,📉 獲利侵蝕,2025
2.39,4.25,-3.78,智冠,5478.TWO,4.766125211806991,96.8000030518,-65.6,304.65000000000003,63.12,128.72,N/A,⚪ 中性觀察,7.93,N/A,2026-03,⚠️ 獲利稀釋,2025
0.97,30.28,37.43,邦睿生技-創,6955.TW,9.705882352941178,99.0,-65.85,153.0,-13.39,52.46,N/A,⚪ 中性觀察,4.13,N/A,2026-03,📉 獲利侵蝕,2025
-0.67,0.95,157.54,醣聯,4168.TWO,0.0,21.7999992371,-66.11999999999999,-77.1,-63.41,2.71,-2058.21%,⚪ 數據不足,-2.16,19.48%,2026-03,📉 獲利侵蝕,2025
-0.1,0.0,36.07,富野,2736.TWO,0.0,11.3999996185,-66.42,-66.15,33.33,99.75,-9.65%,⚪ 數據不足,-1.83,51.65%,2026-03,🏰 高護城河,2025
-0.26,-68.0,-99.4,悅城,6405.TW,0.0,37.5999984741,-67.48,-52.05,33.33,100.81,N/A,⚪ 數據不足,-1.26,N/A,2026-03,⚠️ 獲利稀釋,2025
3.56,67.87,85.22,意騰-KY,7749.TW,11.605614515576857,339.0,-69.93,438.15000000000003,41.83,111.76,N/A,⚪ 中性觀察,11.77,N/A,2026-03,⚠️ 獲利稀釋,2025
37.41,52.82,40.64,信驊,5274.TWO,70.87948910001182,17980.0,-70.53999999999999,3805.05,59.53,130.07,N/A,❌ 暫避觀望,103.92,N/A,2026-03,⚠️ 獲利稀釋,2025
0.68,21.4,55.27,櫻花建,2539.TW,4.11414964020214,34.5999984741,-71.35,126.15,-56.69,14.66,N/A,⚪ 中性觀察,3.46,N/A,2026-03,📉 獲利侵蝕,2025
22.08,46.42,31.61,台積電,2330.TW,14.476885644768856,2380.0,-71.47000000000001,2466.0,58.39,129.86,54.00%,⚪ 中性觀察,66.26,62.33%,2026-03,🏰 高護城河,2025
0.1,7.69,1.81,台聯櫃,5601.TWO,28.761905488476188,30.2000007629,-71.77,15.75,0.0,71.77,N/A,❌ 暫避觀望,0.42,N/A,2026-03,📉 獲利侵蝕,2025
0.57,-18.87,3.05,維田,6570.TWO,15.275081153042072,47.2000007629,-73.16,46.349999999999994,159.09,232.25,N/A,❌ 暫避觀望,1.29,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.75,10.09,7.0,生華科,6492.TWO,0.0,33.5,-73.19999999999999,-106.50000000000001,-8.82,64.38,N/A,⚪ 數據不足,-2.97,N/A,2026-03,📉 獲利侵蝕,2025
1.5,-10.36,7.07,嘉實,3158.TWO,5.379975690482509,89.1999969482,-73.75,248.7,2.74,76.49,24.73%,⚪ 中性觀察,7.27,63.24%,2026-03,🏰 高護城河,2025
1.78,-9.97,-21.14,華研,8446.TWO,3.166666666666667,85.5,-74.55,404.99999999999994,-46.55,28.0,N/A,⚪ 中性觀察,10.3,N/A,2026-03,📉 獲利侵蝕,2025
-0.02,220.0,72.24,太景*-KY,4157.TWO,0.0,8.6700000763,-75.18,-5.7,33.33,108.51,81.17%,⚪ 數據不足,0.06,98.33%,2026-03,🏰 高護城河,2025
0.07,54.95,-0.65,福邦證,6026.TWO,6.027667984189723,15.25,-75.22999999999999,37.95,-22.22,53.01,N/A,⚪ 中性觀察,1.72,N/A,2026-03,📉 獲利侵蝕,2025
