om,prev_rev_yoy,date,advice,name,prev_year,prev_eps,pe,prev_eps_yoy,eps_yoy,expansion,symbol,gm,price,rev_yoy,eps,est_price,status
-77.27%,-47.71,2025-12,⚪ 數據不足,樂威科-KY,2025,-1.67,0.0,41.15,57.28,92.59,4154.TWO,33.80%,13.5,-35.31,-1.82,-84.00000000000001,🧐 疑業外收益
-7.49%,2.22,2025-12,⚪ 中性觀察,云辰,2025,0.07,19.112903841129032,107.29,88.8,91.99,2390.TW,19.09%,11.8500003815,-3.19,-0.14,9.3,🧐 疑業外收益
N/A,255.72,2025-12,⚪ 數據不足,倍利科,2025,8.86,0.0,914.94,279.4,91.57999999999998,7822.TW,N/A,1035.0,187.82,14.04,0.0,🚀 利潤擴張
N/A,-30.23,2025-12,⚪ 數據不足,鋐寶科技,2025,-0.98,0.0,33.79,54.88,91.41,6674.TW,N/A,17.2000007629,-36.53,-1.13,-48.75,🧐 疑業外收益
N/A,9.78,2025-12,⚪ 數據不足,建暐,2025,-0.22,0.0,-83.33,100.0,91.19,8092.TWO,N/A,15.4499998093,8.81,0.0,-15.0,🚀 利潤擴張
34.82%,26.76,2025-12,⚠️ 追價風險,致茂,2025,21.67,38.23942562821913,141.3,122.05,91.0,2360.TW,60.80%,2450.0,31.05,27.7,961.0500000000001,🏰 高護城河
16.76%,-0.65,2025-12,⚪ 數據不足,六福,2025,-0.45,0.0,-309.09,89.13,90.6,2705.TW,39.55%,15.4499998093,-1.47,0.87,-1.9500000000000004,🔄 轉虧為盈
N/A,13.6,2025-12,⚪ 中性觀察,青松健康,2025,0.78,16.728395689670783,75.0,104.41,90.25,6931.TW,N/A,40.6500015259,14.16,1.39,36.45,🚀 利潤擴張
N/A,-9.27,2025-12,⚪ 數據不足,四維航,2025,-0.14,0.0,51.72,81.16,90.0,5608.TW,N/A,14.6499996185,-8.84,-0.13,-9.6,🧐 疑業外收益
-63.16%,-42.1,2025-12,⚪ 數據不足,聯合再生,2025,-0.63,0.0,46.61,41.22,88.55,3576.TW,-18.77%,15.6999998093,-47.33,-0.77,-28.200000000000003,🧐 疑業外收益
N/A,-3.06,2025-12,💎 強力關注,瑞耘,2025,2.25,7.650453672860677,-16.97,81.39,87.6,6532.TWO,N/A,92.8000030518,-6.21,7.31,181.95,🧐 疑業外收益
N/A,18.29,2025-12,⚪ 數據不足,環宇-KY,2025,-0.45,0.0,73.81,107.11,81.68,4991.TWO,N/A,612.0,25.43,0.15,-23.549999999999997,🔄 轉虧為盈
-45.63%,-40.76,2025-12,⚪ 數據不足,華軒,2025,-2.52,0.0,-18.72,35.27,81.01,2740.TWO,41.62%,26.9500007629,-45.74,-3.19,-125.25,🧐 疑業外收益
0.98%,-21.6,2025-12,⚪ 數據不足,恩德,2025,-0.53,0.0,5.36,56.79,80.62,1528.TW,31.45%,26.0,-23.83,-0.35,-21.599999999999998,🧐 疑業外收益
N/A,-19.07,2025-12,✅ 穩健價值,帆宣,2025,12.0,12.73843741834335,63.11,65.55,80.56,6196.TW,N/A,487.5,-15.01,15.5,574.05,🧐 疑業外收益
-1.47%,13.61,2025-12,⚪ 數據不足,聚亨,2025,0.02,0.0,116.67,95.92,79.21000000000001,2022.TW,7.21%,7.8499999046,16.71,-0.02,-0.6,🚀 利潤擴張
N/A,14.85,2025-12,⚪ 數據不足,凱崴,2025,-0.17,0.0,-21.43,100.0,78.95,5498.TWO,N/A,57.5999984741,21.05,0.0,-7.05,🚀 利潤擴張
7.61%,-2.45,2025-12,💎 強力關注,力達-KY,2025,1.72,3.962264150943396,84.95,73.95,78.51,4552.TW,19.46%,21.0,-4.56,2.07,79.50000000000001,🧐 疑業外收益
29.84%,173.02,2025-12,⚪ 中性觀察,牧德,2025,13.28,16.78865507776761,362.45,186.23,77.88999999999999,3563.TW,59.86%,734.0,108.34,15.8,655.8,🏰 高護城河
-34.07%,-12.38,2025-12,⚪ 數據不足,佰研,2025,-0.77,0.0,54.03,51.01,77.02,3205.TWO,15.21%,53.4000015259,-26.01,-0.92,-44.24999999999999,🧐 疑業外收益
-404.30%,-43.41,2025-12,⚪ 數據不足,迎輝,2025,-1.49,0.0,2.61,34.68,76.84,3523.TWO,-184.95%,18.8999996185,-42.16,-1.45,-65.85,🧐 疑業外收益
17.10%,36.24,2025-12,⚪ 數據不足,陽程,2025,-0.9,0.0,58.96,120.0,76.57,3498.TWO,41.15%,127.5,43.43,0.48,-32.55,🔄 轉虧為盈
-68.62%,-22.91,2025-12,⚪ 數據不足,西勝,2025,-0.14,0.0,86.73,56.82,75.48,3625.TWO,-3.42%,15.1000003815,-18.66,-0.6,-16.200000000000003,🧐 疑業外收益
N/A,28.6,2025-12,⚪ 數據不足,天正國際,2025,-0.37,0.0,76.26,100.49,74.38,6654.TWO,N/A,168.5,26.11,0.01,-44.699999999999996,🔄 轉虧為盈
-1.35%,7.47,2025-12,⚪ 數據不足,全球傳動,2025,-1.08,0.0,69.01,85.65,74.10000000000001,4540.TW,16.55%,64.8000030518,11.55,-0.66,-40.5,🚀 利潤擴張
-6.13%,-1.32,2025-12,⚪ 中性觀察,百容,2025,0.68,17.98387137790322,44.68,71.43,73.91000000000001,2483.TW,8.90%,33.4500007629,-2.48,0.6,27.900000000000006,🧐 疑業外收益
N/A,19.21,2025-12,⚪ 數據不足,奧義賽博-KY創,2025,-2.01,0.0,98.92,96.29,73.57000000000001,7823.TW,N/A,90.0,22.72,-1.49,0.0,🚀 利潤擴張
5.55%,3.94,2025-12,💎 強力關注,雄獅,2025,13.31,3.9197812215132184,76.53,78.29,72.29,2731.TW,16.93%,172.0,6.0,17.49,658.1999999999999,🚀 利潤擴張
-4.90%,-15.52,2025-12,⚪ 數據不足,南紡,2025,-0.04,0.0,69.23,55.88,71.99000000000001,1440.TW,7.45%,13.3999996185,-16.11,-0.15,-4.2,🧐 疑業外收益
N/A,-6.34,2025-12,⚠️ 追價風險,台塑化,2025,0.5,34.379083969999996,2.04,65.08,70.75,6505.TW,N/A,52.5999984741,-5.67,1.04,22.950000000000003,🧐 疑業外收益
55.59%,36.15,2025-12,✅ 穩健價值,創見,2025,5.37,13.97721879449454,22.99,140.33,70.49000000000001,2451.TW,61.62%,294.5,69.84,12.98,316.05000000000007,🏰 高護城河
N/A,1.05,2025-12,⚠️ 追價風險,慕康生醫,2025,0.29,28.524589538524598,20.83,66.67,70.29,5398.TWO,N/A,17.3999996185,-3.62,0.35,9.149999999999999,🧐 疑業外收益
-14.24%,9.39,2025-12,⚪ 數據不足,富晶通,2025,-0.23,0.0,65.67,82.8,70.11,3623.TWO,-4.80%,23.0,12.69,-0.16,-16.950000000000003,🚀 利潤擴張
N/A,11.37,2025-12,⚠️ 追價風險,聯茂,2025,2.98,23.966535433070867,78.92,82.74,70.08,6213.TW,N/A,243.5,12.66,4.16,152.4,🚀 利潤擴張
N/A,-27.43,2025-12,⚪ 數據不足,保銳,2025,-0.45,0.0,79.91,53.52,69.83,8093.TWO,N/A,18.25,-16.31,-1.32,-22.65,🧐 疑業外收益
N/A,11.68,2025-12,⚪ 數據不足,鑫永洋,2025,-0.38,0.0,-642.86,74.6,69.53999999999999,6241.TWO,N/A,9.9600000381,5.06,-0.16,-13.649999999999999,🚀 利潤擴張
-86.00%,-73.69,2025-12,⚪ 數據不足,宏太-KY,2025,-0.71,0.0,31.73,10.0,69.25999999999999,2924.TWO,15.04%,17.3500003815,-59.26,-1.17,-38.85,🧐 疑業外收益
N/A,-12.86,2025-12,⚪ 數據不足,特昇-KY,2025,-0.25,0.0,83.78,55.88,67.61,6616.TWO,N/A,9.3699998856,-11.73,-0.61,-11.850000000000001,🧐 疑業外收益
18.21%,-12.47,2025-12,💎 強力關注,璟德,2025,8.22,6.793893129770992,77.54,51.69,67.3,3152.TWO,44.03%,178.0,-15.61,9.42,393.00000000000006,🧐 疑業外收益
18.37%,29.74,2025-12,⚪ 中性觀察,貿聯-KY,2025,32.49,19.671361502347416,107.49,98.71,66.97,3665.TW,31.93%,2095.0,31.74,46.57,1597.5,🚀 利潤擴張
N/A,86.86,2025-12,⚪ 數據不足,邁科,2025,3.14,0.0,161.67,151.41,66.71,6831.TW,N/A,715.0,84.7,4.94,0.0,🚀 利潤擴張
N/A,1.19,2025-12,⚪ 數據不足,商丞,2025,-0.34,0.0,33.33,48.61,65.59,8277.TWO,N/A,10.6499996185,-16.98,-0.37,-15.15,🧐 疑業外收益
4.79%,-0.78,2025-12,⚪ 數據不足,台玻,2025,-0.33,0.0,36.54,62.96,65.33,1802.TW,13.67%,62.0,-2.37,-0.2,-16.349999999999998,🧐 疑業外收益
14.07%,11.96,2025-12,💎 強力關注,大成鋼,2025,2.08,6.2202379817113105,98.94,77.93,65.30000000000001,2027.TW,25.55%,41.7999992371,12.63,2.88,100.8,🚀 利潤擴張
10.29%,-5.03,2025-12,💎 強力關注,東森,2025,1.42,4.174008978612335,118.46,60.48,65.27,2614.TW,34.49%,18.9500007629,-4.79,1.99,68.1,🧐 疑業外收益
N/A,-12.8,2025-12,⚪ 數據不足,桓鼎-KY,2025,-1.9,0.0,-950.0,54.46,65.14,5543.TWO,N/A,29.5499992371,-10.68,-2.52,-88.8,🧐 疑業外收益
4.68%,32.17,2025-12,⚪ 數據不足,日成-KY,2025,-0.56,0.0,74.07,84.62,65.02000000000001,4807.TW,18.47%,34.6500015259,19.6,-0.24,-32.699999999999996,🚀 利潤擴張
-24.84%,-25.71,2025-12,⚪ 數據不足,大宇,2025,-0.56,0.0,-366.67,42.76,64.9,1445.TW,6.55%,11.3500003815,-22.14,-0.87,-24.750000000000004,🧐 疑業外收益
-1090.16%,-22.27,2025-12,⚪ 數據不足,淳紳,2025,-0.57,0.0,46.23,42.64,64.78,4529.TWO,59.04%,5.2699999809,-22.14,-0.74,-28.05,🏰 高護城河
N/A,18.69,2025-12,⚪ 數據不足,鈺鎧,2025,-0.91,0.0,50.27,90.52,64.66999999999999,5228.TWO,N/A,72.5999984741,25.85,-0.2,-24.750000000000004,🚀 利潤擴張
23.50%,6.08,2025-12,💎 強力關注,友霖,2025,0.52,11.887754712806123,11.63,79.17,64.65,4166.TWO,60.10%,23.2999992371,14.52,0.9,29.4,🏰 高護城河
N/A,18.57,2025-12,⚠️ 追價風險,尖點,2025,1.69,80.41958041958043,52.25,88.97,64.43,8021.TW,N/A,460.0,24.54,2.75,85.8,🚀 利潤擴張
N/A,-25.86,2025-12,⚪ 數據不足,柏承,2025,-1.99,0.0,66.78,42.24,63.85,6141.TW,N/A,35.5,-21.61,-4.65,-122.25,🧐 疑業外收益
5.06%,15.04,2025-12,💎 強力關注,宏致,2025,3.51,6.4063883716237795,133.33,74.89,63.75,3605.TW,26.65%,72.1999969482,11.14,4.35,169.04999999999998,🚀 利潤擴張
N/A,-4.49,2025-12,⚠️ 追價風險,新門,2025,1.08,31.421446384039903,6.93,69.12,63.02,5432.TWO,N/A,126.0,6.1,2.3,60.15,🚀 利潤擴張
3.76%,17.04,2025-12,✅ 穩健價值,偉詮電,2025,1.45,13.408162642489797,17.59,78.06,62.74,2436.TW,30.84%,65.6999969482,15.32,3.02,73.49999999999999,🚀 利潤擴張
5.22%,24.94,2025-12,⚪ 中性觀察,佳大,2025,0.25,18.33333311413793,73.33,84.21,62.559999999999995,2033.TW,14.21%,15.9499998093,21.65,0.35,13.05,🚀 利潤擴張
-391.42%,-7.48,2025-12,⚪ 數據不足,勝悅-KY,2025,-0.95,0.0,59.05,50.57,62.519999999999996,1340.TW,-118.96%,5.5599999428,-11.95,-2.61,-67.8,🧐 疑業外收益
N/A,55.92,2025-12,⚠️ 追價風險,精測,2025,21.73,49.36989336656972,279.9,95.56,62.230000000000004,6510.TWO,N/A,3565.0,33.33,30.41,1083.15,🚀 利潤擴張
N/A,-10.02,2025-12,⚪ 數據不足,東捷,2025,-0.16,0.0,-130.19,72.15,61.900000000000006,8064.TWO,N/A,152.0,10.25,1.36,-4.049999999999999,🔄 轉虧為盈
N/A,17.64,2025-12,💎 強力關注,柏文,2025,5.69,7.213284898806435,91.16,79.87,61.470000000000006,8462.TW,N/A,139.0,18.4,8.49,289.05,🚀 利潤擴張
N/A,-12.89,2025-12,⚪ 數據不足,力麗店,2025,-0.73,0.0,44.7,35.29,61.36,5364.TWO,N/A,8.5,-26.07,-0.77,-36.449999999999996,🧐 疑業外收益
N/A,6.53,2025-12,✅ 穩健價值,倍微,2025,0.88,14.339999389639999,300.0,66.15,61.290000000000006,6270.TWO,N/A,35.8499984741,4.86,1.08,37.5,🚀 利潤擴張
N/A,5.91,2025-12,⚪ 數據不足,宏齊,2025,0.04,0.0,-42.86,66.67,61.07,6168.TW,N/A,24.2999992371,5.6,0.05,-1.3010426069826053e-16,🚀 利潤擴張
N/A,5.78,2025-12,💎 強力關注,霈方,2025,4.08,7.728494623655914,53.96,66.34,59.830000000000005,6574.TWO,N/A,115.0,6.51,6.82,223.20000000000002,🚀 利潤擴張
0.66%,-9.7,2025-12,⚪ 數據不足,太空梭,2025,-0.26,0.0,-136.36,46.51,58.94,2440.TW,4.12%,17.5,-12.43,-0.23,-10.35,🧐 疑業外收益
N/A,-7.02,2025-12,⚪ 數據不足,無敵,2025,-0.33,0.0,53.52,60.23,58.809999999999995,8201.TW,N/A,13.3000001907,1.42,-0.35,-16.8,🚀 利潤擴張
2.18%,-24.95,2025-12,⚪ 數據不足,兆赫,2025,-1.33,0.0,11.92,57.52,57.57,2485.TW,15.28%,63.2000007629,-0.05,-0.96,-62.699999999999996,🧐 疑業外收益
-15.57%,-6.96,2025-12,⚪ 數據不足,勝昱,2025,-1.02,0.0,-14.61,47.45,57.160000000000004,4304.TWO,5.19%,24.7000007629,-9.71,-1.16,-52.8,🧐 疑業外收益
12.03%,1.07,2025-12,💎 強力關注,卜蜂,2025,7.94,4.481683554169914,85.95,58.63,56.93,1215.TW,20.24%,115.0,1.7,10.39,384.9,🚀 利潤擴張
-362.94%,-92.54,2025-12,⚪ 中性觀察,聯德,2025,0.23,18.863636363636363,-68.06,-32.0,56.36,3308.TW,23.48%,20.75,-88.36,0.68,16.5,🌑 雙重衰退
N/A,23.53,2025-12,⚠️ 追價風險,南俊國際,2025,3.11,57.67097966728281,42.52,82.47,56.05,6584.TWO,N/A,624.0,26.42,5.59,162.3,🚀 利潤擴張
N/A,-23.52,2025-12,💎 強力關注,福邦證,2025,0.7,6.862745098039216,-30.0,54.95,55.6,6026.TWO,N/A,17.5,-0.65,1.72,38.25,🧐 疑業外收益
12.75%,-1.03,2025-12,💎 強力關注,錩新,2025,1.37,6.646489288837772,55.68,58.77,55.370000000000005,2415.TW,25.38%,27.4500007629,3.4,1.81,61.949999999999996,🚀 利潤擴張
-68.47%,22.29,2025-12,⚪ 數據不足,唐鋒,2025,-0.06,0.0,78.57,78.72,55.01,4609.TWO,4.92%,5.7800002098,23.71,-0.1,-11.25,🚀 利潤擴張
2.47%,-6.49,2025-12,⚠️ 追價風險,永純,2025,0.12,63.965514610689645,500.0,50.0,54.5,4711.TWO,14.61%,18.5499992371,-4.5,0.15,4.3500000000000005,🧐 疑業外收益
N/A,1.01,2025-12,⚠️ 追價風險,立積,2025,1.37,25.05854800936768,44.21,56.47,54.23,4968.TW,N/A,107.0,2.24,2.66,64.05000000000001,🚀 利潤擴張
-3.51%,-20.09,2025-12,⚪ 數據不足,聯成,2025,-0.56,0.0,63.82,32.76,52.61,1313.TW,1.59%,10.8999996185,-19.85,-1.17,-33.6,🧐 疑業外收益
N/A,0.3,2025-12,⚪ 數據不足,沈氏,2025,-0.11,0.0,21.43,52.17,52.190000000000005,8921.TWO,N/A,18.3999996185,-0.02,-0.11,-10.200000000000001,🧐 疑業外收益
8.42%,-1.52,2025-12,⚪ 數據不足,圓剛,2025,-0.8,0.0,-144.44,54.55,51.86,2417.TW,56.31%,46.0499992371,2.69,-0.19,-31.8,🏰 高護城河
13.25%,0.67,2025-12,✅ 穩健價值,寶齡富錦,2025,1.65,12.23340024891348,54.21,53.1,51.440000000000005,1760.TW,52.35%,60.7999992371,1.66,2.22,74.55000000000001,🏰 高護城河
N/A,10.12,2025-12,💎 強力關注,達輝-KY,2025,0.88,6.224489536428571,46.67,54.05,50.919999999999995,5276.TWO,N/A,18.2999992371,3.13,1.14,44.1,🚀 利潤擴張
N/A,-3.97,2025-12,⚪ 數據不足,三貝德,2025,-0.46,0.0,60.71,55.83,50.8,8489.TWO,N/A,23.3999996185,5.03,-0.76,-27.450000000000003,🚀 利潤擴張
N/A,-3.83,2025-12,⚪ 數據不足,秋雨,2025,-0.19,0.0,-5.56,50.0,50.73,9929.TW,N/A,11.1999998093,-0.73,-0.07,-7.95,🧐 疑業外收益
-1.87%,-2.54,2025-12,⚪ 數據不足,艾姆勒,2025,-0.6,0.0,47.37,64.65,50.63000000000001,2241.TW,14.37%,38.9000015259,14.02,-0.7,-28.349999999999994,🚀 利潤擴張
N/A,-13.81,2025-12,💎 強力關注,台汽電,2025,1.86,10.34003114774343,40.91,32.43,49.08,8926.TW,N/A,66.9000015259,-16.65,2.45,97.05000000000001,🧐 疑業外收益
-3.96%,6.33,2025-12,⚪ 數據不足,聯穎,2025,-0.69,0.0,36.7,51.74,48.510000000000005,3550.TW,15.39%,23.5499992371,3.23,-1.18,-40.49999999999999,🚀 利潤擴張
N/A,-16.18,2025-12,💎 強力關注,至上,2025,1.62,11.263297466515958,-50.61,43.32,47.74,8112.TW,N/A,84.6999969482,-4.42,5.02,112.8,🧐 疑業外收益
N/A,7.0,2025-12,⚪ 數據不足,九暘,2025,-0.45,0.0,48.28,49.15,46.5,8040.TWO,N/A,95.0,2.65,-0.6,-21.750000000000004,🚀 利潤擴張
-377.43%,84.76,2025-12,⚪ 數據不足,富榮綱,2025,-0.41,0.0,26.09,57.53,45.28,3115.TWO,100.00%,9.1499996185,12.25,-0.44,-21.299999999999997,🏰 高護城河
-98.59%,-11.14,2025-12,⚪ 數據不足,巨鎧精密-創,2025,-0.11,0.0,84.06,20.75,45.260000000000005,2254.TW,-21.68%,63.7999992371,-24.51,-0.84,-9.6,🧐 疑業外收益
17.54%,14.71,2025-12,✅ 穩健價值,晟田,2025,0.99,12.601626016260164,65.0,61.11,45.05,4541.TWO,25.49%,46.5,16.06,2.03,55.349999999999994,🚀 利潤擴張
-21.05%,-0.45,2025-12,⚪ 數據不足,喬鼎,2025,-0.24,0.0,70.73,46.34,44.480000000000004,3057.TW,29.42%,21.5499992371,1.86,-0.88,-1.9500000000000017,🚀 利潤擴張
1.12%,-5.8,2025-12,⚪ 數據不足,宏遠,2025,-0.27,0.0,33.33,35.0,44.38,1460.TW,16.50%,7.0399999619,-9.38,-0.27,-9.9,🧐 疑業外收益
2.16%,4.46,2025-12,✅ 穩健價值,亞航,2025,0.89,15.406976744186043,64.81,49.25,44.36,2630.TW,8.38%,39.75,4.89,1.0,38.70000000000001,🚀 利潤擴張
N/A,-11.26,2025-12,⚪ 數據不足,得利影,2025,-0.28,0.0,-12.0,36.84,44.080000000000005,6144.TWO,N/A,14.5,-7.24,-0.36,-15.3,🧐 疑業外收益
N/A,-5.05,2025-12,✅ 穩健價值,亞翔,2025,17.33,12.48499399759904,33.18,63.03,43.99,6139.TW,N/A,728.0,19.04,30.51,874.6500000000001,🚀 利潤擴張
N/A,22.03,2025-12,⚪ 數據不足,彩晶,2025,-0.46,0.0,65.89,58.56,43.78,6116.TW,N/A,16.6499996185,14.78,-0.75,-30.6,🚀 利潤擴張
N/A,-3.85,2025-12,💎 強力關注,羅麗芬-KY,2025,2.63,5.480895714637681,34.87,42.35,43.550000000000004,6666.TW,N/A,41.5999984741,-1.2,2.42,113.85,🧐 疑業外收益
-60.61%,-8.43,2025-12,⚪ 數據不足,柏騰,2025,-0.93,0.0,43.83,33.33,42.96,3518.TW,-2.30%,30.7999992371,-9.63,-1.56,-64.95,🧐 疑業外收益
N/A,2.46,2025-12,⚪ 數據不足,劍湖山,2025,-0.37,0.0,9.76,50.0,42.67,5701.TWO,N/A,6.1300001144,7.33,-0.26,-13.2,🚀 利潤擴張
N/A,-8.18,2025-12,💎 強力關注,金益鼎,2025,5.11,7.849393746011486,35.9,36.36,42.46,8390.TWO,N/A,123.0,-6.1,6.6,235.05,🧐 疑業外收益
N/A,-0.95,2025-12,⚪ 數據不足,光鼎,2025,-0.17,0.0,45.16,38.64,42.35,6226.TW,N/A,12.8000001907,-3.71,-0.28,-11.4,🧐 疑業外收益
33.56%,-8.45,2025-12,💎 強力關注,宜進,2025,0.44,6.008064362298389,-53.62,29.85,42.0,1457.TW,6.94%,14.8999996185,-12.15,1.18,37.199999999999996,🧐 疑業外收益
16.61%,8.82,2025-12,💎 強力關注,強信-KY,2025,2.16,4.174372573513871,61.19,48.04,41.12,4560.TW,33.75%,31.6000003815,6.92,3.02,113.55,🚀 利潤擴張
-21.51%,-1.71,2025-12,⚪ 數據不足,精金,2025,-0.66,0.0,26.67,41.28,40.06,3049.TW,-12.51%,15.1499996185,1.22,-0.64,-30.15,🚀 利潤擴張
N/A,22.52,2025-12,💎 強力關注,隆大,2025,4.31,3.027307111666667,130.48,27.18,39.97,5519.TW,N/A,32.1500015259,-12.79,4.96,159.29999999999998,🧐 疑業外收益
7.04%,3.17,2025-12,💎 強力關注,春源,2025,1.74,4.100346152750865,50.0,40.61,39.88,2010.TW,10.75%,23.7000007629,0.73,2.32,86.69999999999999,🚀 利潤擴張
N/A,11.83,2025-12,💎 強力關注,潤泰材,2025,1.84,4.5798317724999995,91.67,48.0,39.69,8463.TW,N/A,21.7999992371,8.31,1.85,71.4,🚀 利潤擴張
-0.34%,-44.8,2025-12,⚪ 數據不足,富田-創,2025,0.67,0.0,-75.81,-1.45,39.66,4590.TW,30.54%,73.3000030518,-41.11,2.72,0.0,🌑 雙重衰退
7.12%,-5.08,2025-12,⚪ 中性觀察,正隆,2025,0.17,21.274510551862743,-61.36,34.55,39.4,1904.TW,20.98%,21.7000007629,-4.85,0.74,15.3,🧐 疑業外收益
N/A,37.32,2025-12,💎 強力關注,創惟,2025,4.65,6.047648136835675,145.74,66.87,39.27,6104.TWO,N/A,99.0,27.6,5.62,245.55,🚀 利潤擴張
3.25%,8.99,2025-12,💎 強力關注,增你強,2025,2.0,10.026845227946309,69.49,52.91,39.15,3028.TW,7.68%,74.6999969482,13.76,3.15,111.75,🚀 利潤擴張
16.35%,28.12,2025-12,⚠️ 追價風險,台達電,2025,16.47,42.659856223987894,52.5,70.65,38.89,2308.TW,34.59%,2255.0,31.76,23.14,792.9,🚀 利潤擴張
N/A,-2.65,2025-12,💎 強力關注,乙盛-KY,2025,3.37,9.835315645013724,42.19,30.95,38.69,5243.TW,N/A,107.5,-7.74,4.4,163.95,🧐 疑業外收益
N/A,8.7,2025-12,⚠️ 追價風險,金山電,2025,0.24,132.00000000000003,-53.85,48.33,38.54,8042.TWO,N/A,132.0,9.79,0.89,14.999999999999996,🚀 利潤擴張
N/A,29.16,2025-12,⚪ 數據不足,萊德光電-KY,2025,4.58,0.0,92.37,62.99,38.53,7717.TWO,N/A,560.0,24.46,6.13,0.0,🚀 利潤擴張
N/A,7.48,2025-12,💎 強力關注,統一實,2025,1.12,4.494535727568306,55.56,40.21,38.47,9907.TW,N/A,16.4500007629,1.74,1.36,54.900000000000006,🚀 利潤擴張
N/A,23.06,2025-12,💎 強力關注,尚凡*,2025,0.72,8.689138862509363,-83.78,56.72,38.44,5278.TWO,N/A,23.2000007629,18.28,1.05,40.05,🚀 利潤擴張
N/A,20.72,2025-12,💎 強力關注,廣明,2025,2.77,8.696604767349397,69.94,54.94,37.099999999999994,6188.TWO,N/A,79.4000015259,17.84,3.61,136.95,🚀 利潤擴張
N/A,16.6,2025-12,⚠️ 追價風險,建榮,2025,0.78,35.172414962375484,59.18,52.56,36.900000000000006,5340.TWO,N/A,91.8000030518,15.66,1.19,39.15,🚀 利潤擴張
14.28%,7.11,2025-12,⚠️ 追價風險,泓格,2025,1.73,22.006472491909385,20.98,46.3,36.86,3577.TWO,53.43%,136.0,9.44,2.37,92.69999999999999,🏰 高護城河
-460.25%,-14.57,2025-12,⚪ 數據不足,晟楠,2025,-0.64,0.0,-64.1,-25.0,36.43,3631.TWO,24.23%,33.25,-61.43,-0.7,-31.200000000000003,🌑 雙重衰退
-74.64%,3.93,2025-12,⚪ 數據不足,新零售,2025,-0.46,0.0,16.36,41.67,36.09,3085.TWO,73.88%,12.75,5.58,-0.56,-22.35,🏰 高護城河
N/A,17.84,2025-12,⚪ 中性觀察,眾達-KY,2025,3.53,19.555796316359697,180.65,34.45,35.99,4977.TW,N/A,180.5,-1.54,4.48,138.45000000000002,🧐 疑業外收益
N/A,0.34,2025-12,💎 強力關注,洛��,2025,2.87,4.1117145073700545,25.33,37.27,35.86000000000001,8077.TWO,N/A,53.0,1.41,6.04,193.35000000000002,🚀 利潤擴張
N/A,5.17,2025-12,💎 強力關注,精拓科,2025,3.74,7.80559646539028,16.15,40.71,35.83,4951.TWO,N/A,106.0,4.88,5.98,203.7,🚀 利潤擴張
2.06%,2.08,2025-12,⚠️ 追價風險,南亞,2025,-0.05,812.5000000000008,-113.16,35.71,35.59,1303.TW,9.25%,97.5,0.12,0.57,1.7999999999999983,🔄 轉虧為盈
N/A,16.83,2025-12,⚪ 中性觀察,均豪,2025,1.97,16.43730886850153,21.38,40.56,35.260000000000005,5443.TWO,N/A,107.5,5.3,2.59,98.1,🚀 利潤擴張
N/A,97.22,2025-12,💎 強力關注,新潤,2025,7.56,1.7402597732857144,253.27,38.72,35.0,6186.TWO,N/A,40.2000007629,3.72,7.81,346.49999999999994,🚀 利潤擴張
N/A,0.2,2025-12,⚪ 數據不足,亞元,2025,-0.98,0.0,-13.95,43.03,34.57,6109.TWO,N/A,11.3000001907,8.46,-0.94,-47.1,🚀 利潤擴張
N/A,-22.52,2025-12,⚪ 中性觀察,宏捷科,2025,2.03,21.396731054977714,-21.01,26.79,34.4,8086.TWO,N/A,144.0,-7.61,3.36,100.94999999999999,🧐 疑業外收益
9.68%,5.85,2025-12,⚪ 數據不足,興采,2025,-0.65,0.0,-3300.0,46.48,34.39,4433.TWO,22.41%,20.3999996185,12.09,1.06,-11.099999999999996,🔄 轉虧為盈
20.96%,80.63,2025-12,⚠️ 追價風險,奇鋐,2025,32.25,23.734761728851126,113.86,128.84,34.25,3017.TW,26.39%,2570.0,94.59,49.17,1624.2,🚀 利潤擴張
-127.15%,-12.96,2025-12,⚪ 數據不足,懷特,2025,-0.21,0.0,25.0,21.62,33.980000000000004,4108.TW,18.27%,12.3000001907,-12.36,-0.29,-11.25,🧐 疑業外收益
9.95%,2.72,2025-12,💎 強力關注,中櫃,2025,0.85,8.11808118081181,1.28,35.9,33.41,2613.TW,16.43%,22.0,2.49,1.14,40.64999999999999,🚀 利潤擴張
-5.24%,-42.87,2025-12,⚠️ 追價風險,昱捷,2025,0.28,30.844155844155843,-12.5,-9.38,33.059999999999995,3232.TWO,12.15%,23.75,-42.44,0.29,11.55,🌑 雙重衰退
N/A,29.97,2025-12,⚪ 中性觀察,正淩,2025,2.68,17.827130852340936,72.73,62.03,32.44,8147.TWO,N/A,148.5,29.59,3.08,124.95,🚀 利潤擴張
4.41%,14.08,2025-12,⚠️ 追價風險,大詠城,2025,0.21,24.863013176027398,-56.25,52.63,32.18000000000001,4538.TWO,14.69%,18.1499996185,20.45,0.29,10.95,🚀 利潤擴張
-48.58%,20.51,2025-12,⚠️ 追價風險,基亞,2025,0.06,64.47916825604166,109.23,46.94,31.659999999999997,3176.TWO,56.72%,30.9500007629,15.28,-0.78,7.2,🏰 高護城河
N/A,24.71,2025-12,✅ 穩健價值,大中,2025,6.13,12.360594795539035,35.03,56.88,31.640000000000004,6435.TWO,N/A,266.0,25.24,9.52,322.8,🚀 利潤擴張
