advice,price,pe,date,expansion,om,symbol,name,rev_yoy,est_price,prev_eps,prev_rev_yoy,gm,prev_year,status,eps_yoy,prev_eps_yoy,eps
✅ 穩健價值,99.6999969482,7.106200780342124,2026-03,0.6000000000000014,N/A,4951.TWO,精拓科,35.11,210.45,5.98,4.88,N/A,2025,🚀 利潤擴張,35.71,40.71,1.71
✅ 穩健價值,21.6000003815,7.105263283388157,2026-03,0.5700000000000003,35.36%,2838.TW,聯邦銀,17.29,45.6,1.29,4.5,94.34%,2025,🏰 高護城河,17.86,8.94,0.35
✅ 穩健價值,724.0,7.574014018202741,2026-03,0.28999999999999915,59.33%,3293.TWO,鈊象,19.67,1433.8500000000001,38.51,19.01,97.58%,2025,🏰 高護城河,19.96,19.82,11.18
⚪ 數據不足,33.0,0.0,2026-03,-0.07999999999999985,N/A,7760.TW,享溫馨,-1.33,0.0,0.68,-1.96,N/A,2025,🌑 雙重衰退,-1.41,-68.78,0.7
⚪ 數據不足,0.0,0.0,2026-03,-0.07999999999999985,N/A,7760.TWO,未知,-1.33,0.0,0.68,-1.96,N/A,2025,🌑 雙重衰退,-1.41,-68.78,0.7
❌ 暫避觀望,80.0,24.39024390243902,2026-03,-0.3099999999999987,N/A,6906.TW,現觀科,16.31,49.2,1.87,-11.58,N/A,2025,⚠️ 獲利稀釋,16.0,-48.45,0.6
⚪ 數據不足,78.1999969482,0.0,2026-03,-0.9000000000000004,N/A,6535.TWO,順藥,-13.62,-90.0,-2.05,-8.49,N/A,2025,🌑 雙重衰退,-14.52,19.44,-0.72
⚪ 中性觀察,39.75,8.079268292682928,2026-03,-1.0600000000000005,35.12%,2892.TW,第一金,12.82,73.8,1.87,7.59,78.99%,2025,🏰 高護城河,11.76,3.31,0.57
⚪ 數據不足,15.5,0.0,2026-03,-1.1400000000000006,N/A,6901.TW,鑽石投資,38.45,-65.25,-1.38,51.85,N/A,2025,⚠️ 獲利稀釋,37.31,53.38,-0.42
⚪ 中性觀察,27.2000007629,8.000000224382353,2026-03,-1.7799999999999994,N/A,5880.TW,合庫金,14.28,51.0,1.36,13.01,N/A,2025,⚠️ 獲利稀釋,12.5,7.94,0.36
⚪ 中性觀察,28.4500007629,7.239185944758271,2026-03,-1.8699999999999974,38.59%,2801.TW,彰銀,20.79,58.949999999999996,1.51,8.35,88.90%,2025,🏰 高護城河,18.92,13.53,0.44
⚪ 中性觀察,49.25,5.948067632850242,2026-03,-1.9099999999999984,N/A,5876.TW,上海商銀,11.29,124.19999999999999,3.06,3.7,N/A,2025,⚠️ 獲利稀釋,9.38,10.11,1.05
⚪ 數據不足,104.0,0.0,2026-03,-2.0799999999999983,N/A,7820.TWO,立盈,63.3,0.0,1.76,58.62,N/A,2025,⚠️ 獲利稀釋,61.22,4.79,0.79
⚪ 中性觀察,18.3500003815,5.5945123114329265,2026-03,-3.9000000000000004,41.10%,2834.TW,臺企銀,13.27,49.2,1.26,2.85,97.54%,2025,🏰 高護城河,9.37,2.44,0.35
⚪ 中性觀察,19.5,3.451327433628318,2026-03,-4.2900000000000205,N/A,2536.TW,宏普,404.29,84.75,3.19,327.05,N/A,2025,⚠️ 獲利稀釋,400.0,422.95,0.15
⚪ 數據不足,8.0500001907,0.0,2026-03,-5.049999999999997,-51.18%,2726.TWO,雅茗-KY,56.57,-105.6,-3.55,0.59,54.90%,2025,🏰 高護城河,51.52,-174.64,-0.33
❌ 暫避觀望,427.5,28.032786885245898,2026-03,-5.090000000000003,N/A,6415.TW,矽力*-KY,120.31,228.75000000000003,6.4,1.94,N/A,2025,⚠️ 獲利稀釋,115.22,8.14,1.98
⚪ 中性觀察,46.2000007629,8.555555696833332,2026-03,-6.640000000000001,40.48%,2884.TW,玉山金,19.37,81.0,2.12,20.44,91.14%,2025,🏰 高護城河,12.73,30.06,0.62
⚪ 數據不足,16.3999996185,0.0,2026-03,-6.729999999999997,-9.23%,4171.TWO,瑞基,56.73,-79.95,-1.93,12.71,73.67%,2025,🏰 高護城河,50.0,8.21,-0.09
⚪ 中性觀察,70.4000015259,6.970297180782178,2026-03,-7.1,31.38%,2891.TW,中信金,22.25,151.5,4.08,29.29,70.98%,2025,🏰 高護城河,15.15,11.73,1.18
⚪ 中性觀察,154.5,7.5402635431918,2026-03,-9.66,22.46%,2881.TW,富邦金,-10.41,307.35,8.37,9.74,42.21%,2025,🌑 雙重衰退,-20.07,-21.56,2.4
⚪ 中性觀察,28.7999992371,5.37313418602612,2026-03,-10.07,42.63%,4911.TWO,德英,-52.83,80.39999999999999,2.18,24.13,85.36%,2025,🏰 高護城河,-62.9,26.01,0.23
⚪ 中性觀察,20.5,2.348224513172967,2026-03,-10.710000000000008,10.37%,2528.TW,皇普,-98.55,130.95000000000002,3.65,130.3,15.63%,2025,🌑 雙重衰退,-109.26,12.42,-0.11
⚪ 中性觀察,90.1999969482,5.305882173423529,2026-03,-10.719999999999999,N/A,6534.TW,正瀚-創,17.4,255.0,4.51,11.21,N/A,2025,⚠️ 獲利稀釋,6.68,-2.59,4.15
⚪ 數據不足,17.75,0.0,2026-03,-11.030000000000001,N/A,6958.TW,日盛台駿,174.36,-70.65,-2.38,-7.09,N/A,2025,🔄 轉虧為盈,163.33,-280.56,0.2
⚪ 中性觀察,19.2000007629,5.026178210183246,2026-03,-11.209999999999999,51.96%,2812.TW,台中銀,13.77,57.300000000000004,1.53,6.96,93.02%,2025,🏰 高護城河,2.56,0.0,0.4
⚪ 數據不足,27.8500003815,0.0,2026-03,-11.850000000000023,N/A,6598.TW,ABC-KY,168.99,-61.349999999999994,-1.96,38.52,N/A,2025,🔄 轉虧為盈,157.14,22.83,0.2
❌ 暫避觀望,92.8000030518,83.60360635297299,2026-03,-12.140000000000015,-3.65%,3141.TWO,晶宏,149.28,16.65,0.54,7.08,38.56%,2025,⚠️ 獲利稀釋,137.14,-54.31,0.84
⚪ 數據不足,11.0,0.0,2026-03,-13.820000000000007,-2853.40%,1453.TW,大將,72.15,-1.05,0.04,7.27,912.85%,2025,🏰 高護城河,58.33,100.0,-0.05
⚪ 中性觀察,113.0,6.670602125147581,2026-03,-13.85,30.59%,2882.TW,國泰金,12.33,254.09999999999997,7.06,-2.04,62.29%,2025,🏰 高護城河,-1.52,-2.94,2.15
⚪ 中性觀察,45.7000007629,8.638941543081284,2026-03,-14.090000000000003,37.14%,2890.TW,永豐金,47.42,79.35,1.97,15.47,91.41%,2025,🏰 高護城河,33.33,4.57,0.76
⚪ 數據不足,5.5399999619,0.0,2025-09,-15.41,-5.22%,1589.TW,永冠-KY,16.77,-222.15,-2.71,18.73,7.87%,2025,⚠️ 獲利稀釋,1.36,65.91,-5.06
⚪ 中性觀察,13.5500001907,5.840517323577585,2026-03,-15.84,38.22%,2845.TW,遠東銀,11.99,34.800000000000004,0.93,0.06,102.49%,2025,🏰 高護城河,-3.85,-14.85,0.25
⚪ 數據不足,4.8499999046,0.0,2026-03,-15.91,N/A,5907.TW,大洋-KY,8.46,-159.0,-4.55,-14.95,N/A,2025,📉 獲利侵蝕,-7.45,-73.66,-1.01
⚪ 中性觀察,17.5,4.874651810584958,2026-03,-16.08,65.42%,2820.TW,華票,76.08,53.849999999999994,1.34,33.06,87.03%,2025,🏰 高護城河,60.0,31.37,0.48
⚪ 中性觀察,58.5999984741,6.926713767624114,2026-03,-16.12,N/A,5203.TW,訊連,20.0,126.89999999999999,3.63,18.91,N/A,2025,⚠️ 獲利稀釋,3.88,-9.05,1.34
⚪ 中性觀察,54.0,10.305343511450381,2026-03,-16.340000000000003,13.25%,1760.TW,寶齡富錦,98.16,78.60000000000001,2.22,1.66,52.35%,2025,🏰 高護城河,81.82,53.1,0.6
❌ 暫避觀望,138.0,68.65671641791045,2026-03,-17.090000000000003,9.16%,1597.TW,直得,197.09,30.150000000000002,0.91,9.81,38.83%,2025,⚠️ 獲利稀釋,180.0,-15.24,0.43
⚪ 中性觀察,99.6999969482,2.742024118487348,2026-03,-18.21,-95.04%,3708.TW,上緯投控,-54.13,545.4000000000001,35.57,-30.75,24.80%,2025,🌑 雙重衰退,-72.34,1276.65,0.13
⚪ 數據不足,41.4000015259,0.0,2026-03,-21.590000000000003,N/A,6542.TWO,隆中,54.92,-8.100000000000001,0.02,10.22,N/A,2025,⚠️ 獲利稀釋,33.33,-99.01,0.04
⚪ 中性觀察,23.8500003815,8.427561972261483,2026-03,-21.689999999999998,51.79%,2910.TW,統領,18.36,42.45,1.23,-14.47,87.61%,2025,🏰 高護城河,-3.33,8.85,0.29
⚪ 中性觀察,24.5499992371,8.102309979240923,2026-03,-22.47,N/A,4106.TW,雃博,122.47,45.45,1.2,0.74,N/A,2025,⚠️ 獲利稀釋,100.0,5.26,0.46
❌ 暫避觀望,581.0,191.1184210526316,2026-03,-22.839999999999975,N/A,4971.TWO,IET-KY,254.17,45.6,1.65,50.49,N/A,2025,⚠️ 獲利稀釋,231.33,146.97,1.97
⚪ 數據不足,196.5,0.0,2026-03,-23.32,N/A,3485.TWO,敘豐,-6.85,0.0,5.9,-10.06,N/A,2025,🌑 雙重衰退,-30.17,-17.37,1.69
❌ 暫避觀望,1150.0,32.49505510031082,2026-03,-23.950000000000003,N/A,6446.TW,藥華藥,76.92,530.85,13.64,60.61,N/A,2025,⚠️ 獲利稀釋,52.97,53.11,5.79
⚪ 中性觀察,158.0,13.37849280270957,2026-03,-25.2,N/A,6712.TWO,長聖,49.97,177.14999999999998,4.88,8.96,N/A,2025,⚠️ 獲利稀釋,24.77,7.69,1.39
⚪ 中性觀察,42.0,7.5403949730700175,2026-03,-26.030000000000005,N/A,6856.TWO,鑫傳,47.77,83.55000000000001,2.62,19.24,N/A,2025,⚠️ 獲利稀釋,21.74,-36.41,0.56
❌ 暫避觀望,21.6000003815,33.2307698176923,2026-03,-26.439999999999998,N/A,8076.TWO,伍豐,326.44,9.750000000000002,0.14,-11.54,N/A,2025,⚠️ 獲利稀釋,300.0,-90.28,0.16
⚪ 中性觀察,31.6000003815,4.056482719062901,2026-03,-27.14,34.02%,1442.TW,名軒,-55.17,116.85,3.03,-62.17,49.04%,2025,🌑 雙重衰退,-82.31,-57.74,0.23
⚪ 數據不足,0.0,0.0,2026-03,-27.559999999999995,N/A,7803.TW,雲象科技-創,-6.92,0.0,-2.29,91.93,N/A,2025,🌑 雙重衰退,-34.48,-67.15,-0.78
⚪ 數據不足,0.0,0.0,2026-03,-27.559999999999995,N/A,7803.TWO,未知,-6.92,0.0,-2.29,91.93,N/A,2025,🌑 雙重衰退,-34.48,-67.15,-0.78
⚪ 數據不足,12.8999996185,0.0,2026-03,-28.31,10.47%,2702.TW,華園,18.79,-24.3,-0.35,-2.27,89.24%,2025,🔄 轉虧為盈,-9.52,-234.62,0.19
⚪ 中性觀察,399.5,11.489790048892726,2026-03,-28.85,41.97%,4728.TWO,雙美,28.12,521.55,13.33,11.45,77.03%,2025,🏰 高護城河,-0.73,6.9,4.07
⚪ 中性觀察,40.75,7.821497120921305,2026-03,-28.87,N/A,8942.TWO,森鉅,20.98,78.15,1.83,-20.5,N/A,2025,📉 獲利侵蝕,-7.89,-66.05,1.05
⚪ 數據不足,79.0999984741,0.0,2026-03,-28.88,7.94%,2723.TW,美食-KY,39.9,-53.400000000000006,-2.47,-4.59,59.54%,2025,🔄 轉虧為盈,11.02,-175.3,1.31
⚪ 中性觀察,58.7999992371,5.5681817459375,2026-03,-30.67,N/A,6592.TW,和潤企業,55.42,158.4,4.72,-18.16,N/A,2025,⚠️ 獲利稀釋,24.75,10.4,0.76
⚪ 數據不足,178.0,0.0,2026-03,-31.44999999999999,N/A,6693.TWO,廣閎科,542.16,-26.700000000000003,-0.09,29.21,N/A,2025,🔄 轉虧為盈,510.71,-102.7,1.17
❌ 暫避觀望,39.0,79.59183673469389,2026-03,-34.69,3.21%,4741.TWO,泓瀚,244.69,7.35,0.29,-17.82,33.55%,2025,⚠️ 獲利稀釋,210.0,-85.43,0.31
⚪ 數據不足,23.1000003815,0.0,2026-03,-34.92,-1427.47%,1435.TW,中福,54.92,-14.1,-0.41,-43.98,64.71%,2025,🏰 高護城河,20.0,-51.85,-0.08
⚪ 數據不足,13.1000003815,0.0,2026-03,-35.099999999999994,N/A,3522.TWO,御嵿,125.1,-81.6,-2.66,27.85,N/A,2025,🔄 轉虧為盈,90.0,-17.7,0.4
⚪ 中性觀察,14.3500003815,3.9100818478201633,2026-03,-36.16,-1.56%,3056.TW,富華新,-63.16,55.05,1.07,-68.21,21.31%,2025,🌑 雙重衰退,-99.32,-82.6,0.01
⚪ 中性觀察,16.3500003815,5.4139074110927154,2026-03,-37.59000000000003,7.13%,1529.TW,樂事綠能,470.92,45.3,1.01,32.89,16.87%,2025,⚠️ 獲利稀釋,433.33,876.92,0.16
❌ 暫避觀望,17.6000003815,15.855856199549548,2026-03,-37.72999999999999,N/A,1463.TW,強盛新,-64.4,16.650000000000002,0.13,23.84,N/A,2025,🌑 雙重衰退,-102.13,-95.82,-0.01
❌ 暫避觀望,312.0,22.190611664295876,2026-03,-37.95,N/A,6870.TWO,騰雲,104.62,210.89999999999998,7.08,20.33,N/A,2025,⚠️ 獲利稀釋,66.67,40.48,1.1
⚪ 中性觀察,24.0499992371,4.503745175486891,2026-03,-38.26,N/A,6482.TWO,弘煜科,-33.46,80.1,2.32,-10.07,N/A,2025,🌑 雙重衰退,-71.72,-34.28,0.28
❌ 暫避觀望,586.0,61.68421052631579,2026-03,-38.51,N/A,7728.TWO,光焱科技,94.63,142.5,4.92,-6.16,N/A,2025,⚠️ 獲利稀釋,56.12,-45.05,1.53
⚪ 數據不足,96.6999969482,0.0,2026-03,-39.09,N/A,7842.TWO,天能綠電,86.87,0.0,4.01,123.22,N/A,2025,⚠️ 獲利稀釋,47.78,112.83,1.33
⚪ 數據不足,60.2000007629,0.0,2026-03,-39.849999999999994,N/A,7818.TW,溢泰實業,-12.84,0.0,5.65,-4.14,N/A,2025,🌑 雙重衰退,-52.69,-28.57,0.88
⚪ 數據不足,0.0,0.0,2026-03,-39.849999999999994,N/A,7818.TWO,未知,-12.84,0.0,5.65,-4.14,N/A,2025,🌑 雙重衰退,-52.69,-28.57,0.88
❌ 暫避觀望,117.0,17.00581395348837,2026-03,-39.860000000000014,14.28%,3577.TWO,泓格,130.77,103.20000000000002,2.37,9.44,53.43%,2025,🏰 高護城河,90.91,46.3,1.47
⚪ 數據不足,22.2000007629,0.0,2026-03,-39.879999999999995,6.07%,3288.TWO,點晶,123.55,-25.049999999999997,-0.64,-10.15,71.52%,2025,🏰 高護城河,83.67,-74.29,-0.08
⚪ 中性觀察,61.5,4.45329471397538,2026-03,-40.22,N/A,6024.TW,群益期,97.36,207.15,5.48,9.98,N/A,2025,⚠️ 獲利稀釋,57.14,-6.01,1.76
⚪ 數據不足,53.7999992371,0.0,2026-03,-40.43,N/A,6949.TW,沛爾生醫-創,50.51,-235.35000000000002,-7.23,60.07,N/A,2025,⚠️ 獲利稀釋,10.08,44.38,-1.18
❌ 暫避觀望,86.5999984741,47.32240353775956,2026-03,-40.510000000000005,N/A,6423.TWO,億而得,-6.55,27.450000000000003,0.58,2.34,N/A,2025,🌑 雙重衰退,-47.06,-39.36,0.28
⚪ 數據不足,47.5499992371,0.0,2026-03,-40.620000000000005,N/A,6961.TWO,旅天下,0.49,0.0,4.23,-8.56,N/A,2025,📉 獲利侵蝕,-40.13,16.53,1.9
⚪ 數據不足,3.4500000477,0.0,2026-03,-40.9,-1090.16%,4529.TWO,淳紳,40.9,-28.05,-0.74,-22.14,59.04%,2025,🏰 高護城河,0.0,42.64,-0.17
❌ 暫避觀望,12800.0,53.56545028456646,2026-03,-42.38999999999999,69.19%,2059.TW,川湖,81.21,3584.3999999999996,103.23,72.77,76.10%,2025,🏰 高護城河,38.82,59.82,36.58
⚪ 中性觀察,341.5,8.171811438143097,2026-03,-44.06000000000001,N/A,6788.TWO,華景電,77.29,626.85,17.36,19.97,N/A,2025,⚠️ 獲利稀釋,33.23,31.09,4.49
⚪ 中性觀察,37.1500015259,6.483420859668412,2026-03,-44.18000000000001,12.46%,2739.TW,寒舍,153.86,85.95,2.36,2.72,44.04%,2025,⚠️ 獲利稀釋,109.68,-56.22,1.3
⚪ 中性觀察,32.5999984741,3.0959162843399803,2026-03,-44.419999999999995,N/A,6212.TWO,理銘,-37.96,157.95000000000002,3.96,-55.31,N/A,2025,🌑 雙重衰退,-82.38,-34.98,0.4
⚪ 數據不足,850.0,0.0,2026-03,-46.32000000000001,N/A,7822.TW,倍利科,124.98,0.0,14.04,187.82,N/A,2025,⚠️ 獲利稀釋,78.66,279.4,4.93
⚪ 數據不足,97.0999984741,0.0,2026-03,-46.75,N/A,6028.TWO,公勝保經,11.65,0.0,7.86,5.26,N/A,2025,📉 獲利侵蝕,-35.1,-34.17,2.48
⚪ 中性觀察,223.5,14.244741873804971,2026-03,-47.19,N/A,6231.TWO,系微,47.19,235.35,6.66,4.64,N/A,2025,📉 獲利侵蝕,0.0,-9.63,1.7
⚪ 中性觀察,110.5,3.8434782608695652,2026-03,-47.68,N/A,5871.TW,中租-KY,47.02,431.25,11.24,-4.62,N/A,2025,📉 獲利侵蝕,-0.66,-13.92,3.26
⚪ 中性觀察,74.0999984741,9.986522705404314,2026-03,-48.0,18.42%,2423.TW,固緯,142.03,111.3,2.92,5.54,51.76%,2025,🏰 高護城河,94.03,20.66,1.3
❌ 暫避觀望,62.7999992371,42.72108791639455,2026-03,-48.8,N/A,7721.TW,微程式,88.8,22.050000000000004,0.55,-36.07,N/A,2025,⚠️ 獲利稀釋,40.0,-82.84,0.21
⚪ 數據不足,16.8500003815,0.0,2026-03,-48.970000000000006,N/A,8277.TWO,商丞,67.15,-14.85,-0.37,-16.98,N/A,2025,⚠️ 獲利稀釋,18.18,48.61,-0.09
⚪ 數據不足,17.7000007629,0.0,2026-03,-49.61999999999989,-63.16%,3576.TW,聯合再生,1122.35,-10.5,-0.77,-47.33,-18.77%,2025,🔄 轉虧為盈,1072.73,41.22,1.07
⚪ 數據不足,171.0,0.0,2026-03,-52.29,N/A,7772.TWO,耀穎,-19.71,0.0,1.86,12.72,N/A,2025,🌑 雙重衰退,-72.0,43.08,0.35
⚪ 中性觀察,89.5,4.742978272390037,2026-03,-54.99,N/A,6523.TWO,達爾膚,9.64,283.05,7.78,-5.92,N/A,2025,📉 獲利侵蝕,-45.35,-26.4,1.88
⚪ 數據不足,73.0,0.0,2026-03,-55.010000000000005,N/A,7811.TWO,民盛,-18.25,0.0,8.1,18.06,N/A,2025,🌑 雙重衰退,-73.26,-10.5,1.09
⚪ 數據不足,0.0,0.0,2026-03,-55.470000000000006,N/A,5236.TWO,凌陽創新,98.26,0.0,8.59,10.0,N/A,2025,⚠️ 獲利稀釋,42.79,4.12,2.97
❌ 暫避觀望,53.2999992371,23.27510883716157,2026-03,-55.730000000000004,N/A,6841.TWO,長佳智能,100.17,34.35,0.89,12.23,N/A,2025,⚠️ 獲利稀釋,44.44,183.87,0.26
⚪ 中性觀察,35.4500007629,10.613772683502994,2026-03,-55.77,N/A,6649.TWO,台生材,-44.23,50.099999999999994,1.4,128.22,N/A,2025,🌑 雙重衰退,-100.0,3600.0,0.0
⚪ 中性觀察,22.3999996185,6.070460601219512,2026-03,-55.970000000000006,14.06%,2903.TW,遠百,74.15,55.35000000000001,1.56,-2.68,54.41%,2025,🏰 高護城河,18.18,-5.49,0.39
⚪ 數據不足,44.25,0.0,2026-03,-56.31,N/A,8289.TWO,泰藝,356.31,-4.65,0.04,16.02,N/A,2025,⚠️ 獲利稀釋,300.0,-90.0,0.28
⚪ 中性觀察,49.0499992371,7.277447958026706,2026-03,-56.580000000000005,N/A,5530.TWO,龍巖,59.84,101.10000000000001,2.75,-2.7,N/A,2025,⚠️ 獲利稀釋,3.26,-28.2,0.95
⚪ 中性觀察,17.0499992371,10.029411315941175,2026-03,-57.19,-167.95%,2102.TW,泰豐,162.75,25.500000000000004,6.28,-0.57,20.10%,2025,⚠️ 獲利稀釋,105.56,721.43,0.01
⚪ 數據不足,31.2000007629,0.0,2026-03,-57.69,-26.13%,4131.TWO,浩泰,141.56,-19.05,-0.78,297.52,34.86%,2025,⚠️ 獲利稀釋,83.87,36.07,-0.05
⚪ 中性觀察,35.25,6.62593984962406,2026-03,-57.870000000000005,N/A,2524.TW,京城,-17.97,79.80000000000001,1.71,-60.41,N/A,2025,🌑 雙重衰退,-75.84,-77.57,0.36
⚪ 數據不足,25.0,0.0,2026-03,-58.480000000000004,N/A,6767.TWO,台微醫,27.71,-6.75,-0.49,-6.86,N/A,2025,🔄 轉虧為盈,-30.77,60.8,0.09
⚪ 中性觀察,20.8999996185,5.679347722418478,2026-03,-58.480000000000004,N/A,1731.TW,美吾華,65.98,55.2,1.36,6.61,N/A,2025,⚠️ 獲利稀釋,7.5,4.62,0.43
⚪ 中性觀察,79.0999984741,4.999999903546145,2026-03,-58.529999999999994,21.51%,4105.TWO,東洋,71.91,237.29999999999998,6.27,9.49,56.36%,2025,🏰 高護城河,13.38,7.55,1.78
⚪ 中性觀察,75.0,5.597014925373135,2026-03,-59.980000000000004,N/A,6918.TW,愛派司,55.78,200.99999999999997,5.16,8.61,N/A,2025,📉 獲利侵蝕,-4.2,-1.21,1.39
⚪ 數據不足,484.0,0.0,2026-03,-60.09,N/A,7795.TW,長廣,-17.44,0.0,3.11,-15.04,N/A,2025,🌑 雙重衰退,-77.53,-26.3,0.21
⚪ 數據不足,30.8500003815,0.0,2026-03,-61.379999999999995,N/A,7794.TWO,宏�硒撥s,46.86,0.0,2.72,18.71,N/A,2025,📉 獲利侵蝕,-14.52,169.31,0.53
⚪ 中性觀察,101.0,4.582577132486389,2026-03,-62.099999999999994,N/A,6703.TWO,軒郁,74.83,330.59999999999997,9.9,-8.29,N/A,2025,⚠️ 獲利稀釋,12.73,-2.0,1.87
⚪ 中性觀察,50.5,5.537280701754386,2026-03,-62.29,N/A,8432.TWO,東生華,90.14,136.79999999999998,3.63,19.79,N/A,2025,⚠️ 獲利稀釋,27.85,23.05,1.01
⚪ 中性觀察,57.7999992371,8.401162679811048,2026-03,-62.51,N/A,6925.TWO,意藍,32.15,103.2,3.11,14.61,N/A,2025,📉 獲利侵蝕,-30.36,8.39,0.39
⚪ 數據不足,11.6499996185,0.0,2026-03,-62.719999999999985,-77.27%,4154.TWO,樂威科-KY,131.64,-76.65,-1.82,-35.31,33.80%,2025,⚠️ 獲利稀釋,68.92,57.28,-0.25
⚪ 數據不足,351.0,0.0,2026-03,-62.94,N/A,6983.TWO,華洋精機,-8.7,0.0,4.46,24.42,N/A,2025,🌑 雙重衰退,-71.64,14.65,0.19
⚪ 中性觀察,79.3000030518,10.050697471711027,2026-03,-63.88999999999999,N/A,6277.TW,宏正,82.57,118.35000000000001,3.08,-1.49,N/A,2025,⚠️ 獲利稀釋,18.68,-25.6,1.08
⚪ 數據不足,8.0799999237,0.0,2026-03,-64.41,-377.43%,3115.TWO,富榮綱,53.3,-20.4,-0.44,12.25,100.00%,2025,🏰 高護城河,-11.11,57.53,-0.1
❌ 暫避觀望,3485.0,45.92172881802608,2026-03,-64.5,N/A,6510.TWO,精測,119.02,1138.3500000000001,30.41,33.33,N/A,2025,⚠️ 獲利稀釋,54.52,95.56,10.43
⚪ 數據不足,26.25,0.0,2026-03,-64.8,-9.00%,2401.TW,凌陽,131.47,-11.55,-0.37,-2.04,45.66%,2025,⚠️ 獲利稀釋,66.67,-181.82,-0.02
⚪ 數據不足,174.0,0.0,2026-03,-65.32,-58.74%,3228.TWO,金麗科,53.08,-77.55,-2.03,-27.25,58.46%,2025,🏰 高護城河,-12.24,-491.18,-0.55
⚪ 數據不足,12.1999998093,0.0,2026-03,-65.49999999999999,N/A,8107.TWO,大億金茂,177.04,-25.8,-0.53,2.06,N/A,2025,🔄 轉虧為盈,111.54,-129.28,0.03
❌ 暫避觀望,29.2000007629,41.12676163788732,2026-03,-65.56,1.38%,2365.TW,昆盈,165.56,10.65,0.32,-1.99,39.89%,2025,⚠️ 獲利稀釋,100.0,-50.0,0.14
⚪ 中性觀察,204.0,7.718501702610671,2026-03,-65.57999999999993,N/A,8271.TW,宇瞻,1985.02,396.44999999999993,6.7,41.93,N/A,2025,⚠️ 獲利稀釋,1919.44,209.22,14.54
⚪ 數據不足,263.5,0.0,2026-03,-65.58,N/A,6533.TW,晶心科,20.45,-405.15,-8.2,7.0,N/A,2025,📉 獲利侵蝕,-45.13,-20600.0,-3.28
⚪ 中性觀察,97.3000030518,4.790743626381093,2026-03,-65.6,N/A,5478.TWO,智冠,128.72,304.65000000000003,7.93,-3.78,N/A,2025,⚠️ 獲利稀釋,63.12,4.25,2.39
⚪ 中性觀察,94.5,9.264705882352942,2026-03,-65.85,N/A,6955.TW,邦睿生技-創,52.46,153.0,4.13,37.43,N/A,2025,📉 獲利侵蝕,-13.39,30.28,0.97
⚪ 數據不足,21.7999992371,0.0,2026-03,-66.11999999999999,-2058.21%,4168.TWO,醣聯,2.71,-77.1,-2.16,157.54,19.48%,2025,📉 獲利侵蝕,-63.41,0.95,-0.67
⚪ 數據不足,11.3500003815,0.0,2026-03,-66.42,-9.65%,2736.TWO,富野,99.75,-66.15,-1.83,36.07,51.65%,2025,🏰 高護城河,33.33,0.0,-0.1
⚪ 數據不足,41.5999984741,0.0,2026-03,-67.48,N/A,6405.TW,悅城,100.81,-52.05,-1.26,-99.4,N/A,2025,⚠️ 獲利稀釋,33.33,-68.0,-0.26
⚪ 中性觀察,377.5,12.923656282095173,2026-03,-69.93,N/A,7749.TW,意騰-KY,111.76,438.15000000000003,11.77,85.22,N/A,2025,⚠️ 獲利稀釋,41.83,67.87,3.56
❌ 暫避觀望,19820.0,78.13300745062482,2026-03,-70.53999999999999,N/A,5274.TWO,信驊,130.07,3805.05,103.92,40.64,N/A,2025,⚠️ 獲利稀釋,59.53,52.82,37.41
⚪ 中性觀察,35.25,4.191438763376932,2026-03,-71.35,N/A,2539.TW,櫻花建,14.66,126.15,3.46,55.27,N/A,2025,📉 獲利侵蝕,-56.69,21.4,0.68
❌ 暫避觀望,2480.0,15.085158150851582,2026-03,-71.47000000000001,54.00%,2330.TW,台積電,129.86,2466.0,66.26,31.61,62.33%,2025,🏰 高護城河,58.39,46.42,22.08
❌ 暫避觀望,30.5499992371,29.095237368666666,2026-03,-71.77,N/A,5601.TWO,台聯櫃,71.77,15.75,0.42,1.81,N/A,2025,📉 獲利侵蝕,0.0,7.69,0.1
❌ 暫避觀望,47.3499984741,15.323624101650486,2026-03,-73.16,N/A,6570.TWO,維田,232.25,46.349999999999994,1.29,3.05,N/A,2025,⚠️ 獲利稀釋,159.09,-18.87,0.57
⚪ 數據不足,34.2000007629,0.0,2026-03,-73.19999999999999,N/A,6492.TWO,生華科,64.38,-106.50000000000001,-2.97,7.0,N/A,2025,📉 獲利侵蝕,-8.82,10.09,-0.75
⚪ 中性觀察,85.8000030518,5.174909713618819,2026-03,-73.75,24.73%,3158.TWO,嘉實,76.49,248.7,7.27,7.07,63.24%,2025,🏰 高護城河,2.74,-10.36,1.5
⚪ 中性觀察,84.5999984741,3.133333276818519,2026-03,-74.55,N/A,8446.TWO,華研,28.0,404.99999999999994,10.3,-21.14,N/A,2025,📉 獲利侵蝕,-46.55,-9.97,1.78
⚪ 數據不足,8.9899997711,0.0,2026-03,-75.18,81.17%,4157.TWO,太景*-KY,108.51,-5.7,0.06,72.24,98.33%,2025,🏰 高護城河,33.33,220.0,-0.02
⚪ 中性觀察,15.8000001907,6.245059363913043,2026-03,-75.22999999999999,N/A,6026.TWO,福邦證,53.01,37.95,1.72,-0.65,N/A,2025,📉 獲利侵蝕,-22.22,54.95,0.07
