rev_yoy,gm,om,prev_year,prev_rev_yoy,date,advice,prev_eps_yoy,name,eps,status,est_price,eps_yoy,pe,prev_eps,expansion,symbol,price
-1.33,N/A,N/A,2025,-1.96,2026-03,⚪ 數據不足,-68.78,享溫馨,0.7,🌑 雙重衰退,0.0,-1.41,0.0,0.68,-0.07999999999999985,7760.TW,33.5999984741
-1.33,N/A,N/A,2025,-1.96,2026-03,⚪ 數據不足,-68.78,未知,0.7,🌑 雙重衰退,0.0,-1.41,0.0,0.68,-0.07999999999999985,7760.TWO,0.0
16.31,N/A,N/A,2025,-11.58,2026-03,❌ 暫避觀望,-48.45,現觀科,0.6,⚠️ 獲利稀釋,49.2,16.0,28.07926782746951,1.87,-0.3099999999999987,6906.TW,92.0999984741
-13.62,N/A,N/A,2025,-8.49,2026-03,⚪ 數據不足,19.44,順藥,-0.72,🌑 雙重衰退,-90.0,-14.52,0.0,-2.05,-0.9000000000000004,6535.TWO,103.0
12.82,78.99%,35.12%,2025,7.59,2026-03,⚪ 中性觀察,3.31,第一金,0.57,🏰 高護城河,73.8,11.76,6.626015950020324,1.87,-1.0600000000000005,2892.TW,32.5999984741
38.45,N/A,N/A,2025,51.85,2026-03,⚪ 數據不足,53.38,鑽石投資,-0.42,⚠️ 獲利稀釋,-65.25,37.31,0.0,-1.38,-1.1400000000000006,6901.TW,16.5499992371
14.28,N/A,N/A,2025,13.01,2026-03,⚪ 中性觀察,7.94,合庫金,0.36,⚠️ 獲利稀釋,51.0,12.5,7.279411764705882,1.36,-1.7799999999999994,5880.TW,24.75
20.79,88.90%,38.59%,2025,8.35,2026-03,⚪ 中性觀察,13.53,彰銀,0.44,🏰 高護城河,58.949999999999996,18.92,5.814249460941476,1.51,-1.8699999999999974,2801.TW,22.8500003815
11.29,N/A,N/A,2025,3.7,2026-03,⚪ 中性觀察,10.11,上海商銀,1.05,⚠️ 獲利稀釋,124.19999999999999,9.38,5.132850241545894,3.06,-1.9099999999999984,5876.TW,42.5
63.3,N/A,N/A,2025,58.62,2026-03,⚪ 數據不足,4.79,立盈,0.79,⚠️ 獲利稀釋,0.0,61.22,0.0,1.76,-2.0799999999999983,7820.TWO,118.0
13.27,97.54%,41.10%,2025,2.85,2026-03,⚪ 中性觀察,2.44,臺企銀,0.35,🏰 高護城河,49.2,9.37,5.335365853658536,1.26,-3.9000000000000004,2834.TW,17.5
56.57,54.90%,-51.18%,2025,0.59,2026-03,⚪ 數據不足,-174.64,雅茗-KY,-0.33,🏰 高護城河,-105.6,51.52,0.0,-3.55,-5.049999999999997,2726.TWO,9.8000001907
120.31,N/A,N/A,2025,1.94,2026-03,❌ 暫避觀望,8.14,矽力*-KY,1.98,⚠️ 獲利稀釋,228.75000000000003,115.22,41.24590163934426,6.4,-5.090000000000003,6415.TW,629.0
19.37,91.14%,40.48%,2025,20.44,2026-03,⚪ 中性觀察,30.06,玉山金,0.62,🏰 高護城河,81.0,12.73,6.55555583812963,2.12,-6.640000000000001,2884.TW,35.4000015259
56.73,73.67%,-9.23%,2025,12.71,2026-03,⚪ 數據不足,8.21,瑞基,-0.09,🏰 高護城河,-79.95,50.0,0.0,-1.93,-6.729999999999997,4171.TWO,17.2999992371
22.25,70.98%,31.38%,2025,29.29,2026-03,⚪ 中性觀察,11.73,中信金,1.18,🏰 高護城河,151.5,15.15,7.118812032267327,4.08,-7.1,2891.TW,71.9000015259
-10.41,42.21%,22.46%,2025,9.74,2026-03,⚪ 中性觀察,-21.56,富邦金,2.4,🌑 雙重衰退,307.35,-20.07,6.734992679355782,8.37,-9.66,2881.TW,138.0
-52.83,85.36%,42.63%,2025,24.13,2026-03,⚪ 中性觀察,26.01,德英,0.23,🏰 高護城河,80.39999999999999,-62.9,5.8022388771455224,2.18,-10.07,4911.TWO,31.1000003815
-98.55,15.63%,10.37%,2025,130.3,2026-03,⚪ 中性觀察,12.42,皇普,-0.11,🌑 雙重衰退,130.95000000000002,-109.26,2.5658647902061857,3.65,-10.710000000000008,2528.TW,22.3999996185
17.4,N/A,N/A,2025,11.21,2026-03,⚪ 中性觀察,-2.59,正瀚-創,4.15,⚠️ 獲利稀釋,255.0,6.68,5.470588235294118,4.51,-10.719999999999999,6534.TW,93.0
174.36,N/A,N/A,2025,-7.09,2026-03,⚪ 數據不足,-280.56,日盛台駿,0.2,🔄 轉虧為盈,-70.65,163.33,0.0,-2.38,-11.030000000000001,6958.TW,17.2000007629
13.77,93.02%,51.96%,2025,6.96,2026-03,⚪ 中性觀察,0.0,台中銀,0.4,🏰 高護城河,57.300000000000004,2.56,5.183245873586387,1.53,-11.209999999999999,2812.TW,19.7999992371
168.99,N/A,N/A,2025,38.52,2026-03,⚪ 數據不足,22.83,ABC-KY,0.2,🔄 轉虧為盈,-61.349999999999994,157.14,0.0,-1.96,-11.850000000000023,6598.TW,24.1499996185
149.28,38.56%,-3.65%,2025,7.08,2026-03,❌ 暫避觀望,-54.31,晶宏,0.84,⚠️ 獲利稀釋,16.65,137.14,66.66666666666667,0.54,-12.140000000000015,3141.TWO,74.0
72.15,912.85%,-2853.40%,2025,7.27,2026-03,⚪ 數據不足,100.0,大將,-0.05,🏰 高護城河,-1.05,58.33,0.0,0.04,-13.820000000000007,1453.TW,11.8000001907
12.33,62.29%,30.59%,2025,-2.04,2026-03,⚪ 中性觀察,-2.94,國泰金,2.15,🏰 高護城河,254.09999999999997,-1.52,6.818181818181819,7.06,-13.85,2882.TW,115.5
47.42,91.41%,37.14%,2025,15.47,2026-03,⚪ 中性觀察,4.57,永豐金,0.76,🏰 高護城河,79.35,33.33,7.5236293453875245,1.97,-14.090000000000003,2890.TW,39.7999992371
16.77,7.87%,-5.22%,2025,18.73,2025-09,⚪ 數據不足,65.91,永冠-KY,-5.06,⚠️ 獲利稀釋,0.0,1.36,0.0,-2.71,-15.41,1589.TW,0.0
11.99,102.49%,38.22%,2025,0.06,2026-03,⚪ 中性觀察,-14.85,遠東銀,0.25,🏰 高護城河,34.800000000000004,-3.85,5.581896469525861,0.93,-15.84,2845.TW,12.9499998093
8.46,N/A,N/A,2025,-14.95,2026-03,⚪ 數據不足,-73.66,大洋-KY,-1.01,📉 獲利侵蝕,-159.0,-7.45,0.0,-4.55,-15.91,5907.TW,5.0999999046
76.08,87.03%,65.42%,2025,33.06,2026-03,⚪ 中性觀察,31.37,華票,0.48,🏰 高護城河,53.849999999999994,60.0,4.972144953064067,1.34,-16.08,2820.TW,17.8500003815
20.0,N/A,N/A,2025,18.91,2026-03,⚪ 中性觀察,-9.05,訊連,1.34,⚠️ 獲利稀釋,126.89999999999999,3.88,8.156028368794328,3.63,-16.12,5203.TW,69.0
98.16,52.35%,13.25%,2025,1.66,2026-03,⚪ 中性觀察,53.1,寶齡富錦,0.6,🏰 高護城河,78.60000000000001,81.82,11.431298001125954,2.22,-16.340000000000003,1760.TW,59.9000015259
197.09,38.83%,9.16%,2025,9.81,2026-03,❌ 暫避觀望,-15.24,直得,0.43,⚠️ 獲利稀釋,30.150000000000002,180.0,78.60696517412934,0.91,-17.090000000000003,1597.TW,158.0
-54.13,24.80%,-95.04%,2025,-30.75,2026-03,⚪ 中性觀察,1276.65,上緯投控,0.13,🌑 雙重衰退,545.4000000000001,-72.34,3.2040704070407036,35.57,-18.21,3708.TW,116.5
54.92,N/A,N/A,2025,10.22,2026-03,⚪ 數據不足,-99.01,隆中,0.04,⚠️ 獲利稀釋,-8.100000000000001,33.33,0.0,0.02,-21.590000000000003,6542.TWO,48.0
18.36,87.61%,51.79%,2025,-14.47,2026-03,⚪ 中性觀察,8.85,統領,0.29,🏰 高護城河,42.45,-3.33,8.162544304416961,1.23,-21.689999999999998,2910.TW,23.1000003815
122.47,N/A,N/A,2025,0.74,2026-03,⚪ 中性觀察,5.26,雃博,0.46,⚠️ 獲利稀釋,45.45,100.0,7.7227721513201315,1.2,-22.47,4106.TW,23.3999996185
254.17,N/A,N/A,2025,50.49,2026-03,❌ 暫避觀望,146.97,IET-KY,1.97,⚠️ 獲利稀釋,45.6,231.33,190.1315789473684,1.65,-22.839999999999975,4971.TWO,578.0
-6.85,N/A,N/A,2025,-10.06,2026-03,⚪ 數據不足,-17.37,敘豐,1.69,🌑 雙重衰退,0.0,-30.17,0.0,5.9,-23.32,3485.TWO,311.0
76.92,N/A,N/A,2025,60.61,2026-03,❌ 暫避觀望,53.11,藥華藥,5.79,⚠️ 獲利稀釋,530.85,52.97,29.951963831590845,13.64,-23.950000000000003,6446.TW,1060.0
47.77,N/A,N/A,2025,19.24,2026-03,⚪ 中性觀察,-36.41,鑫傳,0.56,⚠️ 獲利稀釋,83.55000000000001,21.74,8.294434607342907,2.62,-26.030000000000005,6856.TWO,46.2000007629
326.44,N/A,N/A,2025,-11.54,2026-03,❌ 暫避觀望,-90.28,伍豐,0.16,⚠️ 獲利稀釋,9.750000000000002,300.0,39.615384615384606,0.14,-26.439999999999998,8076.TWO,25.75
-55.17,49.04%,34.02%,2025,-62.17,2026-03,⚪ 中性觀察,-57.74,名軒,0.23,🌑 雙重衰退,116.85,-82.31,3.594351732991014,3.03,-27.14,1442.TW,28.0
-6.92,N/A,N/A,2025,91.93,2026-03,⚪ 數據不足,-67.15,雲象科技-創,-0.78,🌑 雙重衰退,0.0,-34.48,0.0,-2.29,-27.559999999999995,7803.TW,0.0
-6.92,N/A,N/A,2025,91.93,2026-03,⚪ 數據不足,-67.15,未知,-0.78,🌑 雙重衰退,0.0,-34.48,0.0,-2.29,-27.559999999999995,7803.TWO,0.0
18.79,89.24%,10.47%,2025,-2.27,2026-03,⚪ 數據不足,-234.62,華園,0.19,🔄 轉虧為盈,-24.3,-9.52,0.0,-0.35,-28.31,2702.TW,13.0
28.12,77.03%,41.97%,2025,11.45,2026-03,⚪ 中性觀察,6.9,雙美,4.07,🏰 高護城河,521.55,-0.73,10.813920046016682,13.33,-28.85,4728.TWO,376.0
20.98,N/A,N/A,2025,-20.5,2026-03,⚪ 中性觀察,-66.05,森鉅,1.05,📉 獲利侵蝕,78.15,-7.89,8.119001772955855,1.83,-28.87,8942.TWO,42.2999992371
39.9,59.54%,7.94%,2025,-4.59,2026-03,⚪ 數據不足,-175.3,美食-KY,1.31,🔄 轉虧為盈,-53.400000000000006,11.02,0.0,-2.47,-28.88,2723.TW,66.9000015259
55.42,N/A,N/A,2025,-18.16,2026-03,⚪ 中性觀察,10.4,和潤企業,0.76,⚠️ 獲利稀釋,158.4,24.75,6.183712410208334,4.72,-30.67,6592.TW,65.3000030518
542.16,N/A,N/A,2025,29.21,2026-03,⚪ 數據不足,-102.7,廣閎科,1.17,🔄 轉虧為盈,-26.700000000000003,510.71,0.0,-0.09,-31.44999999999999,6693.TWO,215.0
244.69,33.55%,3.21%,2025,-17.82,2026-03,❌ 暫避觀望,-85.43,泓瀚,0.31,⚠️ 獲利稀釋,7.35,210.0,131.83673157979592,0.29,-34.69,4741.TWO,64.5999984741
54.92,64.71%,-1427.47%,2025,-43.98,2026-03,⚪ 數據不足,-51.85,中福,-0.08,🏰 高護城河,-14.1,20.0,0.0,-0.41,-34.92,1435.TW,14.1000003815
-63.16,21.31%,-1.56%,2025,-68.21,2026-03,⚪ 中性觀察,-82.6,富華新,0.01,🌑 雙重衰退,55.05,-99.32,4.155313351498638,1.07,-36.16,3056.TW,15.25
470.92,16.87%,7.13%,2025,32.89,2026-03,⚪ 中性觀察,876.92,樂事綠能,0.16,⚠️ 獲利稀釋,45.3,433.33,7.582781330629141,1.01,-37.59000000000003,1529.TW,22.8999996185
-64.4,N/A,N/A,2025,23.84,2026-03,❌ 暫避觀望,-95.82,強盛新,-0.01,🌑 雙重衰退,16.650000000000002,-102.13,15.855856199549548,0.13,-37.72999999999999,1463.TW,17.6000003815
104.62,N/A,N/A,2025,20.33,2026-03,❌ 暫避觀望,40.48,騰雲,1.1,⚠️ 獲利稀釋,210.89999999999998,66.67,20.305832147937412,7.08,-37.95,6870.TWO,285.5
-33.46,N/A,N/A,2025,-10.07,2026-03,⚪ 中性觀察,-34.28,弘煜科,0.28,🌑 雙重衰退,80.1,-71.72,5.552434385486892,2.32,-38.26,6482.TWO,29.6499996185
94.63,N/A,N/A,2025,-6.16,2026-03,❌ 暫避觀望,-45.05,光焱科技,1.53,⚠️ 獲利稀釋,142.5,56.12,74.94736842105263,4.92,-38.51,7728.TWO,712.0
86.87,N/A,N/A,2025,123.22,2026-03,⚪ 數據不足,112.83,天能綠電,1.33,⚠️ 獲利稀釋,0.0,47.78,0.0,4.01,-39.09,7842.TWO,101.0
-12.84,N/A,N/A,2025,-4.14,2026-03,⚪ 數據不足,-28.57,溢泰實業,0.88,🌑 雙重衰退,0.0,-52.69,0.0,5.65,-39.849999999999994,7818.TW,62.2000007629
-12.84,N/A,N/A,2025,-4.14,2026-03,⚪ 數據不足,-28.57,未知,0.88,🌑 雙重衰退,0.0,-52.69,0.0,5.65,-39.849999999999994,7818.TWO,0.0
130.77,53.43%,14.28%,2025,9.44,2026-03,❌ 暫避觀望,46.3,泓格,1.47,🏰 高護城河,103.20000000000002,90.91,17.65988372093023,2.37,-39.860000000000014,3577.TWO,121.5
123.55,71.52%,6.07%,2025,-10.15,2026-03,⚪ 數據不足,-74.29,點晶,-0.08,🏰 高護城河,-25.049999999999997,83.67,0.0,-0.64,-39.879999999999995,3288.TWO,20.8999996185
97.36,N/A,N/A,2025,9.98,2026-03,⚪ 中性觀察,-6.01,群益期,1.76,⚠️ 獲利稀釋,207.15,57.14,4.48950036205648,5.48,-40.22,6024.TW,62.0
50.51,N/A,N/A,2025,60.07,2026-03,⚪ 數據不足,44.38,沛爾生醫-創,-1.18,⚠️ 獲利稀釋,-235.35000000000002,10.08,0.0,-7.23,-40.43,6949.TW,911.0
-6.55,N/A,N/A,2025,2.34,2026-03,❌ 暫避觀望,-39.36,億而得,0.28,🌑 雙重衰退,27.450000000000003,-47.06,45.19125516295082,0.58,-40.510000000000005,6423.TWO,82.6999969482
0.49,N/A,N/A,2025,-8.56,2026-03,⚪ 數據不足,16.53,旅天下,1.9,📉 獲利侵蝕,0.0,-40.13,0.0,4.23,-40.620000000000005,6961.TWO,55.7999992371
40.9,59.04%,-1090.16%,2025,-22.14,2026-03,⚪ 數據不足,42.64,淳紳,-0.17,🏰 高護城河,-28.05,0.0,0.0,-0.74,-40.9,4529.TWO,4.7800002098
81.21,76.10%,69.19%,2025,72.77,2026-03,❌ 暫避觀望,59.82,川湖,36.58,🏰 高護城河,3584.3999999999996,38.82,28.728657515902245,103.23,-42.38999999999999,2059.TW,6865.0
77.29,N/A,N/A,2025,19.97,2026-03,⚪ 中性觀察,31.09,華景電,4.49,⚠️ 獲利稀釋,626.85,33.23,10.480976310122038,17.36,-44.06000000000001,6788.TWO,438.0
153.86,44.04%,12.46%,2025,2.72,2026-03,⚪ 中性觀察,-56.22,寒舍,1.3,⚠️ 獲利稀釋,85.95,109.68,6.2478183659860385,2.36,-44.18000000000001,2739.TW,35.7999992371
-37.96,N/A,N/A,2025,-55.31,2026-03,⚪ 中性觀察,-34.98,理銘,0.4,🌑 雙重衰退,157.95000000000002,-82.38,2.7302943969610634,3.96,-44.419999999999995,6212.TWO,28.75
124.98,N/A,N/A,2025,187.82,2026-03,⚪ 數據不足,279.4,倍利科,4.93,⚠️ 獲利稀釋,0.0,78.66,0.0,14.04,-46.32000000000001,7822.TW,1165.0
11.65,N/A,N/A,2025,5.26,2026-03,⚪ 數據不足,-34.17,公勝保經,2.48,📉 獲利侵蝕,0.0,-35.1,0.0,7.86,-46.75,6028.TWO,80.0
47.19,N/A,N/A,2025,4.64,2026-03,❌ 暫避觀望,-9.63,系微,1.7,📉 獲利侵蝕,235.35,0.0,17.654557042702358,6.66,-47.19,6231.TWO,277.0
47.02,N/A,N/A,2025,-4.62,2026-03,⚪ 中性觀察,-13.92,中租-KY,3.26,📉 獲利侵蝕,431.25,-0.66,3.965217391304348,11.24,-47.68,5871.TW,114.0
142.03,51.76%,18.42%,2025,5.54,2026-03,⚪ 中性觀察,20.66,固緯,1.3,🏰 高護城河,111.3,94.03,10.471697701913746,2.92,-48.0,2423.TW,77.6999969482
88.8,N/A,N/A,2025,-36.07,2026-03,❌ 暫避觀望,-82.84,微程式,0.21,⚠️ 獲利稀釋,22.050000000000004,40.0,51.08843433612245,0.55,-48.8,7721.TW,75.0999984741
67.15,N/A,N/A,2025,-16.98,2026-03,⚪ 數據不足,48.61,商丞,-0.09,⚠️ 獲利稀釋,-14.85,18.18,0.0,-0.37,-48.970000000000006,8277.TWO,9.5500001907
1122.35,-18.77%,-63.16%,2025,-47.33,2026-03,⚪ 數據不足,41.22,聯合再生,1.07,🔄 轉虧為盈,-10.5,1072.73,0.0,-0.77,-49.61999999999989,3576.TW,18.0
-19.71,N/A,N/A,2025,12.72,2026-03,⚪ 數據不足,43.08,耀穎,0.35,🌑 雙重衰退,0.0,-72.0,0.0,1.86,-52.29,7772.TWO,144.0
9.64,N/A,N/A,2025,-5.92,2026-03,⚪ 中性觀察,-26.4,達爾膚,1.88,📉 獲利侵蝕,283.05,-45.35,5.1828300504398515,7.78,-54.99,6523.TWO,97.8000030518
-18.25,N/A,N/A,2025,18.06,2026-03,⚪ 數據不足,-10.5,民盛,1.09,🌑 雙重衰退,0.0,-73.26,0.0,8.1,-55.010000000000005,7811.TWO,79.0999984741
98.26,N/A,N/A,2025,10.0,2026-03,⚪ 中性觀察,4.12,凌陽創新,2.97,⚠️ 獲利稀釋,333.00000000000006,42.79,7.477477477477477,8.59,-55.470000000000006,5236.TWO,166.0
100.17,N/A,N/A,2025,12.23,2026-03,❌ 暫避觀望,183.87,長佳智能,0.26,⚠️ 獲利稀釋,34.35,44.44,26.506550551484715,0.89,-55.730000000000004,6841.TWO,60.7000007629
-44.23,N/A,N/A,2025,128.22,2026-03,⚪ 中性觀察,3600.0,台生材,0.0,🌑 雙重衰退,50.099999999999994,-100.0,11.227544910179642,1.4,-55.77,6649.TWO,37.5
74.15,54.41%,14.06%,2025,-2.68,2026-03,⚪ 中性觀察,-5.49,遠百,0.39,🏰 高護城河,55.35000000000001,18.18,6.490515111897018,1.56,-55.970000000000006,2903.TW,23.9500007629
356.31,N/A,N/A,2025,16.02,2026-03,⚪ 數據不足,-90.0,泰藝,0.28,⚠️ 獲利稀釋,-4.65,300.0,0.0,0.04,-56.31,8289.TWO,67.0999984741
59.84,N/A,N/A,2025,-2.7,2026-03,⚪ 中性觀察,-28.2,龍巖,0.95,⚠️ 獲利稀釋,101.10000000000001,3.26,7.329377080994066,2.75,-56.580000000000005,5530.TWO,49.4000015259
162.75,20.10%,-167.95%,2025,-0.57,2026-03,⚪ 中性觀察,721.43,泰豐,0.01,⚠️ 獲利稀釋,25.500000000000004,105.56,10.794117871470586,6.28,-57.19,2102.TW,18.3500003815
141.56,34.86%,-26.13%,2025,297.52,2026-03,⚪ 數據不足,36.07,浩泰,-0.05,⚠️ 獲利稀釋,-19.05,83.87,0.0,-0.78,-57.69,4131.TWO,36.7999992371
-17.97,N/A,N/A,2025,-60.41,2026-03,⚪ 中性觀察,-77.57,京城,0.36,🌑 雙重衰退,79.80000000000001,-75.84,7.37781954887218,1.71,-57.870000000000005,2524.TW,39.25
27.71,N/A,N/A,2025,-6.86,2026-03,⚪ 數據不足,60.8,台微醫,0.09,🔄 轉虧為盈,-6.75,-30.77,0.0,-0.49,-58.480000000000004,6767.TWO,25.0
65.98,N/A,N/A,2025,6.61,2026-03,⚪ 中性觀察,4.62,美吾華,0.43,⚠️ 獲利稀釋,55.2,7.5,5.923912836168478,1.36,-58.480000000000004,1731.TW,21.7999992371
71.91,56.36%,21.51%,2025,9.49,2026-03,⚪ 中性觀察,7.55,東洋,1.78,🏰 高護城河,237.29999999999998,13.38,4.646017699115045,6.27,-58.529999999999994,4105.TWO,73.5
55.78,N/A,N/A,2025,8.61,2026-03,⚪ 中性觀察,-1.21,愛派司,1.39,📉 獲利侵蝕,200.99999999999997,-4.2,5.514925487007463,5.16,-59.980000000000004,6918.TW,73.9000015259
-17.44,N/A,N/A,2025,-15.04,2026-03,⚪ 數據不足,-26.3,長廣,0.21,🌑 雙重衰退,0.0,-77.53,0.0,3.11,-60.09,7795.TW,410.0
46.86,N/A,N/A,2025,18.71,2026-03,⚪ 數據不足,169.31,宏�硒撥s,0.53,📉 獲利侵蝕,0.0,-14.52,0.0,2.72,-61.379999999999995,7794.TWO,31.3500003815
74.83,N/A,N/A,2025,-8.29,2026-03,⚪ 中性觀察,-2.0,軒郁,1.87,⚠️ 獲利稀釋,330.59999999999997,12.73,4.968239564428313,9.9,-62.099999999999994,6703.TWO,109.5
90.14,N/A,N/A,2025,19.79,2026-03,⚪ 中性觀察,23.05,東生華,1.01,⚠️ 獲利稀釋,136.79999999999998,27.85,5.614035171370614,3.63,-62.29,8432.TWO,51.2000007629
32.15,N/A,N/A,2025,14.61,2026-03,⚪ 中性觀察,8.39,意藍,0.39,📉 獲利侵蝕,103.2,-30.36,9.258721041119186,3.11,-62.51,6925.TWO,63.7000007629
131.64,33.80%,-77.27%,2025,-35.31,2026-03,⚪ 數據不足,57.28,樂威科-KY,-0.25,⚠️ 獲利稀釋,-76.65,68.92,0.0,-1.82,-62.719999999999985,4154.TWO,12.75
-8.7,N/A,N/A,2025,24.42,2026-03,⚪ 數據不足,14.65,華洋精機,0.19,🌑 雙重衰退,0.0,-71.64,0.0,4.46,-62.94,6983.TWO,371.0
82.57,N/A,N/A,2025,-1.49,2026-03,⚪ 中性觀察,-25.6,宏正,1.08,⚠️ 獲利稀釋,118.35000000000001,18.68,9.176172563485423,3.08,-63.88999999999999,6277.TW,72.4000015259
53.3,100.00%,-377.43%,2025,12.25,2026-03,⚪ 數據不足,57.53,富榮綱,-0.1,🏰 高護城河,-20.4,-11.11,0.0,-0.44,-64.41,3115.TWO,9.0
119.02,N/A,N/A,2025,33.33,2026-03,❌ 暫避觀望,95.56,精測,10.43,⚠️ 獲利稀釋,1138.3500000000001,54.52,47.56884965081037,30.41,-64.5,6510.TWO,3610.0
131.47,45.66%,-9.00%,2025,-2.04,2026-03,⚪ 數據不足,-181.82,凌陽,-0.02,⚠️ 獲利稀釋,-11.55,66.67,0.0,-0.37,-64.8,2401.TW,32.25
53.08,58.46%,-58.74%,2025,-27.25,2026-03,⚪ 數據不足,-491.18,金麗科,-0.55,🏰 高護城河,-77.55,-12.24,0.0,-2.03,-65.32,3228.TWO,183.5
177.04,N/A,N/A,2025,2.06,2026-03,⚪ 數據不足,-129.28,大億金茂,0.03,🔄 轉虧為盈,-25.8,111.54,0.0,-0.53,-65.49999999999999,8107.TWO,12.1000003815
165.56,39.89%,1.38%,2025,-1.99,2026-03,❌ 暫避觀望,-50.0,昆盈,0.14,⚠️ 獲利稀釋,10.65,100.0,47.9577454043662,0.32,-65.56,2365.TW,34.0499992371
1985.02,N/A,N/A,2025,41.93,2026-03,⚪ 中性觀察,209.22,宇瞻,14.54,⚠️ 獲利稀釋,396.44999999999993,1919.44,7.983352251229665,6.7,-65.57999999999993,8271.TW,211.0
20.45,N/A,N/A,2025,7.0,2026-03,⚪ 數據不足,-20600.0,晶心科,-3.28,📉 獲利侵蝕,-405.15,-45.13,0.0,-8.2,-65.58,6533.TW,201.5
128.72,N/A,N/A,2025,-3.78,2026-03,⚪ 中性觀察,4.25,智冠,2.39,⚠️ 獲利稀釋,304.65000000000003,63.12,5.243722304283604,7.93,-65.6,5478.TWO,106.5
52.46,N/A,N/A,2025,37.43,2026-03,⚪ 中性觀察,30.28,邦睿生技-創,0.97,📉 獲利侵蝕,153.0,-13.39,12.990196078431373,4.13,-65.85,6955.TW,132.5
2.71,19.48%,-2058.21%,2025,157.54,2026-03,⚪ 數據不足,0.95,醣聯,-0.67,📉 獲利侵蝕,-77.1,-63.41,0.0,-2.16,-66.11999999999999,4168.TWO,25.2999992371
99.75,51.65%,-9.65%,2025,36.07,2026-03,⚪ 數據不足,0.0,富野,-0.1,🏰 高護城河,-66.15,33.33,0.0,-1.83,-66.42,2736.TWO,12.0500001907
100.81,N/A,N/A,2025,-99.4,2026-03,⚪ 數據不足,-68.0,悅城,-0.26,⚠️ 獲利稀釋,-52.05,33.33,0.0,-1.26,-67.48,6405.TW,71.5
111.76,N/A,N/A,2025,85.22,2026-03,❌ 暫避觀望,67.87,意騰-KY,3.56,⚠️ 獲利稀釋,438.15000000000003,41.83,16.586785347483737,11.77,-69.93,7749.TW,484.5
130.07,N/A,N/A,2025,40.64,2026-03,❌ 暫避觀望,52.82,信驊,37.41,⚠️ 獲利稀釋,3805.05,59.53,74.74277604762092,103.92,-70.53999999999999,5274.TWO,18960.0
14.66,N/A,N/A,2025,55.27,2026-03,⚪ 中性觀察,21.4,櫻花建,0.68,📉 獲利侵蝕,126.15,-56.69,4.750297355873959,3.46,-71.35,2539.TW,39.9500007629
129.86,62.33%,54.00%,2025,31.61,2026-03,⚪ 中性觀察,46.42,台積電,22.08,🏰 高護城河,2466.0,58.39,14.659367396593673,66.26,-71.47000000000001,2330.TW,2410.0
71.77,N/A,N/A,2025,1.81,2026-03,❌ 暫避觀望,7.69,台聯櫃,0.1,📉 獲利侵蝕,15.75,0.0,31.19047619047619,0.42,-71.77,5601.TWO,32.75
232.25,N/A,N/A,2025,3.05,2026-03,❌ 暫避觀望,-18.87,維田,0.57,⚠️ 獲利稀釋,46.349999999999994,159.09,17.66990241880259,1.29,-73.16,6570.TWO,54.5999984741
64.38,N/A,N/A,2025,7.0,2026-03,⚪ 數據不足,10.09,生華科,-0.75,📉 獲利侵蝕,-106.50000000000001,-8.82,0.0,-2.97,-73.19999999999999,6492.TWO,44.0
76.49,63.24%,24.73%,2025,7.07,2026-03,⚪ 中性觀察,-10.36,嘉實,1.5,🏰 高護城河,248.7,2.74,5.012062634143548,7.27,-73.75,3158.TWO,83.0999984741
28.0,N/A,N/A,2025,-21.14,2026-03,⚪ 中性觀察,-9.97,華研,1.78,📉 獲利侵蝕,404.99999999999994,-46.55,3.2555556120703706,10.3,-74.55,8446.TWO,87.9000015259
108.51,98.33%,81.17%,2025,72.24,2026-03,⚪ 數據不足,220.0,太景*-KY,-0.02,🏰 高護城河,-5.7,33.33,0.0,0.06,-75.18,4157.TWO,8.7399997711
53.01,N/A,N/A,2025,-0.65,2026-03,⚪ 中性觀察,54.95,福邦證,0.07,📉 獲利侵蝕,37.95,-22.22,6.7391301332411055,1.72,-75.22999999999999,6026.TWO,17.0499992371
76.09,56.66%,24.27%,2025,4.74,2026-03,⚪ 中性觀察,-5.92,聯陽,2.85,🏰 高護城河,377.55,0.73,6.2574493444576875,9.51,-75.36,3014.TW,157.5
118.39,60.64%,34.18%,2025,33.22,2026-03,⚪ 中性觀察,34.83,德律,3.5,🏰 高護城河,393.44999999999993,42.86,12.981319100266871,10.49,-75.53,3030.TW,340.5
72.39,42.25%,25.70%,2025,-40.49,2026-03,❌ 暫避觀望,-13.83,世芯-KY,17.55,📉 獲利侵蝕,2581.65,-3.26,25.448840857591073,69.18,-75.65,3661.TW,4380.0
160.11,N/A,N/A,2025,64.22,2026-03,❌ 暫避觀望,63.72,光聖,7.82,⚠️ 獲利稀釋,780.0,83.69,37.40384615384615,23.46,-76.42000000000002,6442.TW,1945.0
106.26,49.29%,23.12%,2025,-2.91,2026-03,⚪ 中性觀察,-10.67,義隆,2.46,⚠️ 獲利稀釋,301.49999999999994,28.89,8.55721393034826,8.53,-77.37,2458.TW,172.0
27.59,N/A,N/A,2025,-35.62,2026-03,⚪ 數據不足,-320.93,寶得利,-0.18,📉 獲利侵蝕,-50.1,-50.0,0.0,-1.81,-77.59,5301.TWO,6.9499998093
