symbol,om,price,gm,date,advice,eps,pe,prev_eps,eps_yoy,prev_year,prev_rev_yoy,status,est_price,name,prev_eps_yoy,rev_yoy,expansion
4154.TWO,-77.27%,13.75,33.80%,2025-12,⚪ 數據不足,-1.82,0.0,-1.67,57.28,2025,-47.71,🧐 疑業外收益,-84.00000000000001,樂威科-KY,41.15,-35.31,92.59
2390.TW,-7.49%,12.4499998093,19.09%,2025-12,⚪ 中性觀察,-0.14,20.08064485370968,0.07,88.8,2025,2.22,🧐 疑業外收益,9.3,云辰,107.29,-3.19,91.99
7822.TW,N/A,1000.0,N/A,2025-12,⚪ 數據不足,14.04,0.0,8.86,279.4,2025,255.72,🚀 利潤擴張,0.0,倍利科,914.94,187.82,91.57999999999998
6674.TW,N/A,17.2000007629,N/A,2025-12,⚪ 數據不足,-1.13,0.0,-0.98,54.88,2025,-30.23,🧐 疑業外收益,-48.75,鋐寶科技,33.79,-36.53,91.41
8092.TWO,N/A,14.6999998093,N/A,2025-12,⚪ 數據不足,0.0,0.0,-0.22,100.0,2025,9.78,🚀 利潤擴張,-15.0,建暐,-83.33,8.81,91.19
2360.TW,34.82%,2295.0,60.80%,2025-12,⚠️ 追價風險,27.7,35.820196659903225,21.67,122.05,2025,26.76,🏰 高護城河,961.0500000000001,致茂,141.3,31.05,91.0
2705.TW,16.76%,15.6499996185,39.55%,2025-12,⚪ 數據不足,0.87,0.0,-0.45,89.13,2025,-0.65,🔄 轉虧為盈,-1.9500000000000004,六福,-309.09,-1.47,90.6
6931.TW,N/A,41.1500015259,N/A,2025-12,⚪ 中性觀察,1.39,16.93415700654321,0.78,104.41,2025,13.6,🚀 利潤擴張,36.45,青松健康,75.0,14.16,90.25
5608.TW,N/A,15.1000003815,N/A,2025-12,⚪ 數據不足,-0.13,0.0,-0.14,81.16,2025,-9.27,🧐 疑業外收益,-9.6,四維航,51.72,-8.84,90.0
3576.TW,-63.16%,19.7999992371,-18.77%,2025-12,⚪ 數據不足,-0.77,0.0,-0.63,41.22,2025,-42.1,🧐 疑業外收益,-28.200000000000003,聯合再生,46.61,-47.33,88.55
6532.TWO,N/A,88.9000015259,N/A,2025-12,💎 強力關注,7.31,7.328936646817807,2.25,81.39,2025,-3.06,🧐 疑業外收益,181.95,瑞耘,-16.97,-6.21,87.6
4991.TWO,N/A,554.0,N/A,2025-12,⚪ 數據不足,0.15,0.0,-0.45,107.11,2025,18.29,🔄 轉虧為盈,-23.549999999999997,環宇-KY,73.81,25.43,81.68
2740.TWO,-45.63%,29.2000007629,41.62%,2025-12,⚪ 數據不足,-3.19,0.0,-2.52,35.27,2025,-40.76,🧐 疑業外收益,-125.25,華軒,-18.72,-45.74,81.01
1528.TW,0.98%,25.25,31.45%,2025-12,⚪ 數據不足,-0.35,0.0,-0.53,56.79,2025,-21.6,🧐 疑業外收益,-21.599999999999998,恩德,5.36,-23.83,80.62
6196.TW,N/A,548.0,N/A,2025-12,✅ 穩健價值,15.5,14.319310164619807,12.0,65.55,2025,-19.07,🧐 疑業外收益,574.05,帆宣,63.11,-15.01,80.56
2022.TW,-1.47%,7.8000001907,7.21%,2025-12,⚪ 數據不足,-0.02,0.0,0.02,95.92,2025,13.61,🚀 利潤擴張,-0.6,聚亨,116.67,16.71,79.21000000000001
5498.TWO,N/A,69.4000015259,N/A,2025-12,⚪ 數據不足,0.0,0.0,-0.17,100.0,2025,14.85,🚀 利潤擴張,-7.05,凱崴,-21.43,21.05,78.95
4552.TW,7.61%,21.2999992371,19.46%,2025-12,💎 強力關注,2.07,4.018867780584905,1.72,73.95,2025,-2.45,🧐 疑業外收益,79.50000000000001,力達-KY,84.95,-4.56,78.51
3563.TW,29.84%,706.0,59.86%,2025-12,⚪ 中性觀察,15.8,16.148215919487647,13.28,186.23,2025,173.02,🏰 高護城河,655.8,牧德,362.45,108.34,77.88999999999999
3205.TWO,-34.07%,54.2000007629,15.21%,2025-12,⚪ 數據不足,-0.92,0.0,-0.77,51.01,2025,-12.38,🧐 疑業外收益,-44.24999999999999,佰研,54.03,-26.01,77.02
3523.TWO,-404.30%,15.8999996185,-184.95%,2025-12,⚪ 數據不足,-1.45,0.0,-1.49,34.68,2025,-43.41,🧐 疑業外收益,-65.85,迎輝,2.61,-42.16,76.84
3498.TWO,17.10%,121.0,41.15%,2025-12,⚪ 數據不足,0.48,0.0,-0.9,120.0,2025,36.24,🔄 轉虧為盈,-32.55,陽程,58.96,43.43,76.57
3625.TWO,-68.62%,15.1999998093,-3.42%,2025-12,⚪ 數據不足,-0.6,0.0,-0.14,56.82,2025,-22.91,🧐 疑業外收益,-16.200000000000003,西勝,86.73,-18.66,75.48
6654.TWO,N/A,171.5,N/A,2025-12,⚪ 數據不足,0.01,0.0,-0.37,100.49,2025,28.6,🔄 轉虧為盈,-44.699999999999996,天正國際,76.26,26.11,74.38
4540.TW,-1.35%,61.5,16.55%,2025-12,⚪ 數據不足,-0.66,0.0,-1.08,85.65,2025,7.47,🚀 利潤擴張,-40.5,全球傳動,69.01,11.55,74.10000000000001
2483.TW,-6.13%,38.0999984741,8.90%,2025-12,⚪ 中性觀察,0.6,20.483870147365586,0.68,71.43,2025,-1.32,🧐 疑業外收益,27.900000000000006,百容,44.68,-2.48,73.91000000000001
7823.TW,N/A,83.5,N/A,2025-12,⚪ 數據不足,-1.49,0.0,-2.01,96.29,2025,19.21,🚀 利潤擴張,0.0,奧義賽博-KY創,98.92,22.72,73.57000000000001
2731.TW,5.55%,152.0,16.93%,2025-12,💎 強力關注,17.49,3.4639927073837744,13.31,78.29,2025,3.94,🚀 利潤擴張,658.1999999999999,雄獅,76.53,6.0,72.29
1440.TW,-4.90%,13.1999998093,7.45%,2025-12,⚪ 數據不足,-0.15,0.0,-0.04,55.88,2025,-15.52,🧐 疑業外收益,-4.2,南紡,69.23,-16.11,71.99000000000001
6505.TW,N/A,52.7999992371,N/A,2025-12,⚠️ 追價風險,1.04,34.509803422941175,0.5,65.08,2025,-6.34,🧐 疑業外收益,22.950000000000003,台塑化,2.04,-5.67,70.75
2451.TW,55.59%,305.5,61.62%,2025-12,✅ 穩健價值,12.98,14.499288087327951,5.37,140.33,2025,36.15,🏰 高護城河,316.05000000000007,創見,22.99,69.84,70.49000000000001
5398.TWO,N/A,17.6000003815,N/A,2025-12,⚠️ 追價風險,0.35,28.852459641803282,0.29,66.67,2025,1.05,🧐 疑業外收益,9.149999999999999,慕康生醫,20.83,-3.62,70.29
3623.TWO,-14.24%,23.0,-4.80%,2025-12,⚪ 數據不足,-0.16,0.0,-0.23,82.8,2025,9.39,🚀 利潤擴張,-16.950000000000003,富晶通,65.67,12.69,70.11
6213.TW,N/A,252.5,N/A,2025-12,⚠️ 追價風險,4.16,24.852362204724407,2.98,82.74,2025,11.37,🚀 利潤擴張,152.4,聯茂,78.92,12.66,70.08
8093.TWO,N/A,18.6499996185,N/A,2025-12,⚪ 數據不足,-1.32,0.0,-0.45,53.52,2025,-27.43,🧐 疑業外收益,-22.65,保銳,79.91,-16.31,69.83
6241.TWO,N/A,13.8999996185,N/A,2025-12,⚪ 數據不足,-0.16,0.0,-0.38,74.6,2025,11.68,🚀 利潤擴張,-13.649999999999999,鑫永洋,-642.86,5.06,69.53999999999999
2924.TWO,-86.00%,17.9500007629,15.04%,2025-12,⚪ 數據不足,-1.17,0.0,-0.71,10.0,2025,-73.69,🧐 疑業外收益,-38.85,宏太-KY,31.73,-59.26,69.25999999999999
6616.TWO,N/A,9.6000003815,N/A,2025-12,⚪ 數據不足,-0.61,0.0,-0.25,55.88,2025,-12.86,🧐 疑業外收益,-11.850000000000001,特昇-KY,83.78,-11.73,67.61
3152.TWO,18.21%,221.0,44.03%,2025-12,💎 強力關注,9.42,8.435114503816793,8.22,51.69,2025,-12.47,🧐 疑業外收益,393.00000000000006,璟德,77.54,-15.61,67.3
3665.TW,18.37%,2310.0,31.93%,2025-12,⚪ 中性觀察,46.57,21.690140845070424,32.49,98.71,2025,29.74,🚀 利潤擴張,1597.5,貿聯-KY,107.49,31.74,66.97
6831.TW,N/A,727.0,N/A,2025-12,⚪ 數據不足,4.94,0.0,3.14,151.41,2025,86.86,🚀 利潤擴張,0.0,邁科,161.67,84.7,66.71
8277.TWO,N/A,10.1000003815,N/A,2025-12,⚪ 數據不足,-0.37,0.0,-0.34,48.61,2025,1.19,🧐 疑業外收益,-15.15,商丞,33.33,-16.98,65.59
1802.TW,4.79%,64.0999984741,13.67%,2025-12,⚪ 數據不足,-0.2,0.0,-0.33,62.96,2025,-0.78,🧐 疑業外收益,-16.349999999999998,台玻,36.54,-2.37,65.33
2027.TW,14.07%,43.5499992371,25.55%,2025-12,💎 強力關注,2.88,6.480654648377977,2.08,77.93,2025,11.96,🚀 利潤擴張,100.8,大成鋼,98.94,12.63,65.30000000000001
2614.TW,10.29%,19.25,34.49%,2025-12,💎 強力關注,1.99,4.240088105726872,1.42,60.48,2025,-5.03,🧐 疑業外收益,68.1,東森,118.46,-4.79,65.27
5543.TWO,N/A,30.4500007629,N/A,2025-12,⚪ 數據不足,-2.52,0.0,-1.9,54.46,2025,-12.8,🧐 疑業外收益,-88.8,桓鼎-KY,-950.0,-10.68,65.14
4807.TW,4.68%,41.0,18.47%,2025-12,⚪ 數據不足,-0.24,0.0,-0.56,84.62,2025,32.17,🚀 利潤擴張,-32.699999999999996,日成-KY,74.07,19.6,65.02000000000001
1445.TW,-24.84%,11.1499996185,6.55%,2025-12,⚪ 數據不足,-0.87,0.0,-0.56,42.76,2025,-25.71,🧐 疑業外收益,-24.750000000000004,大宇,-366.67,-22.14,64.9
4529.TWO,-1090.16%,4.9899997711,59.04%,2025-12,⚪ 數據不足,-0.74,0.0,-0.57,42.64,2025,-22.27,🏰 高護城河,-28.05,淳紳,46.23,-22.14,64.78
5228.TWO,N/A,69.3000030518,N/A,2025-12,⚪ 數據不足,-0.2,0.0,-0.91,90.52,2025,18.69,🚀 利潤擴張,-24.750000000000004,鈺鎧,50.27,25.85,64.66999999999999
4166.TWO,23.50%,25.7999992371,60.10%,2025-12,✅ 穩健價值,0.9,13.163264916887755,0.52,79.17,2025,6.08,🏰 高護城河,29.4,友霖,11.63,14.52,64.65
8021.TW,N/A,522.0,N/A,2025-12,⚠️ 追價風險,2.75,91.25874125874127,1.69,88.97,2025,18.57,🚀 利潤擴張,85.8,尖點,52.25,24.54,64.43
6141.TW,N/A,32.0499992371,N/A,2025-12,⚪ 數據不足,-4.65,0.0,-1.99,42.24,2025,-25.86,🧐 疑業外收益,-122.25,柏承,66.78,-21.61,63.85
3605.TW,5.06%,73.3000030518,26.65%,2025-12,💎 強力關注,4.35,6.503993172298137,3.51,74.89,2025,15.04,🚀 利潤擴張,169.04999999999998,宏致,133.33,11.14,63.75
5432.TWO,N/A,135.0,N/A,2025-12,⚠️ 追價風險,2.3,33.66583541147132,1.08,69.12,2025,-4.49,🚀 利潤擴張,60.15,新門,6.93,6.1,63.02
2436.TW,3.76%,67.8000030518,30.84%,2025-12,✅ 穩健價值,3.02,13.83673531669388,1.45,78.06,2025,17.04,🚀 利潤擴張,73.49999999999999,偉詮電,17.59,15.32,62.74
2033.TW,5.22%,15.6999998093,14.21%,2025-12,⚪ 中性觀察,0.35,18.04597679229885,0.25,84.21,2025,24.94,🚀 利潤擴張,13.05,佳大,73.33,21.65,62.559999999999995
1340.TW,-391.42%,5.6399998665,-118.96%,2025-12,⚪ 數據不足,-2.61,0.0,-0.95,50.57,2025,-7.48,🧐 疑業外收益,-67.8,勝悅-KY,59.05,-11.95,62.519999999999996
6510.TWO,N/A,3610.0,N/A,2025-12,⚠️ 追價風險,30.41,49.99307575128098,21.73,95.56,2025,55.92,🚀 利潤擴張,1083.15,精測,279.9,33.33,62.230000000000004
8064.TWO,N/A,134.5,N/A,2025-12,⚪ 數據不足,1.36,0.0,-0.16,72.15,2025,-10.02,🔄 轉虧為盈,-4.049999999999999,東捷,-130.19,10.25,61.900000000000006
8462.TW,N/A,145.5,N/A,2025-12,💎 強力關注,8.49,7.550596782563571,5.69,79.87,2025,17.64,🚀 利潤擴張,289.05,柏文,91.16,18.4,61.470000000000006
5364.TWO,N/A,8.7700004578,N/A,2025-12,⚪ 數據不足,-0.77,0.0,-0.73,35.29,2025,-12.89,🧐 疑業外收益,-36.449999999999996,力麗店,44.7,-26.07,61.36
6270.TWO,N/A,34.4000015259,N/A,2025-12,✅ 穩健價值,1.08,13.76000061036,0.88,66.15,2025,6.53,🚀 利潤擴張,37.5,倍微,300.0,4.86,61.290000000000006
6168.TW,N/A,26.0,N/A,2025-12,⚪ 數據不足,0.05,0.0,0.04,66.67,2025,5.91,🚀 利潤擴張,-1.3010426069826053e-16,宏齊,-42.86,5.6,61.07
6574.TWO,N/A,117.0,N/A,2025-12,💎 強力關注,6.82,7.862903225806451,4.08,66.34,2025,5.78,🚀 利潤擴張,223.20000000000002,霈方,53.96,6.51,59.830000000000005
2440.TW,0.66%,17.4500007629,4.12%,2025-12,⚪ 數據不足,-0.23,0.0,-0.26,46.51,2025,-9.7,🧐 疑業外收益,-10.35,太空梭,-136.36,-12.43,58.94
8201.TW,N/A,13.25,N/A,2025-12,⚪ 數據不足,-0.35,0.0,-0.33,60.23,2025,-7.02,🚀 利潤擴張,-16.8,無敵,53.52,1.42,58.809999999999995
2485.TW,2.18%,64.8000030518,15.28%,2025-12,⚪ 數據不足,-0.96,0.0,-1.33,57.52,2025,-24.95,🧐 疑業外收益,-62.699999999999996,兆赫,11.92,-0.05,57.57
4304.TWO,-15.57%,25.3999996185,5.19%,2025-12,⚪ 數據不足,-1.16,0.0,-1.02,47.45,2025,-6.96,🧐 疑業外收益,-52.8,勝昱,-14.61,-9.71,57.160000000000004
1215.TW,12.03%,118.0,20.24%,2025-12,💎 強力關注,10.39,4.5985970381917385,7.94,58.63,2025,1.07,🚀 利潤擴張,384.9,卜蜂,85.95,1.7,56.93
3308.TW,-362.94%,20.7000007629,23.48%,2025-12,⚪ 中性觀察,0.68,18.818182511727272,0.23,-32.0,2025,-92.54,🌑 雙重衰退,16.5,聯德,-68.06,-88.36,56.36
6584.TWO,N/A,585.0,N/A,2025-12,⚠️ 追價風險,5.59,54.06654343807763,3.11,82.47,2025,23.53,🚀 利潤擴張,162.3,南俊國際,42.52,26.42,56.05
6026.TWO,N/A,17.25,N/A,2025-12,💎 強力關注,1.72,6.764705882352942,0.7,54.95,2025,-23.52,🧐 疑業外收益,38.25,福邦證,-30.0,-0.65,55.6
2415.TW,12.75%,27.75,25.38%,2025-12,💎 強力關注,1.81,6.719128329297821,1.37,58.77,2025,-1.03,🚀 利潤擴張,61.949999999999996,錩新,55.68,3.4,55.370000000000005
4609.TWO,-68.47%,5.7800002098,4.92%,2025-12,⚪ 數據不足,-0.1,0.0,-0.06,78.72,2025,22.29,🚀 利潤擴張,-11.25,唐鋒,78.57,23.71,55.01
4711.TWO,2.47%,16.8500003815,14.61%,2025-12,⚠️ 追價風險,0.15,58.1034495913793,0.12,50.0,2025,-6.49,🧐 疑業外收益,4.3500000000000005,永純,500.0,-4.5,54.5
4968.TW,N/A,107.0,N/A,2025-12,⚠️ 追價風險,2.66,25.05854800936768,1.37,56.47,2025,1.01,🚀 利潤擴張,64.05000000000001,立積,44.21,2.24,54.23
1313.TW,-3.51%,11.25,1.59%,2025-12,⚪ 數據不足,-1.17,0.0,-0.56,32.76,2025,-20.09,🧐 疑業外收益,-33.6,聯成,63.82,-19.85,52.61
8921.TWO,N/A,18.2000007629,N/A,2025-12,⚪ 數據不足,-0.11,0.0,-0.11,52.17,2025,0.3,🧐 疑業外收益,-10.200000000000001,沈氏,21.43,-0.02,52.190000000000005
2417.TW,8.42%,45.0999984741,56.31%,2025-12,⚪ 數據不足,-0.19,0.0,-0.8,54.55,2025,-1.52,🏰 高護城河,-31.8,圓剛,-144.44,2.69,51.86
1760.TW,13.25%,60.0999984741,52.35%,2025-12,✅ 穩健價值,2.22,12.092555024969817,1.65,53.1,2025,0.67,🏰 高護城河,74.55000000000001,寶齡富錦,54.21,1.66,51.440000000000005
5276.TWO,N/A,18.2999992371,N/A,2025-12,💎 強力關注,1.14,6.224489536428571,0.88,54.05,2025,10.12,🚀 利潤擴張,44.1,達輝-KY,46.67,3.13,50.919999999999995
8489.TWO,N/A,22.25,N/A,2025-12,⚪ 數據不足,-0.76,0.0,-0.46,55.83,2025,-3.97,🚀 利潤擴張,-27.450000000000003,三貝德,60.71,5.03,50.8
9929.TW,N/A,11.3999996185,N/A,2025-12,⚪ 數據不足,-0.07,0.0,-0.19,50.0,2025,-3.83,🧐 疑業外收益,-7.95,秋雨,-5.56,-0.73,50.73
2241.TW,-1.87%,43.0999984741,14.37%,2025-12,⚪ 數據不足,-0.7,0.0,-0.6,64.65,2025,-2.54,🚀 利潤擴張,-28.349999999999994,艾姆勒,47.37,14.02,50.63000000000001
8926.TW,N/A,74.1999969482,N/A,2025-12,💎 強力關注,2.45,11.468314829706335,1.86,32.43,2025,-13.81,🧐 疑業外收益,97.05000000000001,台汽電,40.91,-16.65,49.08
3550.TW,-3.96%,29.0499992371,15.39%,2025-12,⚪ 數據不足,-1.18,0.0,-0.69,51.74,2025,6.33,🚀 利潤擴張,-40.49999999999999,聯穎,36.7,3.23,48.510000000000005
8112.TW,N/A,98.8000030518,N/A,2025-12,✅ 穩健價值,5.02,13.138298278164894,1.62,43.32,2025,-16.18,🧐 疑業外收益,112.8,至上,-50.61,-4.42,47.74
8040.TWO,N/A,95.1999969482,N/A,2025-12,⚪ 數據不足,-0.6,0.0,-0.45,49.15,2025,7.0,🚀 利潤擴張,-21.750000000000004,九暘,48.28,2.65,46.5
3115.TWO,-377.43%,0.0,100.00%,2025-12,⚪ 數據不足,-0.44,0.0,-0.41,57.53,2025,84.76,🏰 高護城河,0.0,富榮綱,26.09,12.25,45.28
2254.TW,-98.59%,59.7000007629,-21.68%,2025-12,⚪ 數據不足,-0.84,0.0,-0.11,20.75,2025,-11.14,🧐 疑業外收益,-9.6,巨鎧精密-創,84.06,-24.51,45.260000000000005
4541.TWO,17.54%,47.5499992371,25.49%,2025-12,✅ 穩健價值,2.03,12.886178655040654,0.99,61.11,2025,14.71,🚀 利潤擴張,55.349999999999994,晟田,65.0,16.06,45.05
3057.TW,-21.05%,18.8999996185,29.42%,2025-12,⚪ 數據不足,-0.88,0.0,-0.24,46.34,2025,-0.45,🚀 利潤擴張,-1.9500000000000017,喬鼎,70.73,1.86,44.480000000000004
1460.TW,1.12%,7.0900001526,16.50%,2025-12,⚪ 數據不足,-0.27,0.0,-0.27,35.0,2025,-5.8,🧐 疑業外收益,-9.9,宏遠,33.33,-9.38,44.38
2630.TW,2.16%,38.9500007629,8.38%,2025-12,✅ 穩健價值,1.0,15.096899520503872,0.89,49.25,2025,4.46,🚀 利潤擴張,38.70000000000001,亞航,64.81,4.89,44.36
6144.TWO,N/A,14.8500003815,N/A,2025-12,⚪ 數據不足,-0.36,0.0,-0.28,36.84,2025,-11.26,🧐 疑業外收益,-15.3,得利影,-12.0,-7.24,44.080000000000005
6139.TW,N/A,805.0,N/A,2025-12,✅ 穩健價值,30.51,13.805522208883552,17.33,63.03,2025,-5.05,🚀 利潤擴張,874.6500000000001,亞翔,33.18,19.04,43.99
6116.TW,N/A,15.6000003815,N/A,2025-12,⚪ 數據不足,-0.75,0.0,-0.46,58.56,2025,22.03,🚀 利潤擴張,-30.6,彩晶,65.89,14.78,43.78
6666.TW,N/A,43.5999984741,N/A,2025-12,💎 強力關注,2.42,5.744400325968379,2.63,42.35,2025,-3.85,🧐 疑業外收益,113.85,羅麗芬-KY,34.87,-1.2,43.550000000000004
3518.TW,-60.61%,27.6000003815,-2.30%,2025-12,⚪ 數據不足,-1.56,0.0,-0.93,33.33,2025,-8.43,🧐 疑業外收益,-64.95,柏騰,43.83,-9.63,42.96
5701.TWO,N/A,4.9299998283,N/A,2025-12,⚪ 數據不足,-0.26,0.0,-0.37,50.0,2025,2.46,🚀 利潤擴張,-13.2,劍湖山,9.76,7.33,42.67
8390.TWO,N/A,111.0,N/A,2025-12,💎 強力關注,6.6,7.083599234205487,5.11,36.36,2025,-8.18,🧐 疑業外收益,235.05,金益鼎,35.9,-6.1,42.46
6226.TW,N/A,12.1000003815,N/A,2025-12,⚪ 數據不足,-0.28,0.0,-0.17,38.64,2025,-0.95,🧐 疑業外收益,-11.4,光鼎,45.16,-3.71,42.35
1457.TW,33.56%,14.5500001907,6.94%,2025-12,💎 強力關注,1.18,5.86693556076613,0.44,29.85,2025,-8.45,🧐 疑業外收益,37.199999999999996,宜進,-53.62,-12.15,42.0
4560.TW,16.61%,32.5499992371,33.75%,2025-12,💎 強力關注,3.02,4.299867798824307,2.16,48.04,2025,8.82,🚀 利潤擴張,113.55,強信-KY,61.19,6.92,41.12
3049.TW,-21.51%,13.8500003815,-12.51%,2025-12,⚪ 數據不足,-0.64,0.0,-0.66,41.28,2025,-1.71,🚀 利潤擴張,-30.15,精金,26.67,1.22,40.06
5519.TW,N/A,34.5,N/A,2025-12,💎 強力關注,4.96,3.2485875706214693,4.31,27.18,2025,22.52,🧐 疑業外收益,159.29999999999998,隆大,130.48,-12.79,39.97
2010.TW,7.04%,24.6000003815,10.75%,2025-12,💎 強力關注,2.32,4.25605542932526,1.74,40.61,2025,3.17,🚀 利潤擴張,86.69999999999999,春源,50.0,0.73,39.88
8463.TW,N/A,22.2999992371,N/A,2025-12,💎 強力關注,1.85,4.684873789306722,1.84,48.0,2025,11.83,🚀 利潤擴張,71.4,潤泰材,91.67,8.31,39.69
4590.TW,-0.34%,76.0999984741,30.54%,2025-12,⚪ 數據不足,2.72,0.0,0.67,-1.45,2025,-44.8,🌑 雙重衰退,0.0,富田-創,-75.81,-41.11,39.66
1904.TW,7.12%,22.8999996185,20.98%,2025-12,⚠️ 追價風險,0.74,22.450980018137255,0.17,34.55,2025,-5.08,🧐 疑業外收益,15.3,正隆,-61.36,-4.85,39.4
6104.TWO,N/A,99.0,N/A,2025-12,💎 強力關注,5.62,6.047648136835675,4.65,66.87,2025,37.32,🚀 利潤擴張,245.55,創惟,145.74,27.6,39.27
3028.TW,3.25%,75.0,7.68%,2025-12,💎 強力關注,3.15,10.06711409395973,2.0,52.91,2025,8.99,🚀 利潤擴張,111.75,增你強,69.49,13.76,39.15
2308.TW,16.35%,2215.0,34.59%,2025-12,⚠️ 追價風險,23.14,41.903140370790766,16.47,70.65,2025,28.12,🚀 利潤擴張,792.9,台達電,52.5,31.76,38.89
5243.TW,N/A,111.0,N/A,2025-12,💎 強力關注,4.4,10.155535224153706,3.37,30.95,2025,-2.65,🧐 疑業外收益,163.95,乙盛-KY,42.19,-7.74,38.69
8042.TWO,N/A,170.5,N/A,2025-12,⚠️ 追價風險,0.89,170.50000000000003,0.24,48.33,2025,8.7,🚀 利潤擴張,14.999999999999996,金山電,-53.85,9.79,38.54
7717.TWO,N/A,594.0,N/A,2025-12,⚪ 數據不足,6.13,0.0,4.58,62.99,2025,29.16,🚀 利潤擴張,0.0,萊德光電-KY,92.37,24.46,38.53
9907.TW,N/A,16.7000007629,N/A,2025-12,💎 強力關注,1.36,4.5628417384972675,1.12,40.21,2025,7.48,🚀 利潤擴張,54.900000000000006,統一實,55.56,1.74,38.47
5278.TWO,N/A,24.2999992371,N/A,2025-12,💎 強力關注,1.05,9.10112330977528,0.72,56.72,2025,23.06,🚀 利潤擴張,40.05,尚凡*,-83.78,18.28,38.44
6188.TWO,N/A,81.1999969482,N/A,2025-12,💎 強力關注,3.61,8.893756511303396,2.77,54.94,2025,20.72,🚀 利潤擴張,136.95,廣明,69.94,17.84,37.099999999999994
5340.TWO,N/A,89.5999984741,N/A,2025-12,⚠️ 追價風險,1.19,34.3295013310728,0.78,52.56,2025,16.6,🚀 利潤擴張,39.15,建榮,59.18,15.66,36.900000000000006
3577.TWO,14.28%,123.5,53.43%,2025-12,⚪ 中性觀察,2.37,19.983818770226538,1.73,46.3,2025,7.11,🏰 高護城河,92.69999999999999,泓格,20.98,9.44,36.86
3631.TWO,-460.25%,33.9500007629,24.23%,2025-12,⚪ 數據不足,-0.7,0.0,-0.64,-25.0,2025,-14.57,🌑 雙重衰退,-31.200000000000003,晟楠,-64.1,-61.43,36.43
3085.TWO,-74.64%,12.5,73.88%,2025-12,⚪ 數據不足,-0.56,0.0,-0.46,41.67,2025,3.93,🏰 高護城河,-22.35,新零售,16.36,5.58,36.09
4977.TW,N/A,180.5,N/A,2025-12,⚪ 中性觀察,4.48,19.555796316359697,3.53,34.45,2025,17.84,🧐 疑業外收益,138.45000000000002,眾達-KY,180.65,-1.54,35.99
8077.TWO,N/A,49.0,N/A,2025-12,💎 強力關注,6.04,3.8013964313421256,2.87,37.27,2025,0.34,🚀 利潤擴張,193.35000000000002,洛��,25.33,1.41,35.86000000000001
4951.TWO,N/A,102.0,N/A,2025-12,💎 強力關注,5.98,7.511045655375552,3.74,40.71,2025,5.17,🚀 利潤擴張,203.7,精拓科,16.15,4.88,35.83
1303.TW,2.06%,106.5,9.25%,2025-12,⚠️ 追價風險,0.57,887.5000000000009,-0.05,35.71,2025,2.08,🔄 轉虧為盈,1.7999999999999983,南亞,-113.16,0.12,35.59
5443.TWO,N/A,102.0,N/A,2025-12,✅ 穩健價值,2.59,15.596330275229358,1.97,40.56,2025,16.83,🚀 利潤擴張,98.1,均豪,21.38,5.3,35.260000000000005
6186.TWO,N/A,41.0499992371,N/A,2025-12,💎 強力關注,7.81,1.7770562440303033,7.56,38.72,2025,97.22,🚀 利潤擴張,346.49999999999994,新潤,253.27,3.72,35.0
6109.TWO,N/A,11.1499996185,N/A,2025-12,⚪ 數據不足,-0.94,0.0,-0.98,43.03,2025,0.2,🚀 利潤擴張,-47.1,亞元,-13.95,8.46,34.57
8086.TWO,N/A,151.0,N/A,2025-12,⚠️ 追價風險,3.36,22.436849925705797,2.03,26.79,2025,-22.52,🧐 疑業外收益,100.94999999999999,宏捷科,-21.01,-7.61,34.4
4433.TWO,9.68%,20.5499992371,22.41%,2025-12,⚪ 數據不足,1.06,0.0,-0.65,46.48,2025,5.85,🔄 轉虧為盈,-11.099999999999996,興采,-3300.0,12.09,34.39
3017.TW,20.96%,2405.0,26.39%,2025-12,⚠️ 追價風險,49.17,22.210934613963797,32.25,128.84,2025,80.63,🚀 利潤擴張,1624.2,奇鋐,113.86,94.59,34.25
4108.TW,-127.15%,12.3000001907,18.27%,2025-12,⚪ 數據不足,-0.29,0.0,-0.21,21.62,2025,-12.96,🧐 疑業外收益,-11.25,懷特,25.0,-12.36,33.980000000000004
2613.TW,9.95%,22.1499996185,16.43%,2025-12,💎 強力關注,1.14,8.173431593542437,0.85,35.9,2025,2.72,🚀 利潤擴張,40.64999999999999,中櫃,1.28,2.49,33.41
3232.TWO,-5.24%,23.25,12.15%,2025-12,⚠️ 追價風險,0.29,30.194805194805195,0.28,-9.38,2025,-42.87,🌑 雙重衰退,11.55,昱捷,-12.5,-42.44,33.059999999999995
8147.TWO,N/A,145.5,N/A,2025-12,⚪ 中性觀察,3.08,17.466986794717887,2.68,62.03,2025,29.97,🚀 利潤擴張,124.95,正淩,72.73,29.59,32.44
4538.TWO,4.41%,18.5499992371,14.69%,2025-12,⚠️ 追價風險,0.29,25.410957859041098,0.21,52.63,2025,14.08,🚀 利潤擴張,10.95,大詠城,-56.25,20.45,32.18000000000001
3176.TWO,-48.58%,33.4500007629,56.72%,2025-12,⚠️ 追價風險,-0.78,69.68750158937499,0.06,46.94,2025,20.51,🏰 高護城河,7.2,基亞,109.23,15.28,31.659999999999997
6435.TWO,N/A,274.5,N/A,2025-12,✅ 穩健價值,9.52,12.75557620817844,6.13,56.88,2025,24.71,🚀 利潤擴張,322.8,大中,35.03,25.24,31.640000000000004
